年份,院校名称,院校代码,科类,批次,招生类型,专业组,选科要求,录取人数,最低分数,最低分位,批次线差,学校所在,学校性质,是否985,是否211
2025,九州职业技术学院,C054,综合,普通类二段,护理类,,,35,176,678248,26,江苏,民办,否,否
2025,九江学院,B843,综合,普通类一段,普通类,,,61,467,269656,26,江西,公办,否,否
2025,九江学院,B843,综合,普通类一段,联合培养,,,3,497,194605,56,江西,公办,否,否
2025,九江学院,B843,综合,普通类一段,护理类,,,4,494,201791,53,江西,公办,否,否
2025,九江职业大学,B505,综合,普通类二段,普通类,,,30,402,419396,252,江西,公办,否,否
2025,云南三鑫职业技术学院,E239,综合,普通类二段,普通类,,,70,162,679896,12,云南,民办,否,否
2025,云南三鑫职业技术学院,E239,综合,普通类二段,护理类,,,10,204,672126,54,云南,民办,否,否
2025,云南中医药大学,A680,综合,普通类一段,普通类,,,36,484,226644,43,云南,公办,否,否
2025,云南中医药大学,A680,综合,普通类一段,护理类,,,2,529,121771,88,云南,公办,否,否
2025,云南农业大学,A676,综合,普通类一段,普通类,,,64,478,241814,37,云南,公办,否,否
2025,云南农业大学,A676,综合,普通类一段,中外合作办学,,,6,457,294840,16,云南,公办,否,否
2025,云南农业职业技术学院,C555,综合,普通类二段,普通类,,,5,396,431099,246,云南,公办,否,否
2025,云南医药健康职业学院,E649,综合,普通类二段,普通类,,,94,155,680624,5,云南,民办,否,否
2025,云南医药健康职业学院,E649,综合,普通类二段,护理类,,,6,194,674847,44,云南,民办,否,否
2025,云南国土资源职业学院,C349,综合,普通类二段,普通类,,,10,368,486680,218,云南,公办,否,否
2025,云南城市建设职业学院,D759,综合,普通类二段,普通类,,,15,195,674677,45,云南,民办,否,否
2025,云南城市建设职业学院,D759,综合,普通类二段,护理类,,,5,170,679015,20,云南,民办,否,否
2025,云南外事外语职业学院,E415,综合,普通类二段,普通类,,,3,305,591491,155,云南,民办,否,否
2025,云南外事外语职业学院,E415,综合,普通类二段,护理类,,,5,243,653567,93,云南,民办,否,否
2025,云南大学,A673,综合,普通类一段,普通类,,,202,565,60437,124,云南,公办,否,是
2025,云南大学,A673,综合,普通类一段,中外合作办学,,,27,549,84598,108,云南,公办,否,是
2025,云南工商学院,D909,综合,普通类二段,普通类,,,130,194,674845,44,云南,民办,否,否
2025,云南工商学院,D909,综合,普通类二段,护理类,,,100,162,679931,12,云南,民办,否,否
2025,云南工程职业学院,D761,综合,普通类二段,普通类,,,12,172,678811,22,云南,民办,否,否
2025,云南师范大学,A681,综合,普通类一段,普通类,,,52,500,187310,59,云南,公办,否,否
2025,云南师范大学,A681,综合,普通类二段,本科专业,,,2,532,113848,382,云南,公办,否,否
2025,云南新兴职业学院,E032,综合,普通类二段,普通类,,,56,262,638600,112,云南,民办,否,否
2025,云南新兴职业学院,E032,综合,普通类二段,护理类,,,4,210,670059,60,云南,民办,否,否
2025,云南林业职业技术学院,D758,综合,普通类二段,普通类,,,12,393,438336,243,云南,公办,否,否
2025,云南民族大学,A691,综合,普通类一段,普通类,,,43,480,236776,39,云南,公办,否,否
2025,云南理工职业学院,E675,综合,普通类二段,普通类,,,6,201,672985,51,云南,民办,否,否
2025,云南经济管理学院,C560,综合,普通类一段,普通类,,,4,443,328900,2,云南,民办,否,否
2025,云南经济管理学院,C560,综合,普通类二段,普通类,,,35,157,680437,7,云南,民办,否,否
2025,云南经济管理学院,C560,综合,普通类一段,护理类,,,4,487,219213,46,云南,民办,否,否
2025,云南经济管理学院,C560,综合,普通类二段,本科专业,,,1,463,279370,313,云南,民办,否,否
2025,云南经济管理学院,C560,综合,普通类二段,护理类,,,6,170,679011,20,云南,民办,否,否
2025,云南经贸外事职业学院,E212,综合,普通类二段,普通类,,,12,193,675098,43,云南,民办,否,否
2025,云南能源职业技术学院,D136,综合,普通类二段,普通类,,,8,370,482718,220,云南,公办,否,否
2025,云南艺术学院,A690,综合,普通类一段,普通类,,,11,500,187310,59,云南,公办,否,否
2025,云南警官学院,B392,综合,普通类一段,普通类,,,4,514,154449,73,云南,公办,否,否
2025,云南财经大学,A689,综合,普通类一段,普通类,,,118,473,254386,32,云南,公办,否,否
2025,云南财经大学,A689,综合,普通类一段,中外合作办学,,,20,518,145334,77,云南,公办,否,否
2025,五邑大学,B349,综合,普通类一段,普通类,,,5,545,91414,104,广东,公办,否,否
2025,亳州学院,B963,综合,普通类一段,普通类,,,24,469,264465,28,安徽,公办,否,否
2025,仙桃职业学院,C740,综合,普通类二段,普通类,,,86,343,532826,193,湖北,公办,否,否
2025,仙桃职业学院,C740,综合,普通类二段,护理类,,,14,415,391084,265,湖北,公办,否,否
2025,仰恩大学,B784,综合,普通类一段,普通类,,,10,489,214157,48,福建,民办,否,否
2025,伊春职业学院,A872,综合,普通类二段,普通类,,,72,290,610269,140,黑龙江,公办,否,否
2025,伊春职业学院,A872,综合,普通类二段,护理类,,,6,411,399932,261,黑龙江,公办,否,否
2025,伊犁师范大学,A764,综合,普通类一段,普通类,,,422,463,279879,22,新疆,公办,否,否
2025,伊犁职业技术学院,C975,综合,普通类二段,普通类,,,52,285,615818,135,新疆,公办,否,否
2025,伊犁职业技术学院,C975,综合,普通类二段,护理类,,,8,366,490686,216,新疆,公办,否,否
2025,佛山大学,B847,综合,普通类一段,普通类,,,20,496,197003,55,广东,公办,否,否
2025,佳木斯大学,A222,综合,普通类一段,普通类,,,179,470,261977,29,黑龙江,公办,否,否
2025,佳木斯大学,A222,综合,普通类一段,护理类,,,17,518,145334,77,黑龙江,公办,否,否
2025,佳木斯职业学院,E178,综合,普通类二段,普通类,,,60,211,669660,61,黑龙江,公办,否,否
2025,保定学院,A096,综合,普通类一段,普通类,,,12,483,229171,42,河北,公办,否,否
2025,保定理工学院,D891,综合,普通类一段,普通类,,,48,449,314431,8,河北,民办,否,否
2025,保定理工学院,D891,综合,普通类二段,本科专业,,,2,455,297379,305,河北,民办,否,否
2025,保定理工学院,D891,综合,普通类一段,中外合作办学,,,30,445,324157,4,河北,民办,否,否
2025,保定理工学院,D891,综合,普通类二段,中外合作办学（本科专业）,,,29,423,373226,273,河北,民办,否,否
2025,保定电力职业技术学院,D392,综合,普通类二段,普通类,,,20,453,303239,303,河北,公办,否,否
2025,保山中医药高等专科学校,E014,综合,普通类二段,普通类,,,10,387,448933,237,云南,公办,否,否
2025,保山学院,A686,综合,普通类一段,普通类,,,10,464,277213,23,云南,公办,否,否
2025,信阳农林学院,B326,综合,普通类一段,普通类,,,40,466,272163,25,河南,公办,否,否
2025,信阳农林学院,B326,综合,普通类二段,普通类,,,10,425,369066,275,河南,公办,否,否
2025,信阳学院,D503,综合,普通类一段,普通类,,,5,465,274677,24,河南,民办,否,否
2025,信阳师范大学,A477,综合,普通类一段,普通类,,,15,489,214157,48,河南,公办,否,否
2025,信阳师范大学,A477,综合,普通类一段,中外合作办学,,,20,460,287421,19,河南,公办,否,否
2025,信阳涉外职业技术学院,E351,综合,普通类二段,普通类,,,60,200,673420,50,河南,民办,否,否
2025,信阳职业技术学院,D784,综合,普通类二段,普通类,,,20,370,483088,220,河南,公办,否,否
2025,信阳航空职业学院,E634,综合,普通类二段,普通类,,,50,164,679713,14,河南,民办,否,否
2025,克孜勒苏职业技术学院,E678,综合,普通类二段,普通类,,,35,280,621813,130,新疆,公办,否,否
2025,克孜勒苏职业技术学院,E678,综合,普通类二段,护理类,,,5,337,542352,187,新疆,公办,否,否
2025,克拉玛依职业技术学院,C482,综合,普通类二段,普通类,,,56,295,603971,145,新疆,公办,否,否
2025,六安职业技术学院,C813,综合,普通类二段,普通类,,,70,356,509322,206,安徽,公办,否,否
2025,六盘水师范学院,A977,综合,普通类一段,普通类,,,13,468,267038,27,贵州,公办,否,否
2025,六盘水幼儿师范高等专科学校,E630,综合,普通类二段,普通类,,,10,295,604968,145,贵州,公办,否,否
2025,六盘水职业技术学院,D054,综合,普通类二段,普通类,,,27,290,610895,140,贵州,公办,否,否
2025,六盘水职业技术学院,D054,综合,普通类二段,护理类,,,6,371,480634,221,贵州,公办,否,否
2025,兰州交通大学,A732,综合,普通类一段,普通类,,,151,518,145334,77,甘肃,公办,否,否
2025,兰州交通大学,A732,综合,普通类一段,联合培养,,,3,578,44745,137,甘肃,公办,否,否
2025,兰州信息科技学院,D515,综合,普通类一段,普通类,,,30,441,333469,0,甘肃,民办,否,否
2025,兰州信息科技学院,D515,综合,普通类二段,本科专业,,,1,459,288759,309,甘肃,民办,否,否
2025,兰州博文科技学院,D514,综合,普通类一段,普通类,,,60,441,333469,0,甘肃,民办,否,否
2025,兰州博文科技学院,D514,综合,普通类二段,本科专业,,,7,449,312554,299,甘肃,民办,否,否
2025,兰州城市学院,A737,综合,普通类一段,普通类,,,65,463,279879,22,甘肃,公办,否,否
2025,兰州外语职业学院,C832,综合,普通类二段,普通类,,,38,185,676807,35,甘肃,民办,否,否
2025,兰州外语职业学院,C832,综合,普通类二段,护理类,,,8,171,678891,21,甘肃,民办,否,否
2025,兰州大学,A730,综合,普通类一段,普通类,,,192,605,21660,164,甘肃,公办,是,是
2025,兰州工业学院,B807,综合,普通类一段,普通类,,,45,469,264465,28,甘肃,公办,否,否
2025,兰州工商学院,D511,综合,普通类一段,普通类,,,35,441,333469,0,甘肃,民办,否,否
2025,兰州文理学院,B562,综合,普通类一段,普通类,,,50,467,269656,26,甘肃,公办,否,否
2025,兰州现代职业学院,E594,综合,普通类二段,普通类,,,28,295,603997,145,甘肃,公办,否,否
2025,兰州理工大学,A731,综合,普通类一段,普通类,,,164,497,194605,56,甘肃,公办,否,否
2025,兰州石化职业技术大学,F209,综合,普通类一段,普通类,,,35,471,259418,30,甘肃,公办,否,否
2025,兰州石化职业技术大学,F209,综合,普通类二段,普通类,,,60,410,401318,260,甘肃,公办,否,否
2025,兰州科技职业学院,E518,综合,普通类二段,普通类,,,8,252,646972,102,甘肃,民办,否,否
2025,兰州科技职业学院,E518,综合,普通类二段,护理类,,,2,349,521937,199,甘肃,民办,否,否
2025,兰州职业技术学院,C833,综合,普通类二段,普通类,,,43,326,560468,176,甘肃,公办,否,否
2025,兰州财经大学,A741,综合,普通类一段,普通类,,,171,499,189757,58,甘肃,公办,否,否
2025,兰州资源环境职业技术大学,F208,综合,普通类一段,普通类,,,38,472,256898,31,甘肃,公办,否,否
2025,兰州资源环境职业技术大学,F208,综合,普通类二段,普通类,,,30,398,427045,248,甘肃,公办,否,否
2025,兰州资源环境职业技术大学,F208,综合,提前批,定向培养军士,,,,416,390265,,甘肃,公办,否,否
2025,兰考三农职业学院,E715,综合,普通类二段,普通类,,,60,328,557975,178,河南,公办,否,否
2025,兴安职业技术大学,C443,综合,普通类二段,普通类,,,20,316,576784,166,内蒙古,公办,否,否
2025,冀中职业学院,E103,综合,普通类二段,普通类,,,10,314,578521,164,河北,公办,否,否
2025,内江卫生与健康职业学院,E670,综合,普通类二段,普通类,,,15,336,544181,186,四川,公办,否,否
2025,内江师范学院,A640,综合,普通类一段,普通类,,,12,487,219213,46,四川,公办,否,否
2025,内江职业技术学院,C640,综合,普通类二段,普通类,,,10,336,544614,186,四川,公办,否,否
2025,内蒙古交通职业技术学院,D824,综合,普通类二段,普通类,,,100,291,609786,141,内蒙古,公办,否,否
2025,内蒙古农业大学,A129,综合,普通类一段,普通类,,,155,465,274677,24,内蒙古,公办,否,否
2025,内蒙古北方职业技术学院,E049,综合,普通类二段,普通类,,,26,197,674180,47,内蒙古,民办,否,否
2025,内蒙古北方职业技术学院,E049,综合,普通类二段,护理类,,,3,349,521610,199,内蒙古,民办,否,否
2025,内蒙古医科大学,A132,综合,普通类一段,普通类,,,28,526,128088,85,内蒙古,公办,否,否
2025,内蒙古医科大学,A132,综合,普通类一段,护理类,,,4,493,204390,52,内蒙古,公办,否,否
2025,内蒙古大学,A126,综合,普通类一段,普通类,,,183,553,78074,112,内蒙古,公办,否,是
2025,内蒙古大学创业学院,E199,综合,普通类一段,普通类,,,3,498,192147,57,内蒙古,民办,否,否
2025,内蒙古工业大学,A128,综合,普通类一段,普通类,,,155,474,251794,33,内蒙古,公办,否,否
2025,内蒙古师范大学,A135,综合,普通类一段,普通类,,,53,487,219213,46,内蒙古,公办,否,否
2025,内蒙古民族大学,A136,综合,普通类一段,普通类,,,63,476,246783,35,内蒙古,公办,否,否
2025,内蒙古民族大学,A136,综合,普通类一段,护理类,,,2,525,130254,84,内蒙古,公办,否,否
2025,内蒙古科技大学,A127,综合,普通类一段,普通类,,,227,478,241814,37,内蒙古,公办,否,否
2025,内蒙古科技大学包头医学院,H127,综合,普通类一段,普通类,,,10,479,239278,38,内蒙古,公办,否,否
2025,内蒙古科技大学包头师范学院,G127,综合,普通类一段,普通类,,,33,464,277213,23,内蒙古,公办,否,否
2025,内蒙古艺术学院,E531,综合,普通类一段,普通类,,,18,500,187310,59,内蒙古,公办,否,否
2025,内蒙古财经大学,A139,综合,普通类一段,普通类,,,60,496,197003,55,内蒙古,公办,否,否
2025,凯里学院,A669,综合,普通类一段,普通类,,,23,466,272163,25,贵州,公办,否,否
2025,包头职业技术学院,C057,综合,普通类二段,普通类,,,20,386,451012,236,内蒙古,公办,否,否
2025,包头铁道职业技术学院,E187,综合,普通类二段,普通类,,,30,445,322353,295,内蒙古,公办,否,否
2025,北京中医药大学,A026,综合,普通类一段,普通类,,,84,589,33835,148,北京,公办,否,是
2025,北京中医药大学,A026,综合,普通类一段,护理类,,,9,570,54127,129,北京,公办,否,是
