院校名称,所在省,主管部门,院校层次,2025招生章程,院校主页链接,logo地址
江苏海洋大学,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6660009035,method-view,schId-875.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-875.dhtml,https://t1.chei.com.cn/common/xh/11641.jpg
连云港师范学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6670259800,method-view,schId-15383727.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-15383727.dhtml,https://t1.chei.com.cn/common/xh/11939.jpg
泰州学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6660340290,method-view,schId-1390.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1390.dhtml,https://t1.chei.com.cn/common/xh/11957.jpg
江苏经贸职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669751983,method-view,schId-955.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-955.dhtml,https://t1.chei.com.cn/common/xh/12047.jpg
南京特殊教育师范学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669906317,method-view,schId-956.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-956.dhtml,https://t1.chei.com.cn/common/xh/12048.jpg
九州职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6634371388,method-view,schId-962.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-962.dhtml,https://t1.chei.com.cn/common/xh/12054.jpg
南通理工学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6639106334,method-view,schId-964.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-964.dhtml,https://t1.chei.com.cn/common/xh/12056.jpg
硅湖职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6637102179,method-view,schId-982.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-982.dhtml,https://t1.chei.com.cn/common/xh/12078.jpg
泰州职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6671751842,method-view,schId-985.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-985.dhtml,https://t1.chei.com.cn/common/xh/12106.jpg
常州信息职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669190351,method-view,schId-1013.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1013.dhtml,https://t1.chei.com.cn/common/xh/12317.jpg
江苏海事职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676172961,method-view,schId-1179.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1179.dhtml,https://t1.chei.com.cn/common/xh/12679.jpg
应天职业技术学院,江苏,江苏省教育厅,高职(专科),https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1180.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1180.dhtml,https://t1.chei.com.cn/common/xh/12680.jpg
无锡科技职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659978077,method-view,schId-1181.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1181.dhtml,https://t1.chei.com.cn/common/xh/12681.jpg
江苏医药职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6673792876,method-view,schId-18274714.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-18274714.dhtml,https://t1.chei.com.cn/common/xh/12682.jpg
南通科技职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676763320,method-view,schId-1183.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1183.dhtml,https://t1.chei.com.cn/common/xh/12684.jpg
苏州经贸职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669832254,method-view,schId-1184.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1184.dhtml,https://t1.chei.com.cn/common/xh/12685.jpg
苏州工业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659415514,method-view,schId-1185.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1185.dhtml,https://t1.chei.com.cn/common/xh/12686.jpg
苏州托普信息职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6639118743,method-view,schId-1186.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1186.dhtml,https://t1.chei.com.cn/common/xh/12687.jpg
苏州卫生职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6672596287,method-view,schId-6152062.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6152062.dhtml,https://t1.chei.com.cn/common/xh/12688.jpg
东南大学成贤学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636373811,method-view,schId-1187.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1187.dhtml,https://t1.chei.com.cn/common/xh/12689.jpg
无锡商业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669325362,method-view,schId-1188.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1188.dhtml,https://t1.chei.com.cn/common/xh/12702.jpg
江苏航运职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669296099,method-view,schId-1189.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1189.dhtml,https://t1.chei.com.cn/common/xh/12703.jpg
南京交通职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676071336,method-view,schId-1285.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1285.dhtml,https://t1.chei.com.cn/common/xh/12804.jpg
江苏电子信息职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6674469883,method-view,schId-1286.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1286.dhtml,https://t1.chei.com.cn/common/xh/12805.jpg
江苏农牧科技职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6671416865,method-view,schId-1287.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1287.dhtml,https://t1.chei.com.cn/common/xh/12806.jpg
常州纺织服装职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669844816,method-view,schId-1288.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1288.dhtml,https://t1.chei.com.cn/common/xh/12807.jpg
苏州农业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669930143,method-view,schId-1289.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1289.dhtml,https://t1.chei.com.cn/common/xh/12808.jpg
苏州工业园区职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6622448228,method-view,schId-1290.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1290.dhtml,https://t1.chei.com.cn/common/xh/12809.jpg
太湖创意职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6634871861,method-view,schId-1391.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1391.dhtml,https://t1.chei.com.cn/common/xh/12918.jpg
炎黄职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6635447408,method-view,schId-1392.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1392.dhtml,https://t1.chei.com.cn/common/xh/12919.jpg
南京科技职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669885125,method-view,schId-1393.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1393.dhtml,https://t1.chei.com.cn/common/xh/12920.jpg
正德职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6630675897,method-view,schId-1394.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1394.dhtml,https://t1.chei.com.cn/common/xh/12921.jpg
钟山职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6641046971,method-view,schId-1395.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1395.dhtml,https://t1.chei.com.cn/common/xh/12922.jpg
无锡南洋职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636604929,method-view,schId-1396.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1396.dhtml,https://t1.chei.com.cn/common/xh/12923.jpg
江南影视艺术职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636166984,method-view,schId-1480.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1480.dhtml,https://t1.chei.com.cn/common/xh/13017.jpg
金肯职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6639452848,method-view,schId-1531.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1531.dhtml,https://t1.chei.com.cn/common/xh/13100.jpg
常州工业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669837462,method-view,schId-1532.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1532.dhtml,https://t1.chei.com.cn/common/xh/13101.jpg
常州工程职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6675968373,method-view,schId-1533.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1533.dhtml,https://t1.chei.com.cn/common/xh/13102.jpg
江苏农林职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6670063472,method-view,schId-1534.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1534.dhtml,https://t1.chei.com.cn/common/xh/13103.jpg
江苏食品药品职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659432443,method-view,schId-1535.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1535.dhtml,https://t1.chei.com.cn/common/xh/13104.jpg
建东职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677032156,method-view,schId-1536.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1536.dhtml,https://t1.chei.com.cn/common/xh/13105.jpg
南京铁道职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676092548,method-view,schId-1537.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1537.dhtml,https://t1.chei.com.cn/common/xh/13106.jpg
徐州工业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6672240059,method-view,schId-1538.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1538.dhtml,https://t1.chei.com.cn/common/xh/13107.jpg
江苏信息职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669865606,method-view,schId-1539.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1539.dhtml,https://t1.chei.com.cn/common/xh/13108.jpg
宿迁职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6633984832,method-view,schId-1540.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1540.dhtml,https://t1.chei.com.cn/common/xh/13110.jpg
南京信息职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6659731156,method-view,schId-1541.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1541.dhtml,https://t1.chei.com.cn/common/xh/13112.jpg
江海职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636144311,method-view,schId-1542.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1542.dhtml,https://t1.chei.com.cn/common/xh/13113.jpg
常州机电职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6671388640,method-view,schId-1543.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1543.dhtml,https://t1.chei.com.cn/common/xh/13114.jpg
江阴职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669980432,method-view,schId-1558.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1558.dhtml,https://t1.chei.com.cn/common/xh/13137.jpg
无锡太湖学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6634741364,method-view,schId-1821.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1821.dhtml,https://t1.chei.com.cn/common/xh/13571.jpg
中国矿业大学徐海学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6642866895,method-view,schId-1828.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1828.dhtml,https://t1.chei.com.cn/common/xh/13579.jpg
南京理工大学紫金学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677621653,method-view,schId-1895.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1895.dhtml,https://t1.chei.com.cn/common/xh/13654.jpg
南京航空航天大学金城学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676401629,method-view,schId-1896.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1896.dhtml,https://t1.chei.com.cn/common/xh/13655.jpg
南京传媒学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6639288600,method-view,schId-1928.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1928.dhtml,https://t1.chei.com.cn/common/xh/13687.jpg
无锡城市职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6670659533,method-view,schId-1987.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1987.dhtml,https://t1.chei.com.cn/common/xh/13748.jpg
无锡工艺职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669338238,method-view,schId-1988.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1988.dhtml,https://t1.chei.com.cn/common/xh/13749.jpg
金山职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677076636,method-view,schId-1989.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1989.dhtml,https://t1.chei.com.cn/common/xh/13750.jpg
苏州健雄职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6675912006,method-view,schId-1990.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1990.dhtml,https://t1.chei.com.cn/common/xh/13751.jpg
盐城工业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669995269,method-view,schId-1991.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1991.dhtml,https://t1.chei.com.cn/common/xh/13752.jpg
江苏财经职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6670528574,method-view,schId-1992.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1992.dhtml,https://t1.chei.com.cn/common/xh/13753.jpg
扬州工业职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6671454593,method-view,schId-1993.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1993.dhtml,https://t1.chei.com.cn/common/xh/13754.jpg
南京理工大学泰州科技学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6634922571,method-view,schId-2071.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2071.dhtml,https://t1.chei.com.cn/common/xh/13842.jpg
南京师范大学泰州学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636386424,method-view,schId-2072.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-2072.dhtml,https://t1.chei.com.cn/common/xh/13843.jpg
南京工业大学浦江学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636507864,method-view,schId-6708738.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6708738.dhtml,https://t1.chei.com.cn/common/xh/13905.jpg
南京师范大学中北学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6637275567,method-view,schId-6303182.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6303182.dhtml,https://t1.chei.com.cn/common/xh/13906.jpg
苏州百年职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677058768,method-view,schId-6166919.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6166919.dhtml,https://t1.chei.com.cn/common/xh/13962.jpg
昆山登云科技职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6638907707,method-view,schId-6491187.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6491187.dhtml,https://t1.chei.com.cn/common/xh/13963.jpg
南京视觉艺术职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6630342796,method-view,schId-6151228.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6151228.dhtml,https://t1.chei.com.cn/common/xh/13964.jpg
南京医科大学康达学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6642251990,method-view,schId-7205692.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-7205692.dhtml,https://t1.chei.com.cn/common/xh/13980.jpg
无锡学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6674414814,method-view,schId-6151508.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6151508.dhtml,https://t1.chei.com.cn/common/xh/13982.jpg
苏州城市学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6670056888,method-view,schId-6250761.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6250761.dhtml,https://t1.chei.com.cn/common/xh/13983.jpg
苏州大学应用技术学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6632083476,method-view,schId-1135253.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1135253.dhtml,https://t1.chei.com.cn/common/xh/13984.jpg
苏州科技大学天平学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676634316,method-view,schId-6647867.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6647867.dhtml,https://t1.chei.com.cn/common/xh/13985.jpg
江苏大学京江学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6637729645,method-view,schId-5451177.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5451177.dhtml,https://t1.chei.com.cn/common/xh/13986.jpg
扬州大学广陵学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6677377831,method-view,schId-7464922.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-7464922.dhtml,https://t1.chei.com.cn/common/xh/13987.jpg
江苏师范大学科文学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636970490,method-view,schId-6265544.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6265544.dhtml,https://t1.chei.com.cn/common/xh/13988.jpg
南京邮电大学通达学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6642964636,method-view,schId-6299602.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6299602.dhtml,https://t1.chei.com.cn/common/xh/13989.jpg
南京财经大学红山学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6638301446,method-view,schId-7215899.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-7215899.dhtml,https://t1.chei.com.cn/common/xh/13990.jpg
江苏科技大学苏州理工学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6631994000,method-view,schId-6155653.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6155653.dhtml,https://t1.chei.com.cn/common/xh/13991.jpg
常州大学怀德学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6640158747,method-view,schId-471717.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-471717.dhtml,https://t1.chei.com.cn/common/xh/13992.jpg
南通大学杏林学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6676746533,method-view,schId-6151968.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6151968.dhtml,https://t1.chei.com.cn/common/xh/13993.jpg
南京审计大学金审学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6636397563,method-view,schId-7143569.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-7143569.dhtml,https://t1.chei.com.cn/common/xh/13994.jpg
南京机电职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669602044,method-view,schId-6151244.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6151244.dhtml,https://t1.chei.com.cn/common/xh/14056.jpg
宿迁学院,江苏,江苏省教育厅,本科,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6673520512,method-view,schId-1825888147.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1825888147.dhtml,https://t1.chei.com.cn/common/xh/14160.jpg
苏州高博职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6639162745,method-view,schId-6178844.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6178844.dhtml,https://t1.chei.com.cn/common/xh/14163.jpg
南京旅游职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669632106,method-view,schId-6297259.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6297259.dhtml,https://t1.chei.com.cn/common/xh/14180.jpg
江苏卫生健康职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6669857723,method-view,schId-6154405.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6154405.dhtml,https://t1.chei.com.cn/common/xh/14255.jpg
苏州信息职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6674743464,method-view,schId-20799696.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-20799696.dhtml,https://t1.chei.com.cn/common/xh/14256.jpg
宿迁泽达职业技术学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6633879909,method-view,schId-57313011.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-57313011.dhtml,https://t1.chei.com.cn/common/xh/14293.jpg
苏州工业园区服务外包职业学院,江苏,江苏省教育厅,高职(专科),"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-6672174171,method-view,schId-52322832.dhtml",https://gaokao.chsi.com.cn/sch/schoolInfo--schId-52322832.dhtml,https://t1.chei.com.cn/common/xh/14295.jpg
