一级专业代码,一级专业名称,二级专业代码,二级专业名称,三级专业代码,三级专业名称,类型,专业描述,授予学位,相近专业
08,工学,0805,能源动力类,080501,能源与动力工程,本科,专业代码：080501授予学位：工学学士修学年限：四年开设课程：工程力学、机械设计基础、电工与电子技术、工程热力学、流体力学、传热学、控制理论、测试技术。主要实践教学环节包括军训、实习，社会实践，课程设计，毕业设计等。　　培养目标本专业培养具备热能工程、传热学、流体力学、动力机械、动力工程等方面基础知识，能在国民经济各部门，从事动力机械(如热力发动机、流体机械、水力机械)的动力工程(如热电厂工程、水电动力工程、制冷及低温工程、空调工程)的设计、制造、运行、管理、实验研究和安装、开发、营销等方面的高级工程技术人才。专业培养要求本专业学生主要学习动力工程及工程热物理的基础理论，学习各种能量转换及有效利用的理论和技术，受到现代动力工程师的基本训练；具有进行动力机械与热工设备设计、运行、实验研究的基本能力。毕业生具备的专业知识与能力1.具有较扎实的自然科学基础，较好的人文、艺术和社会科学基础及正确运用本国语言、文字的表达能力；2.较系统地掌握本专业领域宽广的技术理论基础知识，主要包括工程力学、机械学、工程热物理、流体力学、电工与电子学、控制理论、市场经济及企业管理等基础知识；3.获得本专业领域的工程实践训练，具有较强的计算机和外语应用能力；4.具有本专业领域内某个专业方向所必要的专业知识，了解其科学前沿及发展趋势；5.具有较强的自学能力、创新意识和较高的综合素质。,"",
08,工学,0805,能源动力类,080502T,能源与环境系统工程,本科,专业代码：080502T授予学位：工学学士修学年限：四年开设课程：除数理化、计算机等公共基础课外，设有材料力学、理论力学、机械设计基础、工程热力学、工程流体力学、电工电子学、传热学、能源与环境系统工程基础、自动控制理论、能源与环境工程及自动化系列课程、制冷与人工环境及自动化系列课程等。相近专业：核工程与核技术能源动力系统及自动化工程物理热能与动力工程主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养具备宽厚热科学理论和能源与环境系统工程知识，能从事清洁能源开发、电力生产自动化、能源环境保护、制冷与低温、空调和储能、空调与人工环境等领域的设计、研究与管理的跨学科复合型高级技术人才。专业培养要求本专业学生主要学习能源与环境系统工程的基础理论和基本技能，具有清洁能源开发、电力生产自动化等基本能力。毕业生具备的专业知识与能力1.具有较扎实的数学、物理、化学、机械、电子等学科基础知识；2.较好的人文社会科学基础和管理科学基础知识；3.掌握能源与环境系统工程的基本知识和基本理论；4.具有综合分析和解决实际问题的基本能力；5.能比较熟练地阅读本专业的外文资料；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"工学学士", 能源经济 大气科学类 大气科学 应用气象学 生态学 新能源材料与器件 能源动力类 新能源科学与工程 能源化学工程 飞行器环境与生命保.. 特种能源技术与工程 核工程与核技术 工程物理 核化工与核燃料
08,工学,0805,能源动力类,080503T,新能源科学与工程,本科,专业代码：080503T授予学位：工学学士修学年限：四年开设课程：理论部分：在基础教育系列中重点强调基础性与综合性相结合的原则。包括高等数学、大学物理等工程技术基础课群；大学外语、马克思主义原理等社会科学课群。在专业教育系列中重点遵循厚基础、宽口径的原则。包括工程热力学、流体力学、传热学、能源系统工程、可再生能源及其利用、光伏科学与工程、风力发电原理、生物质能工程、核能利用基础等专业平台课群；光伏材料与太阳能电池、风力发电场等专业选修课群等。相近专业：核物理核工程与核技术核反应堆工程专业风能与动力工程南昌大学几所高校开设了太阳能建筑一体化光伏材料专业主要实践教学环节包括课程实习、毕业设计等。　培养目标本专业培养在风能、太阳能、地热、生物质能等新能源领域从事相关工程技术领域的开发研究、工程设计、优化运行及生产管理工作的跨学科复合型高级工程技术人才，和具有较强工程实践和创新能力的专门人才。专业培养要求本专业学生主要学习新能源科学与工程的基础理论和基本技能，受到新能源科学与工程方面的基本训练，具有独立思考能力、动手能力和工程实践能力。毕业生具备的专业知识与能力1.具有较扎实的数学、物理、化学、机械、电子等学科基础知识；2.较好的人文社会科学基础和管理科学基础知识；3.掌握新能源科学与工程的基本知识和基本理论；4.具有综合分析和解决实际问题的基本能力；5.能比较熟练地阅读本专业的外文资料；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力；,"工学学士", 能源经济 新能源材料与器件 能源动力类 能源与环境系统工程 能源化学工程 特种能源技术与工程 核工程与核技术 工程物理 核化工与核燃料工程 农业建筑环境与能源..
08,工学,0806,电气类,080601,电气工程及其自动化,本科,"专业代码：080601授予学位：工学学士修学年限：四年开设课程：主干学科：电气工程、控制科学与工程、计算机科学与技术主要课程：电路理论、电子技术、电力电子技术、自动控制原理、微机原理与应用、电气工程基础、电机学、电器学、电力系统分析、电机设计、高低压电器、电机控制、智能化电器原理与应用、电力系统继电保护、电力系统综合自动化、建筑供配电等。相近专业：光源与照明主要实践教学环节包括电路与电子技术实验、电子工艺实习、金工实习、计算机软件实践及硬件实践、课程设计、生产实习、毕业设计。　培养目标本专业培养能够从事与电气工程有关的系统运行、自动控制、电力电子技术、信息处理、试验分析、研制开发、经济管理以及电子与计算机技术应用等领域工作的宽口径""复合型""高级工程技术人才。专业培养要求本专业学生主要学习电工技术、电子技术、信息控制、计算机技术等方面较宽广的工程技术基础和一定的专业知识。本专业主要特点是强弱电结合、电工技术与电子技术相结合、软件与硬件结合、元件与系统结合，学生受到电工电子、信息控制及计算机技术方面的基本训练，具有解决电气工程技术分析与控制技术问题的基本能力。毕业生具备的专业知识与能力1.掌握较扎实的数学、物理、化学等自然科学的基础知识，具有较好的人文社会科学和管理科学基础和外语综合能力；2.系统地掌握本专业领域必需的较宽的技术基础理论知识，主要包括电工理论、电子技术、信息处理、控制理论、计算机软硬件基本原理与应用等；3.获得较好的工程实践训练，具有较熟练的计算机应用能力；4.具有本专业领域内1--2个专业方向的专业知识与技能，了解本专业学科前沿的发展趋势；5.具有较强的工作适应能力，具备一定的科学研究、科技开发和组织管理的实际工作能力。","工学学士",
08,工学,0806,电气类,080602T,智能电网信息工程,本科,专业代码：080602T授予学位：工学学士修学年限：四年开设课程：高等数学、大学物理、计算机语言及应用、信号与系统、电子技术基础、物联网、无线传感网络、传感器与检测、单片机原理、嵌入式系统等。主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养具有扎实的专业理论和专业技能，具备较强的综合素质和一定的创新精神，掌握信息采集和处理的基本理论和电力系统通信技术，掌握电力系统生产、运行的规律和特点，并对智能电网体系结构和关键技术有一定认识，可以在信息化、自动化、互动化的电力系统领域从事研究、开发、设计、制造、运行维护与管理等工作的复合型高级工程技术人才。专业培养要求本专业学生主要学习智能电网信息工程的基础理论和基本技能，受到智能电网信息工程方面的基本训练，具有实际工作的基本能力。毕业生具备的专业知识与能力1.掌握智能电网相关的理论知识2.具有良好的科学素质和文化修养；3.具有扎实的专业理论和专业技能；4.具有综合分析和解决实际问题的基本能力；5.能比较熟练地阅读本专业的外文资料；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 电气工程与智能控制 电子信息工程 电子科学与技术 通信工程 信息工程 广播电视工程 水声工程 集成电路设计与
08,工学,0806,电气类,080603T,光源与照明,本科,专业代码：080603T授予学位：工学学士修学年限：四年开设课程：普通物理、高等数学、外语、理论物理、电子线路、算法语言和微机应用等。主要专业课程有：气体放电物理、电光源原理、光辐射测量、真空物理与技术、照明设计和灯具设计、电气工程与自动化控制、光源电器、阴极电子学、光源化学，还有专业实验，工艺与实习。专业课程高等数学、近代物理、外语、计算机基础、气体放电与光源、电器原理与设计、电气照明设计、光电测试技术、电气工程基础等专业课程，培养的学生有较强的分析问题和解决问题的能力以及适应社会需求的能力。相近专业：新能源材料智能电网专业主要实践教学环节包括课程实习、毕业设计等。　培养目标本专业旨在培养具有良好光源与照明专业知识和创新能力，能够在半导体照明行业及其相关的集成电路设计与制造公司、光电子整机企业等单位胜任微光电子产品的研发、设计、制造、工程应用和性能测试等工作的复合型高级工程技术人才。专业培养要求本专业学生主要学习光源与照明专业知识，掌握照明用光源尤其是半导体照明材料、装备、工艺及照明控制工程相关的理论知识与技术，具备半导体照明产品的设计、开发、制造、智能化控制、工程设计与施工、产品检测、技术管理等领域的实际工作能力。毕业生具备的专业知识与能力1.掌握光源与照明相关的理论知识2.具有良好光源与照明专业知识和创新能力；3.掌握照明用光源尤其是半导体照明材料、装备、工艺及照明控制工程相关的理论知识与技术；4.具有综合分析和解决实际问题的基本能力；5.能比较熟练地阅读本专业的外文资料；6.掌握文献检索、资料查询的基本方法，具有初步的科学研究和实际工作能力。,"工学学士", 眼视光学
08,工学,0806,电气类,080604T,电气工程与智能控制,本科,专业代码：080604T授予学位：工学学士修学年限：四年开设课程：电路与电子技术、机械设计基础、微机原理及接口、电机与拖动基础、自动控制理论、传感器与检测技术、设备信息管理系统、智能化控制系统、液压与气动等。主要实践教学环节包括课程实习、毕业设计等。　培养目标本专业培养能够在工业企业运动控制、过程控制、供电技术、检测与自动化仪表、信息处理等领域从事系统分析、系统设计、系统运行维护、科技开发等方面工作的具有创新精神和良好的英语沟通能力的复合型工程技术人才。专业培养要求本专业学生主要学习电气工程与智能控制专业知识，掌握电气工程与智能控制相关的理论知识与技术，具备智能系统设计、系统运行、研制开发、试验分析与管理的能力。毕业生具备的专业知识与能力1.系统掌握数学、计算机、工程制图等“工程工具”知识，并具有较强的英语阅读能力和初步的英语交际能力。2.系统掌握电路原理、电子技术、电力电子技术、自动控制原理、微机控制技术、机械工程基础等专业基础知识。3.掌握电机、电器、电力、高电压等强电领域的基础理论和专业知识。4.具有电机、电器等电气装备的设计制造、运行控制、试验分析、研制开发、生产管理的初步能力；或具有电力系统、电气装备、建筑电气领域的系统设计、运行控制、研制开发、试验分析的初步能力；或建筑电气领域电气设计、楼宇自动化、综合布线与智能建筑的系统设计、系统运行、研制开发、试验分析、工程建设与管理的能力。5.具有较强的自学能力和进一步深造的能力。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 智能电网信息工程 电子信息工程 电子科学与技术 通信工程 信息工程 广播电视工程 水声工程 集成电路设计与集
08,工学,0807,电子信息类,080701,电子信息工程,本科,专业代码：080701授予学位：工学或理学学士修学年限：四年开设课程：主干学科：电子科学与技术、信息与通信工程、计算机科学与技术。主要课程：电路理论系列课程、计算机技术系列课程、信息理论与编码、信号与系统、数字信号处理、电磁场理论、自动控制原理、感测技术等。相近专业：微电子学自动化计算机科学与技术电子科学与技术信息工程影视艺术技术智能科学与技术探测制导与控制技术信息与通信工程生物医学工程信息科学技术网络工程集成电路设计与集成系统广播电视工程计算机软件数字媒体艺术电气工程及其自动化建筑电气与智能化通信工程电气工程与自动化软件工程信息显示与光电技术光电信息工程电气信息工程电力工程与管理计算机科学与技术数字媒体技术电磁场与无线技术主要实践教学环节包括课程实验、计算机上机训练、课程设计、生产实习、毕业设计等。一般要求实践教学环节不少于30周。培养目标本专业培养具备电子技术和信息系统的基础知识，能从事各类电子设备和信息系统的研究、设计、制造、应用和开发的高等工程技术人才。专业培养要求本专业学生主要学习信号的获取与处理、电厂设备信息系统等方面的专业知识，受到电子与信息工程实践的基本训练，具备设计、开发、应用和集成电子设备和信息系统的基本能力。毕业生具备的专业知识与能力　　1．较系统地掌握本专业领域宽广的技术基础理论知识，适应电子和信息工程方面广泛的工作范围；　　2．掌握电子电路的基本理论和实验技术，具备分析和设计电子设备的基本能力；　　3．掌握信息获取、处理的基本理论和应用的一般方法，具有设计、集成、应用及计算机模拟信息系统的基本能力；　　4．了解信息产业的基本方针、政策和法规，了解企业管理的基本知识；　　5．了解电子设备和信息系统的理论前沿，具有研究、开发新系统、新技术的初步能力；　　6．掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力。,"工学学士",
08,工学,0807,电子信息类,080702,电子科学与技术,本科,专业代码：080702授予学位：理学或工学学士修学年限：四年开设课程：电子科学与技术主要课程：电子线路、计算机语言、微型计算机原理、电动力学、量子力学、理论物理、固体物理、半导体物理、物理电子与电子学以及微电子学等方面的专业课程。相近专业：微电子学自动化电子信息工程通信工程计算机科学与技术生物医学工程信息工程信息科学技术软件工程影视艺术技术网络工程信息显示与光电技术集成电路设计与集成系统光电信息工程广播电视工程电气信息工程计算机软件电力工程与管理智能科学与技术数字媒体艺术探测制导与控制技术电气工程及其自动化数字媒体技术信息与通信工程建筑电气与智能化电磁场与无线技术主要实践教学环节包括生产实习、毕业论文等，一般安排10--20周。培养目标本专业培养具备电子科学与技术的基本理论和基本知识，受到严格的科学实验训练和科学研究初步训练，能在电子信息科学与技术、计算机科学与技术及相关领域和行政部门从事科学研究、教学、科技开发、产品设计、生产技术或管理工作的电子信息科学与技术高级专门人才。专业培养要求本专业学生主要学习电子科学与技术的基本理论和技术，受到科学实验与科学思维的训练，具有本学科及跨学科的应用研究与技术开发的基本能力。毕业生具备的专业知识与能力1.掌握数学、物理等方面的基本理论和基本知识；2.掌握电子科学与技术、计算机科学与技术等方面的基本理论、基本知识和基本技能与方法；3.了解相近专业的一般原理和知识；4.熟悉国家电子信息产业政策及国内外有关知识产权的法律法规；5.了解电子信息科学与技术的理论前沿、应用前景和最新发展动态，以及电子信息产业发展状况；6.掌握资料查询、文献检索及运用现代信息技术获取相关信息的基本方法；具有一定的技术设计，归纳、整理、分析实验结果，撰写论文，参与学术交流的能力。,"工学学士",
08,工学,0807,电子信息类,080703,通信工程,本科,"专业代码：080703授予学位：理学或工学学士修学年限：四年开设课程：电子技术、通信理论及电子计算机的基本原理。主要课程有：电路分析、低频电子线路、脉冲与数字电路、高频电子线路、电磁场理论、信号与系统、微机原理及应用、单片机技术、微波技术与天线、通讯原理、程控交换技术、移动通讯、计算机网络通讯、光纤通讯等。毕业生应掌握电子技术、通讯技术和计算机技术的基本理论与设计方法及程控交换技术、光纤通讯、移动通讯和计算机网络通讯的基本原理及应用方法，具有各类通讯系统的设计、研究及开发的工作能力。相近专业：电子信息工程电子科学技术实现信息的传递通信的简单理解，就是信息的传递。属于工学中的电子信息类，是电子工程的一个重要分支，同时也是其中一个基础学科。该学科关注的是通信过程中的信息传输和信号处理的原理和应用，并运用各种工程方法对通信中的一些实际问题进行处理。除通信工程外还有大类招生通信工程专业的招生方式主要有两种：除了以通信工程一级学科招生以外，还有很多院校都是以“电子信息科学类”大类的形式招生。如清华大学、上海交通大学、北京航空航天大学等。因此，考生在报考时一定要看清大类招生的专业方向。深造比率很高本科毕业后除了就业以外，学生还可报考通信与信息系统、信号与信息处理、电子科学与技术等方向研究生，继续深造的比例也相当高。软硬件两大就业方向从通信专业就业类型上说主要有两个大的方向，一个是软件，一个是硬件。软件如软件开发、网络的设计、应用软件的编译等等;硬件方面主要是去电子通信器件一类的公司。学生就业去向主要涉及通信运营商、现代通信设备制造企业、电子信息类技术研发的相关科研院所、高新技术科技产业公司、企事业单位等。参考学科特长、兴趣爱好需要学生有较好的数学、物理基础以及较强的动手应用能力,那些逻辑思维能力强、善于分析的同学会更加适合。另外，该专业对考生的身体条件也有一定的要求。任何一眼矫正到4.8镜片度数大于800度的考生不宜就读的电子信息科学类专业。","工学学士",
08,工学,0807,电子信息类,080704,微电子科学与工程,本科,专业代码：080704授予学位：理学或工学学士修学年限：四年开设课程：半导体物理及实验、半导体器件物理、集成电路设计原理、集成电路工艺原理、集成电路CAD、微电子学专业实验和集成电路工艺实习等。主要实践教学环节包括生产实习、毕业论文(设计)等，一般安排10--20周。培养目标本专业培养掌握微电子科学与工程专业所必需的基础知识、基本理论和基本实验技能，能在微电子学及相关领域从事科研、教学、科技开发、工程技术、生产管理与行政管理等工作的高级专门人才。专业培养要求本专业学生主要学习微电子科学与工程的基本理论和基本知识，受到科学实验与科学思维的基本训练，具有良好科学素养，掌握大规模集成电路及新型半导体器件的设计、制造及测试所必需的基本理论和方法，具有电路分析、工艺分析、器件性能分析和版图设计等的基本能力。毕业生具备的专业知识与能力1.掌握数学、物理等方面的基本理论和基本知识；2.掌握固体物理学、电子学和VLSI设计与制造等方面的基本理论和基本知识，掌握集成电路和其它半导体器件的分析与设计方法，具有独立进行版图设计、器件性能分析和指导VLSI工艺流程的基本能力；3.了解相近专业的一般原理和知识；4.熟悉国家电子产业政策、国内外有关的知识产权及其它法律法规；5.了解VLSI和其它新型半导体器件的理论前沿、应用前景和最新发展动态，以及电子产业发展状况；6.掌握资料查询、文献检索及运用现代信息技术获取相关信息的基本方法；具有一定的实验设计，创造实验条件，归纳、整理、分析实验结果，撰写论文，参与学术交流的能力。,"工学学士", 机械电子工程 电子信息工程 电子科学与技术 电子封装技术 电磁场与无线技术 电波传播与天线 电子信息科学与技术 应用电子技术教育 船舶电子电气工程
08,工学,0807,电子信息类,080705,光电信息科学与工程,本科,专业代码：080705授予学位：工学学士修学年限：四年开设课程：电路原理、模拟电子技术、数字电子技术、通信原理、信号与系统、数字信号处理、微机原理及应用、单片机、软件技术基础、物理光学、应用光学、信息光学、光电光电信息工程、信息处理基础、光电检测技术、近代光学量测技术、传感器原理、激光技术、光纤通信、光电子学、数字图像处理等。相近专业：信息工程主要实践教学环节包括生产实习、毕业论文等，一般安排10--20周。培养目标本专业培养具备光电信息科学与工程的基本理论、基本知识和基本技能，能在应用光学、光电子学及相关的电子信息科学、计算机科学等领域(特别是光机电算一体化产业)从事科学研究、教学、产品设计、生产技术或管理工作的光信息科学与技术高级专门人才。专业培养要求本专业学生主要学习光电信息科学与工程的基本理论和技术，熟悉光学、电子学技术和计算机技术，受到科学实验与科学思维的训练，具有本学科及跨学科的科学研究与技术开发的基本能力。毕业生具备的专业知识与能力1.掌握数学、物理等方面的基本理论和基本知识；2.掌握光电信息科学与工程的基本知识和基本实验技能；3.了解相近专业的一般原理和知识；4.熟悉国家信息产业政策及国内外有关知识产权的法律法规；5.了解光电信息科学与工程的理论前沿、应用前景和最新发展动态，以及信息产业发展状况；6.掌握资料查询、文献检索及运用现代信息技术获取相关信息的基本方法；具有一定的实验设计，创造实验条件，归纳、整理、分析实验结果，撰写论文，参与学术交流的能力。,"",
08,工学,0807,电子信息类,080706,信息工程,本科,专业代码：080706授予学位：工学学士修学年限：四年开设课程：主干学科：信息与通信工程、电子科学与技术主要课程：电路与系统、信号与线性系统、随机信号处理、通信电子线路、数字信号处理、信息论、编码理论、微型计算机原理、软件工程基础、现代控制原理、通信系统原理、信息网络基础、数据采集、数字信号与信息处理等?相近专业：微电子学自动化电子信息工程通信工程计算机科学与技术电子科学与技术生物医学工程电气工程与自动化信息科学技术软件工程影视艺术技术网络工程信息显示与光电技术集成电路设计与集成系统光电信息工程广播电视工程电气信息工程计算机软件电力工程与管理智能科学与技术数字媒体艺术探测制导与控制技术电气工程及其自动化数字媒体技术信息与通信工程建筑电气与智能化电磁场与无线技术主要实践教学环节包括计算机上机训练、课程设计、信息系统认识实习、生产实习、毕业设计等，一般安排30周以上。培养目标本专业培养具有信息的获取、传递、处理以及利用等方面的知识，能在信息产业等国民经济部门及国防部门从事信息系统的研究、设计、集成以及制造等方面工作的信息工程学科的高级工程技术人才。专业培养要求本专业学生主要学习信息科学与技术的基本理论和基本知识，受到信息系统分析与设计等方面的基本训练，具有设计、开发、集成及应用信息系统等方面的基本能力。毕业生具备的专业知识与能力1、掌握通信领域内的基本理论和基本知识。2、掌握光波、无线、多媒体等通信技术。3、掌握通信系统和通信网的分析与设计方法。4、具有设计、开发、调测、应用通信系统和通信网的基本能力。5、了解通信系统和通信网建设的基本方针、政策和法规。,"工学学士",
08,工学,0807,电子信息类,080707T,广播电视工程,本科,专业代码：080707T授予学位：工学学士修学年限：四年开设课程：计算机应用技术、广播电视技术、多媒体技术、数字电视技术、数字影视制作技术、网络视音频技术等。主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养具有一定的创新能力和较强的实践能力，能在传媒领域中从事数字电视技术和网络视音频技术的研究、系统设计、开发与应用，并可从事技术与艺术结合的影视制作、动画制作等方面的高级技术人才。专业培养要求该专业主要学习广播电视技术、多媒体技术以及相关基础理论等方面的知识，能在广播电视系统和相关部门从事设备维护、使用和管理等方面的基本能力。毕业生具备的专业知识与能力1.掌握广播电视技术基本知识；2.具有广播电视工程实践的基本能力；3.了解广播电视技术的方针政策与法规；4.了解中国广播电视事业现状与发展趋势，了解外国广播电视事业的动态。,"工学学士", 新闻传播学类 新闻学 广播电视学 广告学 传播学 编辑出版学 数字出版 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 智能电网信息工程 电气工程与智能控制
08,工学,0807,电子信息类,080708T,水声工程,本科,专业代码：080708T授予学位：工学学士修学年限：四年开设课程：自然辩证法概论、科学社会主义理论与实践、基础英语、专业英语、矩阵理论、数理统计、声学原理与噪声控制、水声学基础、振动理论及其在工程中的应用、信号处理、数学物理方程、振动和声学问题计算、水下噪声学、近代试验技术、线性系统理论、最优估计理论与系统辨别、离散随机信号处理、学术报告会。主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养兼顾声学、振动和信号处理的高层次水声研究人才。专业培养要求该专业主要学习水声工程方面的知识，应具有扎实的声振基础理论知识，掌握水声学科的特点和发展方向，具备从事水声工程应用基础研究的能力。毕业生具备的专业知识与能力1.掌握水声工程的基本知识；2.具有水声工程实践的基本能力；3.了解水声工程的方针政策与法规；4.了解水声工程发展与动态。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 智能电网信息工程 电气工程与智能控制 电子信息工程 电子科学与技术 通信工程 信息工程 广播电视工程 集成电
08,工学,0807,电子信息类,080709T,电子封装技术,本科,专业代码：080709T授予学位：工学学士修学年限：四年开设课程：微电子制造科学与工程概论、电子工艺材料、微连接技术与原理、电子封装可靠性理论与工程、电子制造技术基础、电子组装技术、半导体工艺基础、先进基板技术相近专业：电子信息科主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养适应科学技术、工业技术发展和人民生活水平提高的需要，具有优良的思想品质、科学素养和人文素质，具有宽厚的基础理论和先进合理的专业知识，具有良好的分析、表达和解决工程技术问题能力，具有较强的自学能力、创新能力、实践能力、组织协调能力，爱国敬业、诚信务实、身心健康的复合型专业人才。专业培养要求本专业学生主要学习自然科学基础、技术科学基础和本专业领域及相关专业的基本理论和基本知识，接受现代工程师的基本训练，具有分析和解决实际问题及开发软件等方面的基本能力。毕业生具备的专业知识与能力1.具有坚实的自然科学基础，较好的人文、艺术和社会科学基础知识及正确运用本国语言和文字表达能力；2.具有较强的计算机和外语应用能力；3.较系统地掌握本专业领域的理论基础知识，掌握封装布线设计、电磁性能分析与设计、传热设计、封装材料和封装结构、封装工艺、互连技术、封装制造与质量、封装的可靠性理论与工程等方面的基本知识与技能，了解本学科前沿及最新发展动态；4.获得本专业领域的工程实践训练，具有较强的分析解决问题的能力及实践技能，具有初步从事与本专业有关的产品研究、设计、开发及组织管理的能力，具有创新意识和独立获取知识的能力。,"工学学士", 材料成型及控制工程 机械电子工程 材料类 材料科学与工程 材料物理 材料化学 冶金工程 金属材料工程 无机非金属材料工程 高分子材料与工程 复合材料与工程 粉体材料科学与工程 宝石及材料工艺学 焊接
08,工学,0807,电子信息类,080710T,集成电路设计与集成系统,本科,专业代码：080710T授予学位：工学学士修学年限：四年开设课程：专业基础课和专业课包括C/C++语言、数据结构与程序设计、Verilog、电路分析基础、模拟电子线路基础、数字电路与系统设计基础、计算机语言与程序设计、计算机组成与系统结构、微机原理与应用、数字信号处理、半导体器件电子学、集成电路原理与设计、集成电路工艺技术、硬件描述语言、集成电路EDA技术、嵌入式系统原理与设计、信号与系统、通信系统原理、自动控制原理、计算机控制技术、版图设计、低功耗设计等。课程体系能够使学生既具有坚实宽广的理论基础，同时又具有较强的应用开发和创新能力。相近专业：电子信息技术信息工程电波传播主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养掌握集成电路基本理论、集成电路设计基本方法，掌握集成电路设计的EDA工具，熟悉电路、计算机、信号处理、通信等相关系统知识，从事集成电路及各类电子信息系统的研究、设计、教学、开发及应用，具有一定创新能力的高级技术人才。专业培养要求本专业学生主要学习物理、技术科学基础和本专业领域及相关专业的基本理论和基本知识，接受集成电路设计与集成系统方面的基本训练，具有分析和解决实际问题等方面的基本能力。毕业生具备的专业知识与能力1.具有物理、技术科学基础和本专业领域及相关专业的基本理论和基本知识；2.具有较强的计算机和外语应用能力；3.掌握集成电路基本理论、集成电路设计基本方法；4.具有分析和解决实际问题等方面的基本能力。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 智能电网信息工程 电气工程与智能控制 电子信息工程 电子科学与技术 通信工程 信息工程 广播电视工程 水声工
08,工学,0807,电子信息类,080711T,医学信息工程,本科,专业代码：080711T授予学位：工学学士修学年限：四年开设课程：主要课程：计算机科学、医药学、电路、模拟电子技术、数字电子技术、电磁场与电磁波、信号与系统、数字信号处理、数据结构、操作系统、微机原理及应用、程序设计语言、数据库技术、生理解剖、医学信息、医学传感检测、医学仪器、医学信号及图像、生物系统及建模、计算机网络与通信控制系统等。相近专业：计算机科学医药学主要实践教学环节包括课程实习、毕业设计等。培养目标本专业培养生物医学信息采集、传输、处理、分析、存储及研制新型生物医疗电子、信息仪器等方面的专业性、实用性且具有宽广的知识面、较强的综合应用能力的实用性人才。专业培养要求本专业学生主要学习医学信息工程领域及相关专业的基本理论和基本知识，掌握计算机科学与技术和医药学的基本知识、基本理论及基本技能，具备利用信息技术进行医药科学研究的基础能力。毕业生具备的专业知识与能力1.掌握计算机科学与技术和医药学的基本知识；2.掌握现代管理学理论基础和信息科学基础知识与基本技能；3.具备利用信息技术进行医药科学研究的基础能力；4.了解本学科的发展动态；5.具有分析和解决实际问题等方面的基本能力。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 电气类 电气工程及其自动化 智能电网信息工程 电气工程与智能控制 电子信息工程 电子科学与技术 通信工程 信息工程 广播电视工程 水声工
08,工学,0807,电子信息类,080712T,电磁场与无线技术,本科,专业代码：080712T授予学位：工学学士修学年限：四年开设课程：电路分析基础、信号与系统、模拟电子技术基础、数字电路与逻辑设计、射频电路基础；电磁场与电磁波、微机原理与系统设计、软件技术基础、数学物理方法、微波技术基础、天线原理、电磁兼容原理与技术、通信原理、电波工程、微波电子线路、微波网络、天线CAD、射频识别技术、软件无线电技术等主要实践教学环节包括课程实习、毕业设计等。培养目标本专业旨在培养具有坚实的电磁场理论与工程基础，较强的射频、微波电路与系统开发能力，也具有很好的通信技术基础的高级工程技术人才。专业培养要求本专业学生主要学习电磁场与无线技术领域及相关专业的基本理论和基本知识，受到电磁场与无线技术方面的训练，具备分析和解决实际问题等方面的基本能力。毕业生具备的专业知识与能力1.掌握电磁场与无线技术的基本知识；2.掌握现代电磁场与无线技术基础知识与基本技能；3.具备利用所学知识处理基本问题的能力；4.了解本学科的发展动态；5.具有分析和解决实际问题等方面的基本能力。,"工学学士", 信息与计算科学 地理信息科学 地球信息科学与技术 生物信息学 机械电子工程 电气类 电气工程及其自动化 智能电网信息工程 电气工程与智能控制 电子信息工程 电子科学与技术 通信工程 微电子科学与工程
