一级专业代码,一级专业名称,二级专业代码,二级专业名称,三级专业代码,三级专业名称,类型,专业描述,授予学位,相近专业
65,文化艺术大类,6502,表演艺术类,650202,戏剧影视表演,专科,,,
65,文化艺术大类,6502,表演艺术类,650203,歌舞表演,专科,,,
65,文化艺术大类,6502,表演艺术类,650204,戏曲表演,专科,专业代码：650204修学年限：三年开设课程：唱腔、腿功、毯功、身段、把子功、剧目、戏剧史、艺术概论、艺术鉴赏、乐理、视唱练耳、舞蹈、声乐、化妆等课程。戏曲表演主要实践教学环节表演、化妆、形体训练、台词训练、声乐训练、中外戏剧史、中外戏剧名家名著、戏剧美学、影视艺术概论、影视文化、艺术讲座、乐理、演出学习、毕业剧目排练等，以及各校的主要特色课程和实践环节。戏曲表演培养目标培养具有戏曲表演的专业知识和艺术素养，掌握戏剧表演专业技能的高级技术应用性专门人才。戏曲表演毕业生具备的专业知识与能力具有准确塑造人物性格、形象的能力。,"", 表演艺术类 表演艺术 音乐表演 舞蹈表演 服装表演 影视表演 编导 模特与礼仪 乐器维修技术 钢琴调律 杂技表演 乐器维护服务 钢琴伴奏
65,文化艺术大类,6502,表演艺术类,650205,曲艺表演,专科,,,
65,文化艺术大类,6502,表演艺术类,650206,音乐剧表演,专科,,,
65,文化艺术大类,6502,表演艺术类,650207,舞蹈表演,专科,专业代码：650207修学年限：三年开设课程：舞蹈基础训练（芭蕾舞基训、中国古典舞基训、现代舞）；舞蹈表演（中国民族民间舞、中国古典舞身韵、流行舞、国际标准舞、剧目、表演基础、舞蹈考级等）。舞蹈教学法（包括各门类课程的教学法）；舞蹈编导；舞蹈学（舞蹈史学类、舞蹈欣赏类等）以及与音乐相关的基础理论（包括乐理、音乐欣赏、钢琴演奏基础）等。舞蹈表演主要实践教学环节基本乐理、基础训练、民间舞、舞蹈概论、舞蹈简史、技能、表演、身韵、舞蹈欣赏、音乐欣赏、编导、创作、现代舞蹈训练、考察观摩、舞蹈素材收集、毕业演出等，以及各校的主要特色课程和实践环节。舞蹈表演培养目标培养具有舞蹈表演的专业知识和舞蹈编导能力，掌握舞蹈表演专业技能，能进行舞蹈表演的高级技术应用性专门人才。舞蹈表演毕业生具备的专业知识与能力舞蹈表演的基本技能。,"", 表演艺术类 表演艺术 音乐表演 服装表演 影视表演 戏曲表演 编导 模特与礼仪 乐器维修技术 钢琴调律 杂技表演 乐器维护服务 钢琴伴奏
65,文化艺术大类,6502,表演艺术类,650208,国际标准舞,专科,,,
65,文化艺术大类,6502,表演艺术类,650209,服装表演,专科,专业代码：650209修学年限：三年开设课程：模特表演专业的兴起使国内开设这一专业的高校在课程设置上都进行了专业化的配比，主要有以舞蹈学院、体育及人体运动表现、艺术设计学为背景下建立的服装表演专业等多种形式，各个背景下都有其精心设计的主干课程及精品课程。服装表演专业简介服装表演专业是我国新兴的一门高校学科，也是我国独有的一门学科，也可以称为“模特专业”。考取大学服装表演专业的流程包括：专业学习、大学院校考试、取得专业课合格证、参加统一高考文化课考试、录取。随着服装行业的迅速发展，服装的展示环节中对文化内涵的不断提高，模特行业也被赋予了新的评判标准。“模特”再也不能只是展示服装的“道具”，而应该是有学历、有文化、有修养的一批专业技能型人才，而相对的考取服装表演专业的要求也越来越高。服装表演主要实践教学环节形体训练、舞蹈基础、音乐基础、服装工艺与制作、服装CAD、市场营销、服装企业策划、服装表演、化妆与发型、服装表演编导、形象塑造、形体训练、舞台造型训练、服装工艺服装表演、企业营销实习等，以及各校的主要特色课程和实践环节。服装表演培养目标培养能掌握服装表演的基础知识，具有服装表演能力和技巧，能在服装行业从事服装营销与策划及形象展示等工作的高级技术应用性专门人才。服装表演毕业生具备的专业知识与能力展示各类服装的表演能力。,"",
65,文化艺术大类,6502,表演艺术类,650210,模特与礼仪,专科,专业代码：650210修学年限：三年开设课程：美学、服装学概论、艺术鉴赏、公共关系、形体训练、基训、服装表演、礼仪技能训练、公关礼仪、商务谈判、化妆与造型设计、服装表演编导、实用秘书教程、音乐基础知识、局部保养与护理等。模特与礼仪培养目标培养既有较高文艺理论修养、良好艺术气质，能进行模特艺术表演，又具备良好人际沟通能力、有较高文化素养，能从事公关礼仪、高级文秘及市场营销工作的复合型应用人才。,"", 表演艺术类 表演艺术 音乐表演 舞蹈表演 服装表演 影视表演 戏曲表演 编导 乐器维修技术 钢琴调律 杂技表演 乐器维护服务 钢琴伴奏
65,文化艺术大类,6502,表演艺术类,650211,现代流行音乐,专科,,,
65,文化艺术大类,6502,表演艺术类,650212,作曲技术,专科,专业代码：650212修学年限：三年开设课程：主要课程：作曲、作曲技术理论、视唱练耳、音乐史、戏曲史、中外民族民间音乐、钢琴或其他乐器演奏、中国传统音乐分析、现代音乐分析等。作曲技术专业简介作曲与作曲技术理论专业掌握音乐创作、教学、研究的作曲技巧；掌握并熟练地运用各种曲式和体裁的作曲技巧；深入系统地掌握和声、复调、曲式、配器的专业知识和技能；深入系统地掌握音乐院校视唱练耳教师所具备的专业知识和技能；系统地掌握戏曲音乐艺术的基础知识、戏曲作曲的基本技能和创作规律，具备从事戏曲创作的专业水平和能力；系统地掌握电子技术的有关知识，能较熟练地通过电子计算机进行音乐分析、研究和创作。作曲技术主要实践教学环节包括社会实践、艺术实践、教学实践等，一般每学期安排1-2周。作曲技术培养目标作曲与作曲技术理论专业培养具有一定的马克思主义基本理论素养，并具备较全面的音乐创作知识、能力和专业化水平，能在有关文艺单位、艺术院校、科研机构以及出版、广播影视部门从事作曲与作曲技术理论的创作、教学、研究、编辑等方面工作的高级专门人才作曲技术专业培养要求作曲与作曲技术理论专业学生主要学习作曲技术与作曲技术理论方面的基本理论和基础知识，掌握音乐创作、教学、研究的作曲技巧；侧重学习作曲者，应全面掌握并熟练地运用各种曲式和体裁的作曲技巧；侧重学习作曲技术理论者，应深入系统地掌握和声、复调、曲式、配器的专业知识和技能；侧重学习视唱练耳，应深入系统地掌握音乐院校视唱练耳教师所具备的专业知识和技能；侧重学习戏曲音乐作曲者，应系统地掌握戏曲音乐艺术的基础知识、戏曲作曲的基本技能和创作规律，具备从事戏曲作曲创作的专业水平和能力；侧重学习电子、电子计算机音乐者，应系统地掌握电子技术的有关知识，能较熟练地通过电子计算机进行音乐分析、研究和创作。,"", 广播影视类 广播电视技术 摄影摄像技术 音像技术 影视多媒体技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术
65,文化艺术大类,6502,表演艺术类,650213,音乐制作,专科,,,
65,文化艺术大类,6502,表演艺术类,650214,钢琴伴奏,专科,专业代码：650214修学年限：三年开设课程：视唱练耳、基本乐理、和声、曲式、钢琴基础课、钢琴伴奏课、艺术概论、民间音乐概论、中国音乐史、西方音乐史、音乐欣赏、钢琴伴奏精品赏析、美学、音乐教学法、复调基础、配器法等。钢琴伴奏培养目标培养掌握一定音乐理论知识，具有良好的钢琴伴奏能力，一定的键盘演奏能力和较高综合素质，适应音乐艺术伴奏、艺术表演、教学、音乐评论和演出活动策划组织等工作的高等艺术人才。,"", 表演艺术类 表演艺术 音乐表演 舞蹈表演 服装表演 影视表演 戏曲表演 编导 模特与礼仪 乐器维修技术 钢琴调律 杂技表演 乐器维护服务
65,文化艺术大类,6502,表演艺术类,650215,钢琴调律,专科,专业代码：650215修学年限：三年开设课程：艺术概论、民间音乐概论、中西方音乐史、名作分析、视唱练耳、基本乐理、和声、曲式、键盘、钢琴调律等。钢琴调律专业简介钢琴调律俗称（调音）简单地说，就是将琴弦拧紧，使其达到一定的音高（国际标准音）。即以小字一组a音，振动频率以440Hz为标准，按十二平均律的生律方法来调试钢琴的每一个音。钢琴调律是一个较复杂的工作，调律师不仅要将音调准，而且要将钢琴各机械部分调试正常，使各个系统恢复正常。让钢琴的良好演奏性能及音乐效果得到充分发挥。钢琴调律培养目标培养掌握一定音乐理论知识，具有较好的钢琴调律技能和较高综合素质，适应艺术生产、管理、服务第一线需要的高等技术应用型音乐人才。,"", 表演艺术类 表演艺术 音乐表演 舞蹈表演 服装表演 影视表演 戏曲表演 编导 模特与礼仪 乐器维修技术 杂技表演 乐器维护服务 钢琴伴奏
65,文化艺术大类,6502,表演艺术类,650216,舞蹈编导,专科,,"文学学士",
65,文化艺术大类,6502,表演艺术类,650217,戏曲导演,专科,,,
65,文化艺术大类,6502,表演艺术类,650218,舞台艺术设计与制作,专科,,,
65,文化艺术大类,6502,表演艺术类,650219,音乐表演,专科,专业代码：130201授予学位：艺术学学士修学年限：四年开设课程：主干学科：艺术学主要课程：表演、音乐技术理论、音乐史、民族民间音乐、重奏(唱)合奏(唱)等。相近专业：音乐学作曲与作曲技术理论绘画雕塑美术学艺术设计学艺术设计舞蹈学舞蹈编导戏剧学表演导演摄影录音艺术动画播音与主持艺术影视学会展艺术与技术景观建筑设计数字媒体艺术戏剧影视文学戏剧影视文学戏剧影视文学戏剧影视文学戏剧影视美术设计戏剧影视美术设计戏剧影视美术设计戏剧影视美术设计主要实践教学环节包括社会实践和艺术实践等，一般每学期安排1--2周。　　培养目标本专业培养具有一定的马克思主义基本理论素养，并具备音乐表演方面的能力，能在专业文艺团体、艺术院校等相关部门、机构从事表演、教学及研究工作的高级专门人才。专业培养要求本专业学生主要学习音乐表演的基本理论和基本知识，接受本专业严格的技能训练，具有较高的指挥或演唱(奏)的能力。毕业生具备的专业知识与能力1.掌握本专业的基本理论、基本知识；2.掌握音乐作品的分析方法；3.具有演绎不同风格及体裁的音乐作品的能力；4.了解党和国家的文艺方针、政策和法规；5.了解本专业及相关学科的发展动态；6.掌握文献、资料查询的基本方法，具有初步科学研究能力。,"",
65,文化艺术大类,6503,民族文化类,650301,民族表演艺术,专科,,,
65,文化艺术大类,6503,民族文化类,650302,民族美术,专科,,,
65,文化艺术大类,6503,民族文化类,650303,民族服装与服饰,专科,,,
65,文化艺术大类,6503,民族文化类,650304,民族民居装饰,专科,,,
65,文化艺术大类,6503,民族文化类,650305,民族传统技艺,专科,,,
65,文化艺术大类,6503,民族文化类,650306,少数民族古籍修复,专科,,,
65,文化艺术大类,6503,民族文化类,650307,中国少数民族语言文化,专科,专业代码：650307修学年限：暂无信息开设课程：暂无信息中国少数民族语言文化培养目标:培养具备有关少数民族语言文学全面系统知识，能在少数民族教育文化部门及相关单位从事有关少数民族语、文字、文学、文献的教学、研究、编辑、翻译、新闻、文学创作等方面工作的少数民族语言文学高级专门人才。,"",
65,文化艺术大类,6504,文化服务类,650401,文化创意与策划,专科,,,
65,文化艺术大类,6504,文化服务类,650402,文化市场经营管理,专科,,,
65,文化艺术大类,6504,文化服务类,650403,公共文化服务与管理,专科,,,
65,文化艺术大类,6504,文化服务类,650404,文物修复与保护,专科,,,
65,文化艺术大类,6504,文化服务类,650405,考古探掘技术,专科,,,
65,文化艺术大类,6504,文化服务类,650406,文物博物馆服务与管理,专科,,,
65,文化艺术大类,6504,文化服务类,650407,图书档案管理,专科,专业代码：650407修学年限：三年开设课程：专业核心课程与主要实践环节：图书馆学基础、图书馆管理、电子文件管理、档案文献复制技术、企业档案管理、文书学、档案管理学、档案保护技术、档案文献编纂、科技档案管理、档案文献检索、公共关系学等，以及各校的主要特色课程和实践环节。抱歉，暂时没有开设此专业的相关信息！！,"", 语言文化类 汉语 应用英语 应用日语 应用俄语 应用德语 应用法语 应用韩语 商务英语 旅游英语 商务日语 旅游日语 文秘 文物鉴定与修复 文化事业管理 文化市场经营与管理 应用西班牙语 应用阿拉伯
66,新闻传播大类,6601,新闻出版类,660101,图文信息处理,专科,,,
66,新闻传播大类,6601,新闻出版类,660102,网络新闻与传播,专科,,,
66,新闻传播大类,6601,新闻出版类,660103,版面编辑与校对,专科,专业代码：660103修学年限：三年开设课程：校对基础知识、新闻编辑实务、书刊装帧设计、计算机编辑与校对、出版与印刷、Photoshop、CorelDraw、方正书版、校对实务等。版面编辑与校对培养目标本专业以培养面向出版物编辑校对一线的应用型专业技术人才为目标。学生通过在校学习，掌握编辑校对工作流程中的基础知识和理论，掌握编辑校对技术和排版技术，能够熟练进行编辑校对实务操作。版面编辑与校对毕业生具备的专业知识与能力1.具有编辑出版方面的理论知识，如图书出版流程、图书质量管理规定、出版物市场管理等;2.掌握图书、报刊的多种排版软件，如方正飞腾、方正书版等，并能熟练运用电脑进行书刊排版;3.掌握现代校对知识、现代校对技术应用、书报刊的校对、出版物的勘误点评和制作出版物勘误表;4.具有良好的美学知识，了解色彩、艺术字、构图等基本美学常识及运用。,"", 包装印刷类 包装技术与设计 印刷技术 印刷图文信息处理 印刷设备及工艺 出版与发行 轻工产品包装装潢设.. 电子出版技术 出版信息管理 出版与电脑编辑技术 丝网工艺
66,新闻传播大类,6601,新闻出版类,660104,出版商务,专科,,,
66,新闻传播大类,6601,新闻出版类,660105,出版与电脑编辑技术,专科,专业代码：660105修学年限：三年开设课程：出版概论、编辑理论与实务、印刷技术基础、计算机辅助编辑技术、版面设计实务、校对实务、复制质量管理、出版经营管理、版权理论与实务、出版法规、报刊策划与经营、图像处理、排版技术、出版信息管理系统等。出版与电脑编辑技术专业简介出版与电脑编辑技术专业注重编辑出版基本理论、基本技能与动手能力的教学和培养，注重培养学生掌握出版技术和电脑编辑技术的各环节，尤其是对出版物内容的技术编排和版面设计、图文编排、计算机编辑技术、出版成本核算和印制质量的管理等方面的实际操作能力和质量管理能力。出版与电脑编辑技术培养目标本专业培养适应社会主义现代化建设和经济文化事业发展需要的，德才兼备的，各类出版社、期刊社、报社、广告排版单位及各类传媒机构的技术编辑、版面设计、校对、出版编辑业务管理、出版印制业务管理等高级应用技术型人才。出版与电脑编辑技术专业培养要求出版与电脑编辑技术专业能够独立完成对企业工作岗位相关信息的收集、整理、分析，并在此基础上得出企业岗位的岗位说明和任职资格要求的相关操作；能熟练应用电脑编辑和图像处理软件进行图文排版、书籍装帧制作；具有图文编辑原理及工艺知识，能够校对、审稿、设计、输出，具有较强的设计编排能力和一定的文字处理能力.,"", 包装印刷类 包装技术与设计 印刷技术 印刷图文信息处理 印刷设备及工艺 出版与发行 轻工产品包装装潢设.. 电子出版技术 版面编辑与校对 出版信息管理 丝网工艺
66,新闻传播大类,6601,新闻出版类,660106,出版信息管理,专科,专业代码：660106修学年限：三年开设课程：市场营销与策划、印刷报价实务、印刷企业管理、印刷质量检测与评价、生产计划与控制管理、印刷ERP信息系统、现代企业物流、市场营销、印刷工艺流程实训，ERP软件使用与操作实训、采购与仓储实训等课程。出版信息管理培养目标本专业培养熟悉出版物复制流程，能在出版印刷企业一线从事生产及物料控制（跟单、生产调度、ERP操作、印刷材料采购与仓储、统计等）、印刷业务开拓、印刷品质量检测与管理等工作，具有较强沟通与管理能力的高级技术应用性专门人才。出版信息管理专业培养要求本专业培养熟悉出版物复制流程，能在出版印刷企业一线从事生产及物,"", 包装印刷类 包装技术与设计 印刷技术 印刷图文信息处理 印刷设备及工艺 出版与发行 轻工产品包装装潢设.. 电子出版技术 版面编辑与校对 出版与电脑编辑技术 丝网工艺
66,新闻传播大类,6601,新闻出版类,660107,数字出版,专科,,"文学学士", 新闻传播学类 新闻学 广播电视学 广告学 传播学 编辑出版学 广播电视工程 数字媒体技术 空间信息与数字技术 数字媒体艺术
66,新闻传播大类,6601,新闻出版类,660108,数字媒体设备管理,专科,,,
66,新闻传播大类,6602,广播影视类,660201,新闻采编与制作,专科,专业代码：660201修学年限：三年开设课程：新闻学概论、广播电视概论、中外新闻史、传播学、新闻评论学、写作学、新闻采访与写作、新闻编辑、广播电视基础、广播电视主持、媒体管理与经营、计算机辅助设计、网页设计与制作、电子商务等。　　新闻采编与制作专业简介新闻采编与制作在如报社、电视台、电台等新闻部门严重缺少既懂新闻、又具备较强文字处理能力的新闻采编人才。根据我们的调查结果统计，现这些单位拥有上述专业知识的人员很少，新闻采编人员奇缺。我们时常在电视上看到招聘记者、编辑、播音员的广告，可见各地新闻机构对新闻采编与制作专业人才的急需。新闻采编与制作主要实践教学环节新闻理论、传播学、新闻心理学、社会学、计算机网络、新闻图片摄影、电视采访与写作、电视新闻摄像、电视新闻编辑、电视新闻节目及编排、摄录设备操作训练实践、电视编辑技艺实践、电视采访、写作技能与写作训练实践、计算机操作应用等，以及各校的主要特色课程和实践环节。新闻采编与制作培养目标培养具有电视新闻采编与制作必需的文化知识与专业技能，能从事新闻采访、拍摄、编辑、写作、评论等工作的高级技术应用性专门人才。新闻采编与制作毕业生具备的专业知识与能力新闻采访、拍摄、编辑、写作、评论等能力。,"",
66,新闻传播大类,6602,广播影视类,660202,播音与主持,专科,,,
66,新闻传播大类,6602,广播影视类,660203,广播影视节目制作,专科,,,
66,新闻传播大类,6602,广播影视类,660204,广播电视技术,专科,专业代码：660204修学年限：三年开设课程：微积分、概率统计与概率论、线性代数、复变函数与积分变量、广播电视技术概论、大学英语、电路原理、电子技术基础、通信原理、电视原理、数字广播、数字电视、传媒理论、计算机理论、c语言及设计、网络工程、摄像摄影、视频非线性编辑、音频技术、音响工程、灯光工程、思修广播电视技术专业简介广播电视工程专业主要学习广播电视技术、多媒体技术以及相关基础理论等方面的知识。主要是以视音频技术为核心，并与计算机科学、通信技术、网络技术、视听艺术等学科融合的复合型专业，重点培养广播电视行业所需要的高素质综合型专业技术人才。广播电视技术主要实践教学环节电路基础、电子线路与数字电路、数字通信原理、电视原理与数字电路、无线电测量技术、数字传输技术与计算机网络、有线电视系统工程设计与施工、广播电视卫星传输技术、广播电视多媒体综合业务平台、模拟电路实验、数字电路实验、电脑网络应用实践、毕业实习、毕业设计等，以及各校的主要特色课程和实践环节。广播电视技术培养目标培养具备广播电视技术必需的文化基础与专业知识，具有广播电视及数字网络通讯相关工作能力的高级技术应用性专门人才。广播电视技术毕业生具备的专业知识与能力广播电视及数字网络通讯的工作能力,"", 广播影视类 摄影摄像技术 音像技术 影视多媒体技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术 数字传媒艺术
66,新闻传播大类,6602,广播影视类,660205,影视制片管理,专科,,,
66,新闻传播大类,6602,广播影视类,660206,影视编导,专科,,,
66,新闻传播大类,6602,广播影视类,660207,影视美术,专科,,,
66,新闻传播大类,6602,广播影视类,660208,影视多媒体技术,专科,专业代码：660208修学年限：三年开设课程：速写、素描、色彩、形象思维基础、色彩构成、设计史、动物人物造型、二维设计软件、三维设计软件、网络动画、网络广告、摄像技法、广告剧本编导、非线性编辑、广告片设计、视频后期制作等。影视多媒体技术主要实践教学环节美术基础、平面设计、计算机图形图像、三维动画设计制作、电视节目制作、编辑技巧、数字音视频技术基础、非线性编辑、虚拟演播室、多媒体编程、网页制作等，以及各校的主要特色课程和实践环节。影视多媒体技术培养目标培养具备影视媒体制作的基本知识与技能，掌握先进的制作手段，能从事视音频媒体制作的高级技术应用性专门人才。影视多媒体技术毕业生具备的专业知识与能力视音频媒体制作技能。,"", 广播影视类 广播电视技术 摄影摄像技术 音像技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术 数字传媒艺术 
66,新闻传播大类,6602,广播影视类,660209,影视动画,专科,专业代码：660209修学年限：四年开设课程：影视剧作、影视声音、动画技法、影视动画创作、多媒体技术及应用、动画设计。影视动画专业简介主要学习电影电视的二维动画创作所需要的基础知识和理论，接受动画设计、动画技法、动画制作等方面的实践训练。培养具备原画、动画创作的基础理论与知识，具备影视动画设计，影视动画制作能力，能在电影、电视和各级各类动画公司从事原画、动画创作及创意设计、三维动画制作高等职业专门人才。影视动画主要实践教学环节素描、色彩、线描、视听语言、动画片欣赏、动画技法、影视表演、影视动画创作、三维动画制作、动画设计、计算机辅助设计、教学实习、综合实习等，以及各校的主要特色课程和实践环节。影视动画培养目标培养具备电影、电视动画创作所需要的基础知识和技能，能从事动画、原画、创意设计、三维动画制作的高级技术应用性专门人才。影视动画专业培养要求本专业学生主要学习电影、电视动画创作的基础知识与基本理论，受到影视动画设计、影视动画技法、影视动画制作的基本训练，掌握动画设计、动画编导、动画创作及理论研究的基本能力。影视动画毕业生具备的专业知识与能力动画、原画、创意设计、三维动画制作技能。,"",
66,新闻传播大类,6602,广播影视类,660210,影视照明技术与艺术,专科,,,
66,新闻传播大类,6602,广播影视类,660211,音像技术,专科,专业代码：660211修学年限：三年开设课程：优秀音像作品赏析、音像节目制作、市场营销学、经济学原理、广播电视概论、数据库技术与应用、音像市场管理、商业合同、管理心理学、广播影视法规。音像技术专业简介该专业为国家新兴专业，成立于2000年，有高素质的专、兼、聘相结合的专业教师队伍，教学经验丰富，专项技能扎实；同时本专业具备价值40余万元的实训基地，为学生掌握牢固的专项技能打下了基础。目前，本专业市场人才缺口比较大，专业发展前景广阔，发展空间良好，有着巨大的就业、创业机遇。本专业教学理论与实践相结合，通过采用“实训式理论教学”模式及工学结合的办学原则，与全国各地大中型音响公司共同培养实践能力强、综合素质高、适应时代需求的音响高等技能型人才。音像技术主要实践教学环节优秀音像作品赏析、音像节目制作、市场营销学、经济学原理、广播电视概论、数据库技术与应用、音像市场管理、商业合同、管理心理学、广播影视法规、音像制品策划、音像市场营销操作、文化市场调查与预测、商业谈判和签约合同等，以及各校的主要特色课程和实践环节。音像技术培养目标培养具有音像技术必需的专业知识和基本技能，能从事音像制作、音像制品发行、推广和管理等方面工作的高级技术应用性专门人才。音像技术专业培养要求本专业为适应首都现代视听行业的发展而设置，通过三年理论知识的学习和实际操作能力的训练，使学生具有视听节目采编及制作的能力、具有熟练操作和运行大中型专业视听系统的能力、具有音视频系统的设计安装与调试能力、具有对视听设备进行管理维护及维修的能力，培养满足本行业各工作岗位需要的高素质技术－技能型高级专门人才。音像技术毕业生具备的专业知识与能力音像节目制作能力。,"", 广播影视类 广播电视技术 摄影摄像技术 影视多媒体技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术 数字传媒
66,新闻传播大类,6602,广播影视类,660212,录音技术与艺术,专科,专业代码：660212修学年限：三年开设课程：主要课程：乐理、视唱练耳、钢琴、和声、配器法、曲式与作品分析、西方音乐史略、拾音技术、录音技术、音响技术、声学基础、演播室声学与电声学基础、视听语言、电影声音分析、录音制作、声音节日主观评价、声频测量、数字声频原理及应用。录音技术与艺术专业简介录音艺术专业培养的学生要求具有较高的艺术素质和修养，具备深厚的音乐功底，熟知各种录音设备，同时又掌握一定的录音理论及技巧，能在广播、电视、电影系统和文化艺术部门从事声音（音响）设计、录制的高级专门人才。录音直观的，让人们便于理解的概念就是把自然界中存在的和人们为了某种需要创造的音响记录下来。该专业对声音记录及处理的质量要求很高，大家听到的CD，电视声，广播声，等等，都由该专业人员经过一系列漫长的过程，将声音记录，混合等等的处理后，再由各种人们需要使用的电器的扬声器，播放出来。录音技术与艺术专业培养要求本专业的学生主要学习音乐、广播、电影、电视录音等方面的基本理论和基本知识，受到声音录制、艺术处理等方面的基本训练，掌握声音(音响)设计、音频节目制作、艺术处理的基本能力。录音技术与艺术毕业生具备的专业知识与能力掌握声音设计的方法、声学、数字音频及音乐方面的基本理论和基本知识；掌握电路分析方法及录音技术；具有音频节目录制，后期制作及电子音乐制作的基本能力；掌握录音工艺、录音艺术创作等方面的技术与技巧；了解音频节日录制的前沿及发展动态；具有初步的科学研究和实际工作能力；了解党和国家关于艺术、新闻、出版的政策和法规；掌握文献检索、资料查询的基本方法。,"", 广播影视类 广播电视技术 摄影摄像技术 音像技术 影视多媒体技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术
66,新闻传播大类,6602,广播影视类,660213,摄影摄像技术,专科,专业代码：660213修学年限：三年开设课程：摄影基础、暗房技术、PS数码图片后期处理、摄像基础、premiere影视后期处理、AE影视特效制作、广告摄影、新闻摄影、化妆与造型、人像摄影、婚纱摄影。摄影摄像技术专业简介摄像器件有摄像管和电荷耦合器件（CCD）阵列两类。摄像管把镜头摄取的景像光束聚焦于它的光导靶上，用电子束对靶面扫描，就能按时序产生出一个正比于靶面各点光通量的电压输出。CCD阵列是一种固体器件，是按矩阵排列的大量光电二极管，每个二极管的输出都与聚焦在阵列上该点的图像相关，即投射到每个二极管上的光通量决定它的输出电压。电视摄像机主要采用CCD阵列。电视电影摄像机把电影胶片转变为电视图像信号。为了便于电子新闻采访和家庭使用等的需要，产生了各种类型的摄像-录像一体机，能够把所摄取的图像信号直接记录在磁带上。摄像技术正在向数字化，高清晰度和16∶9图像格式的方向发展摄影摄像技术主要实践教学环节现代照相摄录技术、现代摄影摄像基础、照明技术、视觉造型、暗房制作与技巧、摄影构图、人像摄影、广告摄影、风光摄影、色彩学、摄影史、摄影美学、电脑平面设计、摄影技术实训、电视摄像录像技术实训、照明技术与应用实训、暗房技术、计算机操作应用实训等，以及各校的主要特色课程和实践环节。摄影摄像技术培养目标培养在电视、广告、摄影制作机构和企事业、各种文化机构，从事摄影摄像工作的高级技术应用性专门人才。摄影摄像技术毕业生具备的专业知识与能力掌握暗房制作技术与技巧，能够使用和维护各种现代摄影技术设备的能力。,"", 广播影视类 广播电视技术 音像技术 影视多媒体技术 影视动画 影视广告 主持与播音 新闻采编与制作 电视节目制作 电视制片管理 新闻与传播 信息传播与策划 传媒策划与管理 影视灯光艺术 数字传媒艺术
66,新闻传播大类,6602,广播影视类,660214,传播与策划,专科,,,
66,新闻传播大类,6602,广播影视类,660215,媒体营销,专科,,,
67,教育与体育大类,6701,教育类,670101K,早期教育,专科,,,
67,教育与体育大类,6701,教育类,670102K,学前教育,专科,专业代码：670102K修学年限：四年开设课程：普通心理学、人体解剖生理学、教育社会学、声乐、舞蹈、美术、学前教育学、幼儿心理学、幼儿教育心理学、幼儿保健学、幼儿教育研究方法等。学前教育主要实践教学环节幼儿园语言教育、幼儿园数学教育、幼儿园音乐教育、幼儿园体育教育、幼儿美术教育、幼儿科学教育、幼儿健康教育、学前教育概论、学前心理学、学前卫生学、学前儿童社会性发展与教育、儿童文学、游戏理论与指导、现代教育技术、教学实习、毕业实习等，以及各校的主要特色课程和实践环节。学前教育培养目标培养掌握学前教育的基本理论、基本知识和基本技能，能在学前教育机构从事教育、保育和研究工作的教师或管理人员。学前教育专业培养要求本专业学生主要学习学前教育方面的基本理论和基本知识，受到幼儿教育技能的基本训练，具有在托幼机构进行保育、教育和研究的基本能力。学前教育毕业生具备的专业知识与能力了解教育的基本理论与方针政策，掌握学前教育的基本理论、基本知识和基本技能，以及组织学前儿童进行教学活动的技术能力。,"",
67,教育与体育大类,6701,教育类,670103K,小学教育,专科,,"教育学学士",
67,教育与体育大类,6701,教育类,670104K,语文教育,专科,专业代码：670104K修学年限：暂无信息开设课程：暂无信息语文教育主要实践教学环节古代汉语、现代汉语、文学概论、中国现当代文学、教育原理、教育心理学、中小学语文教材教法、中小学语文教学研究、现代教育技术、写作、中小学语文教学实习、毕业实习等，以及各校的主要特色课程和实践环节。语文教育培养目标培养掌握语文教育的基本理论、基本知识和基本技能，具有初步语文教学研究能力和应用能力的中小学语文教师。语文教育毕业生具备的专业知识与能力了解教育的基本理论与方针政策，具有较丰富的语文知识和组织教学活动的技术能力。,"",
