学历类型,学科一类,学科二类,学科三类,就业概况-名次,就业概况-名次-描述,就业最多地区,就业最多行业,就业行业分布,就业行业分布比例,就业地区分布,就业地区分布比例,工资情况,工资比例,经验情况,经验比例,学历要求,学历比例,就业方向,从事岗位,平均工资,工作年限,工作年限工资
本科,工学,环境科学与工程类,环境科学,第 14 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第14,深圳,互联网/电子商务,"[""互联网/电子商务"",""教育/培训/院校"",""环保"",""房地产"",""新能源"",""计算机软件"",""专业服务(咨询、人力资源、财会)"",""贸易/进出口"",""电子技术/半导体/集成电路"",""建筑/建材/工程""]","[16%,13%,10%,10%,9%,8%,8%,7%,7%,7%]","[""深圳"",""广州"",""上海"",""北京"",""合肥"",""武汉"",""杭州"",""成都"",""南京"",""苏州""]","[20%,19%,17%,9%,7%,7%,5%,5%,4%,3%]","[""面议 "",""6000-7999 "",""10000-14999 "",""4500-5999 "",""20000-29999 ""]","[34%,20%,18%,14%,12%]","[""不限经验 "",""3-5年 "",""1-3年 "",""应届毕业生 "",""5-10年 ""]","[45%,20%,15%,10%,7%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""中专 ""]","[31%,30%,28%,6%,2%]",本专业学生毕业后可从事以下几个方面：研究人员：从事环境科学研究、环境监测、评价、管理和规划等工作；环境工程师：从事环保产品的开发，或进行环境工程和给水排水工程的规划、设计和管理；教师：担任大中专学校相应专业的教师；公务员：在中央和地方、各工业部委的环境科学研究部门工作。,"[""环保工程师"",""销售经理"",""项目经理"",""软件测试工程师"",""生产经理"",""测试工程师"",""课程顾问"",""销售工程师"",""销售代表"",""java开发工程师"",""环评工程师"",""行政专员"",""产品经理"",""水处理工程师"",""污水处理工程师"",""软件工程师"",""外贸业务员"",""嵌入式软件工程师"",""运维工程师"",""java高级开发工程师"",""区域销售经理"",""研发工程师"",""客户经理"",""市场专员"",""技术支持工程师"",""给排水工程师"",""ehs工程师"",""人事专员"",""环境工程师"",""环境影响评价师"",""行政前台"",""销售总监"",""工艺工程师"",""环评技术员"",""电话销售"",""人事行政专员"",""仓库管理员"",""化验员"",""销售专员"",""客服专员""]",7130,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[5980,6940,3000,10500]"
本科,工学,环境科学与工程类,环境生态工程,第 58 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第58,北京,环保,"[""环保"",""建筑/建材/工程"",""互联网/电子商务"",""新能源"",""计算机软件"",""房地产"",""电子技术/半导体/集成电路"",""专业服务(咨询、人力资源、财会)"",""计算机服务(系统、数据服务、维修)"",""通信/电信运营、增值服务""]","[22%,14%,12%,12%,12%,8%,4%,4%,4%,3%]","[""北京"",""深圳"",""上海"",""广州"",""武汉"",""杭州"",""成都"",""南京"",""西安"",""苏州""]","[20%,16%,14%,13%,8%,7%,6%,6%,3%,2%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""20000-29999 ""]","[34%,21%,18%,14%,10%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[38%,23%,22%,11%,4%]","[""本科 "",""大专 "",""不限学历 "",""中专 "",""中技 ""]","[34%,33%,28%,2%,1%]",,"[""大数据开发工程师"",""大数据运维工程师"",""环保工程师"",""运维工程师"",""java开发工程师"",""大数据工程师"",""销售经理"",""销售工程师"",""水处理工程师"",""环境工程师"",""环评工程师"",""土壤修复工程师"",""项目经理"",""后端开发工程师"",""生态修复工程师"",""前端开发工程师"",""环境影响评价工程师"",""高级java开发工程师"",""建筑道路桥梁工程师"",""环境咨询工程师"",""系统运维工程师"",""水环境 生态修复工程师"",""水生态修复工程师"",""研发工程师"",""数据仓库工程师"",""注册环评工程师"",""测试工程师"",""环评编制人员"",""算法工程师"",""运维开发工程师"",""高级运维工程师"",""web前端开发工程师"",""销售总监"",""高级java工程师"",""区域营销员"",""大数据研发工程师"",""总经理助理"",""技术工程师"",""技术支持工程师""]",9910,"[""应届生"",""1-3年"",""3-5年"",""5-10年""]","[3750,6980,8110,11940]"
本科,工学,环境科学与工程类,环保设备工程,第 31 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第31,上海,环保,"[""环保"",""新能源"",""建筑/建材/工程"",""机械/设备/重工"",""房地产"",""石油/化工/矿产/地质"",""制药/生物工程"",""仪器仪表/工业自动化"",""电子技术/半导体/集成电路"",""其他行业""]","[38%,11%,11%,9%,6%,6%,5%,4%,3%,2%]","[""上海"",""广州"",""深圳"",""北京"",""杭州"",""南京"",""成都"",""武汉"",""东莞"",""苏州""]","[22%,15%,9%,9%,8%,7%,7%,7%,6%,5%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""3000-4499 ""]","[37%,21%,16%,14%,10%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[39%,23%,21%,10%,5%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""初中 ""]","[33%,31%,30%,2%,2%]",,"[""环保工程师"",""销售工程师"",""ehs工程师"",""项目经理"",""电气工程师"",""销售经理"",""污水处理工程师"",""工艺工程师"",""水处理工程师"",""设备工程师"",""机械工程师"",""安全员"",""机械设计工程师"",""安全工程师"",""工程项目经理"",""生产经理"",""工程经理"",""建造师"",""环境工程师"",""废气处理工程师"",""运维工程师"",""工程部经理"",""工程主管"",""销售代表"",""区域经理"",""ehs经理"",""me机械设备维护 plc电气维修自动化调试 smt机电工程师"",""区域销售经理"",""环保技术工程师"",""市政工程师"",""环保工艺工程师"",""运营工程师"",""安全主管"",""物业工程主管"",""环保技术员"",""采购工程师"",""项目工程师"",""ehs专员"",""研发工程师"",""安装工程师""]",7640,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6400,7400,7620,10140,13360]"
本科,工学,环境科学与工程类,资源环境科学,第 41 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第41,广州,房地产,"[""房地产"",""教育/培训/院校"",""互联网/电子商务"",""专业服务(咨询、人力资源、财会)"",""新能源"",""建筑/建材/工程"",""贸易/进出口"",""电子技术/半导体/集成电路"",""环保"",""计算机软件""]","[20%,18%,16%,8%,7%,6%,6%,5%,5%,5%]","[""广州"",""深圳"",""上海"",""武汉"",""北京"",""杭州"",""成都"",""南京"",""重庆"",""长沙""]","[25%,23%,13%,7%,7%,6%,5%,3%,3%,3%]","[""6000-7999 "",""面议 "",""20000-29999 "",""30000-49999 "",""10000-14999 ""]","[26%,25%,18%,15%,13%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""应届毕业生 ""]","[40%,23%,19%,10%,6%]","[""大专 "",""不限学历 "",""本科 "",""初中 "",""中专 ""]","[41%,27%,24%,3%,3%]",本专业学生毕业后可在资源和环境领域的高等院校和科研院所，从事教学、科研工作；或在各级农业、环境、资源和生态等行政和事业单位，从事管理和技术推广工作；肥料、灌溉和绿色食品等企业，从事技术工作,"[""生产经理"",""销售经理"",""项目经理"",""课程顾问"",""销售代表"",""人事专员"",""人事行政经理"",""电话销售"",""销售总监"",""人事行政专员"",""销售工程师"",""hrbp"",""行政专员"",""产品经理"",""区域销售经理"",""外贸业务员"",""销售专员"",""区域经理"",""仓库经理"",""市场专员"",""招聘专员"",""活动策划执行"",""销售主管"",""营销总监"",""人事主管"",""人事行政主管"",""农业技术员"",""大客户经理"",""人事经理"",""人力资源总监"",""客户经理"",""市场主管"",""猎头顾问ac 高端招聘"",""人力资源经理"",""市场经理"",""总经理助理"",""行政人事经理"",""销售顾问"",""客服专员"",""店总经理""]",,"[""应届生"",""1-3年"",""3-5年"",""5-10年"",""10年以上""]","[6400,7400,7620,10140,13360]"
本科,工学,环境科学与工程类,环境科学与工程,第 40 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第40,上海,环保,"[""环保"",""建筑/建材/工程"",""计算机软件"",""新能源"",""电子技术/半导体/集成电路"",""房地产"",""互联网/电子商务"",""专业服务(咨询、人力资源、财会)"",""仪器仪表/工业自动化"",""通信/电信/网络设备""]","[20%,13%,13%,13%,8%,8%,7%,5%,5%,3%]","[""上海"",""深圳"",""广州"",""北京"",""武汉"",""杭州"",""成都"",""南京"",""苏州"",""西安""]","[24%,14%,14%,13%,7%,6%,5%,5%,4%,3%]","[""面议 "",""6000-7999 "",""4500-5999 "",""8000-9999 "",""10000-14999 ""]","[28%,24%,16%,15%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[41%,22%,20%,8%,8%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""中专 ""]","[37%,32%,26%,2%,1%]",,"[""环保工程师"",""项目经理"",""生产经理"",""测试工程师"",""软件测试工程师"",""销售工程师"",""java开发工程师"",""环评工程师"",""污水处理工程师"",""软件工程师"",""给排水工程师"",""嵌入式软件工程师"",""运维工程师"",""水处理工程师"",""航空工业勘察院2020年校园招聘"",""产品经理"",""销售经理"",""算法工程师"",""研发工程师"",""实施工程师"",""ehs工程师"",""环境工程师"",""环境影响评价师"",""技术支持工程师"",""施工员"",""软件开发工程师"",""工艺工程师"",""ios开发工程师"",""土壤修复工程师"",""暖通工程师"",""环境类"",""硬件工程师"",""java高级开发工程师"",""web前端开发工程师"",""前端开发工程师"",""体系工程师"",""php开发工程师"",""安全工程师"",""工程技术部部长"",""建筑设计师""]",9140,"[""应届生"",""1-3年"",""5-10年""]","[8170,6000,7000]"
本科,工学,环境科学与工程类,水质科学与技术,第 118 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第118,北京,环保,"[""环保"",""新能源"",""仪器仪表/工业自动化"",""建筑/建材/工程"",""检测，认证"",""制药/生物工程"",""其他行业"",""房地产"",""专业服务(咨询、人力资源、财会)"",""农/林/牧/渔""]","[34%,12%,12%,10%,6%,5%,5%,5%,3%,3%]","[""北京"",""杭州"",""广州"",""深圳"",""武汉"",""上海"",""南京"",""天津"",""哈尔滨"",""石家庄""]","[18%,15%,13%,13%,11%,6%,6%,5%,4%,4%]","[""面议 "",""6000-7999 "",""8000-9999 "",""10000-14999 "",""4500-5999 ""]","[28%,26%,15%,14%,14%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""应届毕业生 ""]","[40%,21%,20%,8%,8%]","[""本科 "",""大专 "",""不限学历 "",""初中 "",""高中 ""]","[37%,32%,26%,2%,2%]",,"[""水环境 生态修复工程师"",""水处理工程师"",""化验员"",""采样员""]",,"[""应届生"",""1-3年"",""5-10年""]","[8170,6000,7000]"
本科,工学,航空航天类,航空航天工程,第 79 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第79,上海,航天/航空,"[""航天/航空"",""新能源"",""计算机软件"",""机械/设备/重工"",""仪器仪表/工业自动化"",""电子技术/半导体/集成电路"",""专业服务(咨询、人力资源、财会)"",""学术/科研"",""贸易/进出口"",""原材料和加工""]","[18%,12%,12%,12%,11%,11%,6%,6%,4%,4%]","[""上海"",""北京"",""深圳"",""成都"",""西安"",""杭州"",""无锡"",""长沙"",""武汉"",""广州""]","[28%,22%,10%,8%,6%,5%,4%,4%,4%,4%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""8000-9999 ""]","[33%,23%,18%,14%,10%]","[""不限经验 "",""1-3年 "",""3-5年 "",""5-10年 "",""10年以上 ""]","[35%,23%,23%,11%,4%]","[""本科 "",""大专 "",""不限学历 "",""中专 "",""中技 ""]","[35%,31%,28%,2%,1%]",,"[""销售工程师"",""工程大客户销售经理"",""机械设计工程师"",""技术工程师"",""投资总监"",""高级销售工程师"",""工艺工程师"",""机械工程师"",""标准化工程师"",""硬件工程师"",""算法工程师"",""软件工程师"",""项目工程师"",""飞控软件工程师"",""高速摄像机销售及支持工程师""]",10760,"[""应届生"",""1-3年"",""3-5年"",""10年以上""]","[9000,13750,10070,29170]"
本科,工学,航空航天类,飞行器制造工程,第 120 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第120,上海,机械/设备/重工,"[""机械/设备/重工"",""仪器仪表/工业自动化"",""航天/航空"",""互联网/电子商务"",""计算机软件"",""学术/科研"",""新能源"",""教育/培训/院校"",""电子技术/半导体/集成电路"",""汽车及零配件""]","[23%,20%,17%,8%,8%,5%,4%,3%,3%,2%]","[""上海"",""北京"",""成都"",""西安"",""南京"",""沈阳"",""深圳"",""广州"",""珠海"",""武汉""]","[17%,16%,12%,11%,10%,9%,7%,6%,6%,5%]","[""面议 "",""6000-7999 "",""4500-5999 "",""10000-14999 "",""8000-9999 ""]","[34%,23%,18%,13%,9%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[35%,24%,24%,11%,4%]","[""本科 "",""大专 "",""不限学历 "",""中专 "",""中技 ""]","[34%,32%,28%,2%,1%]",本专业学生毕业后可从事飞行器制造领域内的设计、制造、研究、开发与管理的工作,"[""结构工程师"",""管理培训生""]",,"[""应届生"",""1-3年"",""3-5年"",""10年以上""]","[9000,13750,10070,29170]"
本科,工学,航空航天类,飞行器动力工程,第 139 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第139,上海,航天/航空,"[""航天/航空"",""学术/科研"",""教育/培训/院校"",""电子技术/半导体/集成电路"",""新能源"",""专业服务(咨询、人力资源、财会)"",""法律"",""中介服务"",""汽车及零配件"",""仪器仪表/工业自动化""]","[38%,18%,8%,8%,6%,5%,5%,3%,3%,1%]","[""上海"",""北京"",""郑州"",""西安"",""南京"",""成都"",""东莞"",""宁波"",""广州"",""株洲""]","[41%,20%,10%,7%,5%,5%,2%,2%,2%,2%]","[""20000-29999 "",""4500-5999 "",""15000-19999 "",""2000以下 "",""50000以上 ""]","[33%,16%,16%,16%,16%]","[""不限经验 "",""10年以上 ""]","[85%,14%]","[""大专 "",""不限学历 "",""初中 "",""本科 "",""中专 ""]","[28%,28%,14%,14%,14%]",,"[""结构工程师"",""管理培训生""]",8920,"[""1-3年""]",[11500]
本科,工学,航空航天类,飞行器适航技术,第 140 名 (工学),所有专业1123个，工学类共170个本科专业，在“工学”中就业排名第140,上海,机械/设备/重工,"[""机械/设备/重工"",""仪器仪表/工业自动化"",""航天/航空"",""教育/培训/院校"",""多元化业务集团公司"",""互联网/电子商务"",""交通/运输/物流"",""计算机软件"",""酒店/旅游""]","[39%,36%,13%,3%,2%,1%,1%,1%,1%]","[""上海"",""南昌"",""成都"",""南京"",""无锡"",""杭州"",""上饶"",""九江"",""北京"",""南通""]","[19%,19%,14%,9%,9%,9%,4%,4%,4%,4%]","[""面议 "",""6000-7999 "",""10000-14999 "",""20000-29999 "",""4500-5999 ""]","[39%,25%,12%,11%,11%]","[""不限经验 "",""3-5年 "",""1-3年 "",""5-10年 "",""10年以上 ""]","[36%,24%,21%,12%,4%]","[""不限学历 "",""本科 "",""大专 "",""中专 "",""高中 ""]","[32%,31%,30%,2%,2%]",,"[""结构工程师"",""管理培训生""]",,"[""1-3年""]",[11500]
