2026年夏季高考文化成绩一分一段表,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
分数段,全体,,选考物理,,选考化学,,选考生物,,选考思想政治,,选考历史,,选考地理,
,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数,本段人数,累计人数
194,143,705071,21,342579,22,340606,43,278430,103,366582,122,362158,116,424781
193,147,705218,33,342612,28,340634,38,278468,113,366695,116,362274,110,424891
192,137,705355,27,342639,25,340659,43,278511,100,366795,108,362382,106,424997
191,118,705473,26,342665,23,340682,38,278549,84,366879,93,362475,86,425083
190,133,705606,30,342695,28,340710,44,278593,92,366971,103,362578,98,425181
189,136,705742,34,342729,32,340742,47,278640,97,367068,101,362679,97,425278
188,119,705861,21,342750,24,340766,34,278674,87,367155,95,362774,91,425369
187,122,705983,21,342771,17,340783,42,278716,90,367245,101,362875,95,425464
186,105,706088,13,342784,18,340801,35,278751,76,367321,89,362964,78,425542
185,118,706206,20,342804,20,340821,27,278778,93,367414,95,363059,97,425639
184,108,706314,30,342834,31,340852,38,278816,74,367488,76,363135,70,425709
183,93,706407,21,342855,22,340874,37,278853,68,367556,69,363204,62,425771
182,93,706500,21,342876,17,340891,30,278883,67,367623,72,363276,67,425838
181,93,706593,22,342898,26,340917,29,278912,63,367686,64,363340,67,425905
180,98,706691,25,342923,25,340942,27,278939,69,367755,70,363410,74,425979
179,82,706773,15,342938,17,340959,20,278959,63,367818,62,363472,65,426044
178,92,706865,26,342964,24,340983,28,278987,63,367881,66,363538,69,426113
177,88,706953,10,342974,14,340997,25,279012,70,367951,75,363613,70,426183
176,83,707036,18,342992,16,341013,29,279041,59,368010,61,363674,63,426246
175,95,707131,20,343012,18,341031,29,279070,67,368077,75,363749,69,426315
174,68,707199,17,343029,18,341049,25,279095,43,368120,47,363796,50,426365
173,89,707288,14,343043,15,341064,27,279122,66,368186,73,363869,62,426427
172,83,707371,15,343058,18,341082,27,279149,58,368244,61,363930,64,426491
171,87,707458,22,343080,26,341108,32,279181,61,368305,63,363993,53,426544
170,59,707517,10,343090,11,341119,19,279200,43,368348,45,364038,41,426585
169,64,707581,17,343107,15,341134,14,279214,45,368393,47,364085,54,426639
168,77,707658,23,343130,22,341156,29,279243,46,368439,49,364134,48,426687
167,70,707728,18,343148,20,341176,20,279263,47,368486,49,364183,48,426735
166,73,707801,17,343165,18,341194,24,279287,53,368539,51,364234,48,426783
165,78,707879,15,343180,15,341209,21,279308,57,368596,61,364295,61,426844
164,63,707942,17,343197,14,341223,17,279325,40,368636,45,364340,48,426892
163,71,708013,15,343212,15,341238,24,279349,50,368686,52,364392,49,426941
162,72,708085,14,343226,13,341251,20,279369,53,368739,58,364450,58,426999
161,67,708152,15,343241,14,341265,16,279385,45,368784,48,364498,47,427046
160,78,708230,14,343255,13,341278,24,279409,61,368845,62,364560,55,427101
159,55,708285,16,343271,12,341290,14,279423,37,368882,41,364601,39,427140
158,59,708344,9,343280,7,341297,13,279436,47,368929,49,364650,49,427189
157,52,708396,11,343291,8,341305,20,279456,32,368961,39,364689,36,427225
156,69,708465,13,343304,12,341317,24,279480,47,369008,50,364739,46,427271
155,65,708530,11,343315,11,341328,14,279494,46,369054,48,364787,47,427318
154,60,708590,17,343332,17,341345,22,279516,35,369089,37,364824,38,427356
153,64,708654,11,343343,15,341360,19,279535,42,369131,47,364871,47,427403
152,46,708700,8,343351,12,341372,12,279547,30,369161,33,364904,33,427436
151,63,708763,17,343368,15,341387,16,279563,42,369203,44,364948,42,427478
150,54,708817,13,343381,14,341401,15,279578,39,369242,36,364984,34,427512
