major_code,major_name,major_raw
00,学前教育(师范类),00 学前教育(师范类)
00,工商企业管理,00 工商企业管理
00,旅游管理,00 旅游管理
00,无人机应用技术,00 无人机应用技术
00,法律事务,00 法律事务
00,电梯工程技术,00 电梯工程技术
00,航空复合材料成型与加工技术,00 航空复合材料成型与加工技术
00,资源综合利用技术,00 资源综合利用技术
00,中医学(5+3一体化),00中医学(5+3一体化)
00,临床医学,00临床医学
00,人工智能(拔尖英才试点班),00人工智能(拔尖英才试点班)
00,哲学,00哲学
00,学前教育(师范类),00学前教育(师范类)
00,思想政治教育(师范类),00思想政治教育(师范类)
00,戏剧影视文学,00戏剧影视文学
00,旅游管理,00旅游管理
00,智能地球探测,00智能地球探测
00,材料科学与工程(珠峰实验班),00材料科学与工程(珠峰实验班)
00,汉语言文学,00汉语言文学
00,汉语言文学(师范类),00汉语言文学(师范类)
00,法学,00法学
00,经济学,00经济学
00,英语,00英语
00,英语(师范类),00英语(师范类)
00,车辆工程,00车辆工程
01,中医学,01 中医学
01,中文,01 中文
01,中草药栽培与加工技术,01 中草药栽培与加工技术
01,中药学,01 中药学
01,临床医学,01 临床医学
01,人工智能技术应用,01 人工智能技术应用
01,体育教育,01 体育教育
01,健康管理,01 健康管理
01,储能材料技术,01 储能材料技术
01,光伏工程技术,01 光伏工程技术
01,刑事执行,01 刑事执行
01,动物医学,01 动物医学
01,医学营养,01 医学营养
01,发电厂及电力系统,01 发电厂及电力系统
01,口腔医学,01 口腔医学
01,园林技术,01 园林技术
01,园林技术(高职3+2贯通培养，衔接临沂大学园林专业),01 园林技术(高职3+2贯通培养，衔接临沂大学园林专业)
01,园艺技术,01 园艺技术
01,国土资源调查与管理,01 国土资源调查与管理
01,国际经济与贸易,01 国际经济与贸易
01,国际邮轮乘务管理,01 国际邮轮乘务管理
01,地下与隧道工程技术,01 地下与隧道工程技术
01,城市轨道车辆应用技术,01 城市轨道车辆应用技术
01,复合材料智能制造技术,01 复合材料智能制造技术
01,大数据与会计,01 大数据与会计
01,大数据与会计(中外合作办学),01 大数据与会计(中外合作办学)
01,大数据与会计(注册会计师),01 大数据与会计(注册会计师)
01,大数据与审计,01 大数据与审计
01,大数据与财务管理,01 大数据与财务管理
01,大数据技术,01 大数据技术
01,婴幼儿托育服务与管理,01 婴幼儿托育服务与管理
01,学前教育,01 学前教育
01,学前教育(师范类),01 学前教育(师范类)
01,安全技术与管理,01 安全技术与管理
01,宠物医疗技术,01 宠物医疗技术
01,小学教育(师范类),01 小学教育(师范类)
01,小学语文教育(师范类),01 小学语文教育(师范类)
01,工业机器人技术,01 工业机器人技术
01,工业设计,01 工业设计
01,工程测量技术,01 工程测量技术
01,工程造价(造价师方向),01 工程造价(造价师方向)
01,市场营销,01 市场营销
01,应用化工技术,01 应用化工技术
01,应用电子技术,01 应用电子技术
01,应用英语,01 应用英语
01,康复治疗技术,01 康复治疗技术
01,建筑室内设计,01 建筑室内设计
01,建筑工程技术,01 建筑工程技术
01,建筑智能化工程技术,01 建筑智能化工程技术
01,建筑消防技术,01 建筑消防技术
01,建筑装饰工程技术,01 建筑装饰工程技术
01,建筑设计,01 建筑设计
01,建筑设计(中外合作办学),01 建筑设计(中外合作办学)
01,护理,01 护理
01,摄影测量与遥感技术,01 摄影测量与遥感技术
01,数字化设计与制造技术,01 数字化设计与制造技术
01,数字媒体技术,01 数字媒体技术
01,数字经济,01 数字经济
01,数控技术,01 数控技术
01,新能源材料应用技术,01 新能源材料应用技术
01,新能源汽车技术,01 新能源汽车技术
01,新闻采编与制作,01 新闻采编与制作
01,旅游管理,01 旅游管理
01,无人机应用技术,01 无人机应用技术
01,无人机测绘技术,01 无人机测绘技术
01,早期教育,01 早期教育
01,早期教育(师范类),01 早期教育(师范类)
01,智能光电制造技术,01 智能光电制造技术
01,智能光电技术应用,01 智能光电技术应用
01,智能机电技术,01 智能机电技术
01,智能焊接技术,01 智能焊接技术
01,服装与服饰设计,01 服装与服饰设计
01,机械制造及自动化,01 机械制造及自动化
01,机械设计与制造,01 机械设计与制造
01,机械设计制造及其自动化,01 机械设计制造及其自动化
01,机电一体化技术,01 机电一体化技术
01,林业技术,01 林业技术
01,棉花加工与经营管理,01 棉花加工与经营管理
01,民航空中安全保卫,01 民航空中安全保卫
01,水产养殖技术,01 水产养殖技术
01,水利工程,01 水利工程
01,水文与工程地质,01 水文与工程地质
01,汽车造型与改装技术,01 汽车造型与改装技术
01,油气储运技术,01 油气储运技术
01,法律事务,01 法律事务
01,法律文秘,01 法律文秘
01,测绘地理信息技术,01 测绘地理信息技术
01,港口机械与智能控制,01 港口机械与智能控制
01,热能动力工程技术,01 热能动力工程技术
01,烹饪工艺与营养,01 烹饪工艺与营养
01,物联网应用技术,01 物联网应用技术
01,环境工程,01 环境工程
01,环境工程技术,01 环境工程技术
01,环境监测技术,01 环境监测技术
01,现代农业技术,01 现代农业技术
01,现代农业技术(高职3+2贯通培养，衔接临沂大学园艺专业),01 现代农业技术(高职3+2贯通培养，衔接临沂大学园艺专业)
01,现代农业装备应用技术,01 现代农业装备应用技术
01,现代物流管理,01 现代物流管理
01,现代物流管理(货代),01 现代物流管理(货代)
01,现代通信技术,01 现代通信技术
01,生物制药技术,01 生物制药技术
01,电力系统自动化技术,01 电力系统自动化技术
01,电子信息工程,01 电子信息工程
01,电子信息工程技术,01 电子信息工程技术
01,电子信息工程技术(高职3+2贯通培养，衔接枣庄学院电子信息工程专业),01 电子信息工程技术(高职3+2贯通培养，衔接枣庄学院电子信息工程专业)
01,电子商务,01 电子商务
01,电气自动化技术,01 电气自动化技术
01,畜牧兽医,01 畜牧兽医
01,石油化工技术,01 石油化工技术
01,石油工程技术,01 石油工程技术
01,矿山机电与智能装备,01 矿山机电与智能装备
01,种子生产与经营,01 种子生产与经营
01,空中乘务,01 空中乘务
01,空间数字建模与应用技术,01 空间数字建模与应用技术
01,经济学,01 经济学
01,经济统计学,01 经济统计学
01,老年保健与管理,01 老年保健与管理
01,航海技术,01 航海技术
01,船舶电气工程技术,01 船舶电气工程技术
01,花卉生产与花艺,01 花卉生产与花艺
01,茶叶生产与加工技术,01 茶叶生产与加工技术
01,茶艺与茶文化,01 茶艺与茶文化
01,药品生产技术,01 药品生产技术
01,药品质量与安全,01 药品质量与安全
01,药学,01 药学
01,装配式建筑工程技术,01 装配式建筑工程技术
01,计算机应用技术,01 计算机应用技术
01,财税大数据应用,01 财税大数据应用
01,软件工程,01 软件工程
01,软件技术,01 软件技术
01,道路与桥梁工程技术,01 道路与桥梁工程技术
01,酒店管理与数字化运营,01 酒店管理与数字化运营
01,金融工程,01 金融工程
01,金融服务与管理,01 金融服务与管理
01,针灸推拿,01 针灸推拿
01,铁道交通运营管理,01 铁道交通运营管理
01,铁道工程技术,01 铁道工程技术
01,铁道机车运用与维护,01 铁道机车运用与维护
01,铁道桥梁隧道工程技术,01 铁道桥梁隧道工程技术
01,铁道运输类,01 铁道运输类
01,飞机机电设备维修,01 飞机机电设备维修
01,飞机机电设备维修(中外合作办学),01 飞机机电设备维修(中外合作办学)
01,飞行器数字化制造技术,01 飞行器数字化制造技术
01,飞行器维修技术,01 飞行器维修技术
01,食品检验检测技术,01 食品检验检测技术
01,中医学,01中医学
01,中医学(5+3一体化),01中医学(5+3一体化)
01,中医学(5+3一体化，儿科方向),01中医学(5+3一体化，儿科方向)
01,中医学(5+3一体化，卓越1班),01中医学(5+3一体化，卓越1班)
01,中医学(中医拔尖创新人才培养模式改革),01中医学(中医拔尖创新人才培养模式改革)
01,中医学(九年制),01中医学(九年制)
01,中医学(卓越1班、5+3一体化),01中医学(卓越1班、5+3一体化)
01,中医学(屠呦呦班),01中医学(屠呦呦班)
01,中医学(拔尖创新人才培养模式改革),01中医学(拔尖创新人才培养模式改革)
01,中医学(领军人才培养计划),01中医学(领军人才培养计划)
01,临床医学,01临床医学
01,临床医学(5+3一体化),01临床医学(5+3一体化)
01,临床医学(“5+3一体化”),01临床医学(“5+3一体化”)
01,临床医学(八年制本博连读),01临床医学(八年制本博连读)
01,临床医学(本博连读八年制),01临床医学(本博连读八年制)
01,临床医学(本硕博连读),01临床医学(本硕博连读)
01,临床医学(湛江校区),01临床医学(湛江校区)
01,临床医学(红医班),01临床医学(红医班)
01,临床医学(阶平班),01临床医学(阶平班)
01,临床医学(高级临床医师),01临床医学(高级临床医师)
01,交通运输,01交通运输
01,人力资源管理,01人力资源管理
01,人工智能,01人工智能
01,人工智能(卓越人才试点班),01人工智能(卓越人才试点班)
01,人工智能技术应用,01人工智能技术应用
01,人文科学试验班,01人文科学试验班
01,会计学,01会计学
01,会计学(智能会计),01会计学(智能会计)
01,传播学,01传播学
01,体育运营与管理(校企合作，与潍坊康瑞体育产业股份有限公司合作),01体育运营与管理(校企合作，与潍坊康瑞体育产业股份有限公司合作)
01,供用电技术,01供用电技术
01,俄语,01俄语
01,保险学,01保险学
01,信息管理与信息系统(中外合作办学),01信息管理与信息系统(中外合作办学)
01,健康管理,01健康管理
01,公共管理类,01公共管理类
01,关务与外贸服务,01关务与外贸服务
01,兵器类,01兵器类
01,养老服务管理,01养老服务管理
01,农学,01农学
01,农学(卓越人才培养实验班),01农学(卓越人才培养实验班)
01,农学(卓越人才实验班),01农学(卓越人才实验班)
01,农学(含创新实验班),01农学(含创新实验班)
01,农学(新农科实验班),01农学(新农科实验班)
01,农林经济管理(卓越班),01农林经济管理(卓越班)
01,分析检验技术,01分析检验技术
01,刑事执行,01刑事执行
01,动物医学,01动物医学
01,动物科学,01动物科学
01,劳动关系,01劳动关系
01,包装工程技术,01包装工程技术
01,包装设计,01包装设计
01,化学工程与工艺,01化学工程与工艺
01,化学工程与工艺(AI化工、精细化学品，含侯德榜、卓越班),01化学工程与工艺(AI化工、精细化学品，含侯德榜、卓越班)
01,化学工程与工艺(AI绿色化工、精细化学品，含创新、卓越班),01化学工程与工艺(AI绿色化工、精细化学品，含创新、卓越班)
01,化学工程与工艺(卓越班),01化学工程与工艺(卓越班)
01,化学工程与工艺(智能化工、精细化学品、电子化学品方向),01化学工程与工艺(智能化工、精细化学品、电子化学品方向)
01,化工技术类,01化工技术类
01,医学影像技术,01医学影像技术
01,医学检验技术,01医学检验技术
01,医学营养,01医学营养
01,历史学,01历史学
01,历史学(师范类),01历史学(师范类)
01,发电厂及电力系统,01发电厂及电力系统
01,发电运行技术,01发电运行技术
01,口腔医学,01口腔医学
01,口腔医学技术,01口腔医学技术
01,哲学,01哲学
01,哲学(中西人文综合试验班),01哲学(中西人文综合试验班)
01,哲学(中西哲学比较试验班、中华文化学试验班),01哲学(中西哲学比较试验班、中华文化学试验班)
01,哲学(匡亚明班，拔尖学生培养基地),01哲学(匡亚明班，拔尖学生培养基地)
01,哲学(含中西人文综合试验班、中华文化学试验班),01哲学(含中西人文综合试验班、中华文化学试验班)
01,哲学(拔尖创新人才培养实验班),01哲学(拔尖创新人才培养实验班)
01,哲学类,01哲学类
01,商务英语,01商务英语
01,园林技术,01园林技术
01,园艺技术,01园艺技术
01,国土资源调查与管理,01国土资源调查与管理
01,国际事务与国际关系,01国际事务与国际关系
01,国际商务(中外合作办学),01国际商务(中外合作办学)
01,国际政治,01国际政治
01,国际经济与贸易,01国际经济与贸易
01,国际经济与贸易(全英语),01国际经济与贸易(全英语)
01,国际经济与贸易(国际经济与贸易-数据科学与大数据技术双学士学位),01国际经济与贸易(国际经济与贸易-数据科学与大数据技术双学士学位)
01,土木工程,01土木工程
01,土木类,01土木类
01,地球物理学,01地球物理学
01,地理科学(师范类),01地理科学(师范类)
01,地质学(拔尖基地班),01地质学(拔尖基地班)
01,地质学(燕山书院创新班),01地质学(燕山书院创新班)
01,地质学(理科基地班),01地质学(理科基地班)
01,地质学类,01地质学类
01,地质学类(国家拔尖计划，国家理科基地班),01地质学类(国家拔尖计划，国家理科基地班)
01,地质工程,01地质工程
01,地质类,01地质类
01,地质调查与矿产普查,01地质调查与矿产普查
01,城市地下空间工程,01城市地下空间工程
01,城市地质勘查,01城市地质勘查
01,城市轨道交通智能运营,01城市轨道交通智能运营
01,城市轨道车辆应用技术,01城市轨道车辆应用技术
01,基础医学(其震班),01基础医学(其震班)
01,基础医学(本博连读),01基础医学(本博连读)
01,基础医学(本硕博连读),01基础医学(本硕博连读)
01,外国语言文学类,01外国语言文学类
01,外国语言文学类(英语类),01外国语言文学类(英语类)
01,大数据与会计,01大数据与会计
01,大数据与会计(中外合作办学),01大数据与会计(中外合作办学)
01,大数据与会计(注册会计师),01大数据与会计(注册会计师)
01,大数据与审计,01大数据与审计
01,大数据与财务管理,01大数据与财务管理
01,大气科学,01大气科学
01,大气科学类,01大气科学类
01,学前教育,01学前教育
01,学前教育(师范类),01学前教育(师范类)
01,安全工程,01安全工程
01,安全技术与管理,01安全技术与管理
01,安全智能监测技术,01安全智能监测技术
01,定翼机驾驶技术,01定翼机驾驶技术
01,宝玉石鉴定与加工,01宝玉石鉴定与加工
01,宠物医疗技术,01宠物医疗技术
01,小学教育,01小学教育
01,小学教育(师范类),01小学教育(师范类)
01,小学语文教育(师范类),01小学语文教育(师范类)
01,岩土工程技术,01岩土工程技术
01,工业机器人技术,01工业机器人技术
01,工商管理,01工商管理
01,工商管理(智能商务与创新管理精英班),01工商管理(智能商务与创新管理精英班)
01,工商管理类,01工商管理类
01,工商管理类(中外合作办学),01工商管理类(中外合作办学)
01,工科试验班(AI先进技术拔尖班),01工科试验班(AI先进技术拔尖班)
01,工科试验班(AI加先进技术领军班),01工科试验班(AI加先进技术领军班)
01,工科试验班(中外合作办学，中欧航空工程师),01工科试验班(中外合作办学，中欧航空工程师)
01,工科试验班(中欧航空工程师),01工科试验班(中欧航空工程师)
01,工科试验班(卓越工程师学院),01工科试验班(卓越工程师学院)
01,工科试验班(卓越班),01工科试验班(卓越班)
01,工科试验班(国豪精英班),01工科试验班(国豪精英班)
01,工科试验班(宏德书院),01工科试验班(宏德书院)
01,工科试验班(尖班),01工科试验班(尖班)
01,工科试验班(智能与机器人),01工科试验班(智能与机器人)
01,工科试验班(智能化制造类),01工科试验班(智能化制造类)
01,工科试验班(未来精工技术),01工科试验班(未来精工技术)
01,工科试验班(电气与自动化),01工科试验班(电气与自动化)
01,工科试验班(自动化与电气工程),01工科试验班(自动化与电气工程)
01,工科试验班(计算机与电子通信),01工科试验班(计算机与电子通信)
01,工科试验班类(计算机拔尖计划),01工科试验班类(计算机拔尖计划)
01,工程测量技术,01工程测量技术
01,工程造价,01工程造价
01,市场营销,01市场营销
01,广播电视编导,01广播电视编导
01,应急技术与管理,01应急技术与管理
01,应用化学,01应用化学
01,应用化工技术,01应用化工技术
01,应用心理学,01应用心理学
01,应用电子技术,01应用电子技术
01,应用英语,01应用英语
01,康复物理治疗,01康复物理治疗
01,建筑学,01建筑学
01,建筑室内设计,01建筑室内设计
01,建筑工程,01建筑工程
01,建筑工程技术,01建筑工程技术
01,建筑智能化工程技术,01建筑智能化工程技术
01,建筑消防技术,01建筑消防技术
01,建筑环境与能源应用工程,01建筑环境与能源应用工程
01,建筑电气与智能化,01建筑电气与智能化
01,建筑装饰工程技术,01建筑装饰工程技术
01,建筑设计,01建筑设计
01,建筑设计(中外合作办学),01建筑设计(中外合作办学)
01,建筑钢结构工程技术,01建筑钢结构工程技术
01,德语,01德语
01,思想政治教育,01思想政治教育
01,思想政治教育(师范类),01思想政治教育(师范类)
01,投资学,01投资学
01,投资学(科技金融方向),01投资学(科技金融方向)
01,投资学(金融方向),01投资学(金融方向)
01,护理,01护理
01,护理学,01护理学
01,摄影测量与遥感技术,01摄影测量与遥感技术
01,政治学与行政学,01政治学与行政学
01,教育学(师范类),01教育学(师范类)
01,教育学类,01教育学类
01,数字媒体技术,01数字媒体技术
01,数字经济,01数字经济
01,数字经济(基础学科拔尖实验班),01数字经济(基础学科拔尖实验班)
01,数学与应用数学,01数学与应用数学
01,数学与应用数学(中外合作办学),01数学与应用数学(中外合作办学)
01,数学与应用数学(师范类),01数学与应用数学(师范类)
01,数学类,01数学类
01,数学类(含双学士学位),01数学类(含双学士学位)
01,数控技术,01数控技术
01,新能源汽车工程(英才班),01新能源汽车工程(英才班)
01,新能源汽车技术,01新能源汽车技术
01,新能源科学与工程,01新能源科学与工程
01,新闻传播学类,01新闻传播学类
01,新闻学,01新闻学
01,新闻采编与制作,01新闻采编与制作
01,旅游管理,01旅游管理
01,旅游管理与服务教育,01旅游管理与服务教育
01,无人机测绘技术,01无人机测绘技术
01,无机非金属材料工程,01无机非金属材料工程
01,早期教育,01早期教育
01,早期教育(师范类),01早期教育(师范类)
01,智慧农业(拔尖创新班),01智慧农业(拔尖创新班)
01,智能光电技术应用,01智能光电技术应用
01,智能制造工程,01智能制造工程
01,智能制造工程技术,01智能制造工程技术
01,智能建造技术,01智能建造技术
01,智能控制技术,01智能控制技术
01,智能车辆工程,01智能车辆工程
01,服装与服饰设计,01服装与服饰设计
01,机器人工程,01机器人工程
01,机械制造及自动化,01机械制造及自动化
01,机械工程,01机械工程
01,机械电子工程,01机械电子工程
01,机械类,01机械类
01,机械类(车辆),01机械类(车辆)
01,机械设计与制造,01机械设计与制造
01,机械设计制造及其自动化,01机械设计制造及其自动化
01,机电一体化技术,01机电一体化技术
01,材料化学,01材料化学
01,材料工程技术,01材料工程技术
01,材料成型及控制工程,01材料成型及控制工程
01,材料物理,01材料物理
01,材料科学与工程,01材料科学与工程
01,材料科学与工程(高精尖班),01材料科学与工程(高精尖班)
01,材料类,01材料类
01,核工程与核技术,01核工程与核技术
01,植物生产类,01植物生产类
01,植物生产类(1),01植物生产类(1)
01,植物生产类(农学类),01植物生产类(农学类)
01,模具设计与制造,01模具设计与制造
01,武器系统与工程,01武器系统与工程
01,氢能技术应用,01氢能技术应用
01,水产类,01水产类
01,水利水电工程,01水利水电工程
01,汉语国际教育,01汉语国际教育
01,汉语国际教育(师范类),01汉语国际教育(师范类)
01,汉语言文学,01汉语言文学
01,汉语言文学(师范类),01汉语言文学(师范类)
01,汉语言文学(师范类，国家文科基地班),01汉语言文学(师范类，国家文科基地班)
01,汉语言文学(广州),01汉语言文学(广州)
01,汽车检测与维修技术,01汽车检测与维修技术
01,治安管理,01治安管理
01,法学,01法学
01,法学(卓越法律人才培养创新班),01法学(卓越法律人才培养创新班)
01,法学(民商法律),01法学(民商法律)
01,法学(海商法),01法学(海商法)
01,法律事务,01法律事务
01,测绘工程,01测绘工程
01,海洋工程类,01海洋工程类
01,海洋科学,01海洋科学
01,烹饪与营养教育,01烹饪与营养教育
01,烹饪工艺与营养,01烹饪工艺与营养
01,物联网工程,01物联网工程
01,特殊教育,01特殊教育
01,特殊教育(师范类),01特殊教育(师范类)
01,环境工程,01环境工程
01,环境工程技术,01环境工程技术
01,环境监测技术,01环境监测技术
01,环境科学,01环境科学
01,环境科学与工程,01环境科学与工程
01,环境艺术设计,01环境艺术设计
01,现代农业技术,01现代农业技术
01,现代物流管理(企业物流方向),01现代物流管理(企业物流方向)
01,现代物流管理(货代),01现代物流管理(货代)
01,现代通信技术,01现代通信技术
01,理科试验班,01理科试验班
01,理科试验班类(生命科学),01理科试验班类(生命科学)
01,理科试验班类(詹天佑本博直升试点班),01理科试验班类(詹天佑本博直升试点班)
01,理科试验班类(詹天佑试点班信息类),01理科试验班类(詹天佑试点班信息类)
01,生态农业技术,01生态农业技术
01,生物工程,01生物工程
01,生物技术,01生物技术
01,生物育种科学(拔尖创新班),01生物育种科学(拔尖创新班)
01,电力系统自动化技术,01电力系统自动化技术
01,电子信息工程,01电子信息工程
01,电子信息工程技术,01电子信息工程技术
01,电子信息科学与技术,01电子信息科学与技术
01,电子信息类(通信与信息类),01电子信息类(通信与信息类)
01,电子商务,01电子商务
01,电气工程及其自动化,01电气工程及其自动化
01,电气类,01电气类
01,畜牧兽医,01畜牧兽医
01,白酒酿造工程,01白酒酿造工程
01,石油化工技术,01石油化工技术
01,石油工程,01石油工程
01,矿业类,01矿业类
01,社会工作,01社会工作
01,种子生产与经营,01种子生产与经营
01,空中乘务,01空中乘务
01,纺织工程,01纺织工程
01,经济与贸易类,01经济与贸易类
01,经济与金融,01经济与金融
01,经济学,01经济学
01,经济学(实验班),01经济学(实验班)
01,经济学(数智分析),01经济学(数智分析)
01,经济学(经济金融统计与分析),01经济学(经济金融统计与分析)
01,经济学类,01经济学类
01,经济统计学,01经济统计学
01,统计学,01统计学
01,维药学,01维药学
01,美术学,01美术学
01,翻译,01翻译
01,能源化学工程,01能源化学工程
01,能源化学工程(能源、资源与生物化工新工科实验班),01能源化学工程(能源、资源与生物化工新工科实验班)
01,自动化,01自动化
01,航海技术,01航海技术
01,航空航天类(智慧三航拔尖班),01航空航天类(智慧三航拔尖班)
01,航空航天类(智慧三航本研衔接班),01航空航天类(智慧三航本研衔接班)
01,船舶与海洋工程,01船舶与海洋工程
01,艺术史论,01艺术史论
01,艺术史论(三好校区音乐学系),01艺术史论(三好校区音乐学系)
01,英语,01英语
01,英语(人文交流),01英语(人文交流)
01,英语(多元方向),01英语(多元方向)
01,英语(师范类),01英语(师范类)
01,茶叶生产与加工技术,01茶叶生产与加工技术
01,茶艺与茶文化,01茶艺与茶文化
01,药品质量与安全,01药品质量与安全
01,药学,01药学
01,药学(本博贯通强基拔尖实验班),01药学(本博贯通强基拔尖实验班)
01,药学(杰出药学家实验班),01药学(杰出药学家实验班)
01,药学类,01药学类
01,装配式建筑工程技术,01装配式建筑工程技术
01,计算机应用技术,01计算机应用技术
01,计算机科学与技术,01计算机科学与技术
01,计算机科学与技术(拔尖学生培养计划),01计算机科学与技术(拔尖学生培养计划)
01,计算机类,01计算机类
01,计算机类(元班),01计算机类(元班)
01,计算机网络技术,01计算机网络技术
01,财务管理,01财务管理
01,财政学,01财政学
01,财政学类,01财政学类
01,财税大数据应用,01财税大数据应用
01,资源勘查工程(油气与清洁地质能源),01资源勘查工程(油气与清洁地质能源)
01,车辆工程,01车辆工程
01,软件工程,01软件工程
01,软件技术,01软件技术
01,通信工程,01通信工程
01,通信工程(中外合作办学),01通信工程(中外合作办学)
01,道路与桥梁工程技术,01道路与桥梁工程技术
01,道路桥梁与渡河工程,01道路桥梁与渡河工程
01,道路桥梁与渡河工程(茅以升班),01道路桥梁与渡河工程(茅以升班)
01,酒店管理,01酒店管理
01,酒店管理(酒店数字化运营管理),01酒店管理(酒店数字化运营管理)
01,酒店管理与数字化运营,01酒店管理与数字化运营
01,采矿工程,01采矿工程
01,金融学,01金融学
01,金融学(国际班),01金融学(国际班)
01,金融学(数字金融),01金融学(数字金融)
01,金融学(数智金融方向),01金融学(数智金融方向)
01,金融学类,01金融学类
01,金融工程,01金融工程
01,金融工程(校企合作，与中科启智山东信息有限公司合作),01金融工程(校企合作，与中科启智山东信息有限公司合作)
01,金融数学,01金融数学
01,金融服务与管理,01金融服务与管理
01,针灸推拿,01针灸推拿
01,钢铁智能冶金技术,01钢铁智能冶金技术
01,铁路物流管理,01铁路物流管理
01,铁道交通运营管理,01铁道交通运营管理
01,铁道供电技术,01铁道供电技术
01,铁道工程技术,01铁道工程技术
01,铁道机车运用与维护,01铁道机车运用与维护
01,铁道桥梁隧道工程技术,01铁道桥梁隧道工程技术
01,铁道运输类,01铁道运输类
01,风景园林设计,01风景园林设计
01,飞机机电设备维修,01飞机机电设备维修
01,飞机机电设备维修(中外合作办学),01飞机机电设备维修(中外合作办学)
01,飞机机电设备维修(机务维修),01飞机机电设备维修(机务维修)
01,飞行器制造工程,01飞行器制造工程
01,食品生物技术,01食品生物技术
01,食品科学与工程,01食品科学与工程
01,食品科学与工程(食品AI卓越创新班),01食品科学与工程(食品AI卓越创新班)
01,食品科学与工程类,01食品科学与工程类
01,食品营养与健康,01食品营养与健康
01,食品质量与安全,01食品质量与安全
02,中医学,02 中医学
02,中医康复技术,02 中医康复技术
02,中草药栽培与加工技术,02 中草药栽培与加工技术
02,中药学,02 中药学
02,临床医学,02 临床医学
02,临床医学(全科医学方向),02 临床医学(全科医学方向)
02,人工智能技术应用,02 人工智能技术应用
02,休闲农业经营与管理,02 休闲农业经营与管理
02,供用电技术,02 供用电技术
02,信息安全技术应用,02 信息安全技术应用
02,健康管理,02 健康管理
02,农产品加工与质量检测,02 农产品加工与质量检测
02,分布式发电与智能微电网技术,02 分布式发电与智能微电网技术
02,分析检验技术,02 分析检验技术
02,刑事执行,02 刑事执行
02,动漫制作技术,02 动漫制作技术
02,动物医学,02 动物医学
02,动物药学,02 动物药学
02,助产,02 助产
02,化工安全技术,02 化工安全技术
02,医学影像技术,02 医学影像技术
02,发电厂及电力系统,02 发电厂及电力系统
02,口腔医学,02 口腔医学
02,口腔医学技术,02 口腔医学技术
02,园林技术,02 园林技术
02,园艺技术,02 园艺技术
02,园艺技术(高职3+2贯通培养，衔接山东农业大学园艺专业),02 园艺技术(高职3+2贯通培养，衔接山东农业大学园艺专业)
02,国际商务,02 国际商务
02,国际经济与贸易,02 国际经济与贸易
02,国际邮轮乘务管理,02 国际邮轮乘务管理
02,国际金融,02 国际金融
02,国际金融(中外合作办学),02 国际金融(中外合作办学)
02,地质调查与矿产普查,02 地质调查与矿产普查
02,城市轨道交通工程技术,02 城市轨道交通工程技术
02,城市轨道交通运营管理,02 城市轨道交通运营管理
02,城市轨道车辆应用技术,02 城市轨道车辆应用技术
02,大数据与会计,02 大数据与会计
02,大数据与会计(中外合作办学)(与韩国湖南大学合作办学),02 大数据与会计(中外合作办学)(与韩国湖南大学合作办学)
02,大数据与会计(税务会计),02 大数据与会计(税务会计)
02,大数据与会计(银行业务方向),02 大数据与会计(银行业务方向)
02,大数据与财务管理,02 大数据与财务管理
02,大数据技术,02 大数据技术
02,婴幼儿托育服务与管理,02 婴幼儿托育服务与管理
02,学前教育(师范类),02 学前教育(师范类)
02,安全技术与管理,02 安全技术与管理
02,安全技术与管理(爆破现场工程师),02 安全技术与管理(爆破现场工程师)
02,安全智能监测技术,02 安全智能监测技术
02,安全防范技术(集成技术与产品制造),02 安全防范技术(集成技术与产品制造)
02,宠物医疗技术,02 宠物医疗技术
02,小学教育(师范类),02 小学教育(师范类)
02,小学数学教育(师范类),02 小学数学教育(师范类)
02,工业互联网应用,02 工业互联网应用
02,工业互联网技术,02 工业互联网技术
02,工业机器人技术,02 工业机器人技术
02,工程安全评价与监理,02 工程安全评价与监理
02,工程测量技术,02 工程测量技术
02,工程造价,02 工程造价
02,工程造价(数字造价方向),02 工程造价(数字造价方向)
02,广播影视节目制作,02 广播影视节目制作
02,应急救援技术,02 应急救援技术
02,应用化工技术,02 应用化工技术
02,康复治疗技术,02 康复治疗技术
02,建筑室内设计,02 建筑室内设计
02,建筑工程技术,02 建筑工程技术
02,建筑材料工程技术,02 建筑材料工程技术
02,建筑电气工程技术,02 建筑电气工程技术
02,建筑设计,02 建筑设计
02,建筑钢结构工程技术,02 建筑钢结构工程技术
02,建设工程监理,02 建设工程监理
02,建设工程管理,02 建设工程管理
02,微电子技术,02 微电子技术
02,护理,02 护理
02,护理(涉外护理方向),02 护理(涉外护理方向)
02,摄影摄像技术,02 摄影摄像技术
02,政府采购管理,02 政府采购管理
02,数字化设计与制造技术,02 数字化设计与制造技术
02,数字媒体技术,02 数字媒体技术
02,数控技术,02 数控技术
02,新能源汽车技术,02 新能源汽车技术
02,无人机应用技术,02 无人机应用技术
02,早期教育,02 早期教育
02,早期教育(师范类),02 早期教育(师范类)
02,智慧健康养老服务与管理,02 智慧健康养老服务与管理
02,智慧城市管理技术,02 智慧城市管理技术
02,智能产品开发与应用,02 智能产品开发与应用
02,智能建造技术,02 智能建造技术
02,智能控制技术,02 智能控制技术
02,服装设计与工艺,02 服装设计与工艺
02,机械制造及自动化,02 机械制造及自动化
02,机械设计与制造,02 机械设计与制造
02,机电一体化技术,02 机电一体化技术
