school_code,school_name,province,city,school_nature,education_level,school_type,is_public
D012,山东信息职业技术学院,,,民办,专科,,False
D014,青岛港湾职业技术学院,,,民办,专科,,False
D015,青岛恒星科技学院,,,民办,专科,,False
D017,江南影视艺术职业学院,,,民办,专科,,False
D021,浙大城市学院,,,民办,专科,,False
D031,长沙环境保护职业技术学院,,,民办,专科,,False
D033,湖南机电职业技术学院,,,民办,专科,,False
D039,常德职业技术学院,,,民办,专科,,False
D041,长沙南方职业学院,,,民办,专科,,False
D042,潇湘职业学院,,,民办,专科,,False
D043,湖南化工职业技术学院,,,民办,专科,,False
D045,湖南石油化工职业技术学院,,,民办,专科,,False
D052,贵州工业职业技术学院,,,民办,专科,,False
D054,六盘水职业技术学院,,,民办,专科,,False
D055,铜仁职业技术学院,,,民办,专科,,False
D059,滁州职业技术学院,,,民办,专科,,False
D062,安徽广播影视职业技术学院,,,民办,专科,,False
D071,河北交通职业技术学院,,,民办,专科,,False
D072,河北化工医药职业技术学院,,,民办,专科,,False
D073,石家庄信息工程职业学院,,,民办,专科,,False
D074,河北对外经贸职业学院,,,民办,专科,,False
D075,河北美术学院,,,民办,专科,,False
D086,宁夏职业技术学院,,,民办,专科,,False
D087,宁夏工商职业技术大学,,,民办,专科,,False
D093,阿克苏职业技术学院,,,民办,专科,,False
D094,巴音郭楞职业技术学院,,,民办,专科,,False
D100,金肯职业技术学院,,,民办,专科,,False
D102,常州工程职业技术学院,,,民办,专科,,False
D103,江苏农林职业技术学院,,,民办,专科,,False
D104,江苏食品药品职业技术学院,,,民办,专科,,False
D105,建东职业技术学院,,,民办,专科,,False
D106,南京铁道职业技术学院,,,民办,专科,,False
D107,徐州工业职业技术学院,,,民办,专科,,False
D108,江苏信息职业技术学院,,,民办,专科,,False
D110,宿迁职业技术学院,,,民办,专科,,False
D112,南京信息职业技术学院,,,民办,专科,,False
D113,江海职业技术学院,,,民办,专科,,False
D114,常州机电职业技术学院,,,民办,专科,,False
D115,厦门工学院,,,民办,专科,,False
D121,西安思源学院,,,民办,专科,,False
D122,西安高新科技职业学院,,,民办,专科,,False
D123,陕西国际商贸学院,,,民办,专科,,False
D124,西安城市建设职业学院,,,民办,专科,,False
D125,陕西服装工程学院,,,民办,专科,,False
D136,云南能源职业技术学院,,,民办,专科,,False
D137,江阴职业技术学院,,,民办,专科,,False
D138,广西建设职业技术学院,,,民办,专科,,False
D151,宁夏建设职业技术学院,,,民办,专科,,False
D161,长春职业技术大学,,,民办,专科,,False
D171,临汾职业技术学院,,,民办,专科,,False
D188,武汉晴川学院,,,民办,专科,,False
D198,大连理工大学城市学院,,,民办,专科,,False
D201,沈阳工学院,,,民办,专科,,False
D215,辽宁师范大学海华学院,,,民办,专科,,False
D218,大连财经学院,,,民办,专科,,False
D220,沈阳城市学院,,,民办,专科,,False
D234,湖北大学知行学院,,,民办,专科,,False
D235,武汉城市学院,,,民办,专科,,False
D236,三峡大学科技学院,,,民办,专科,,False
D238,湖北工业大学工程技术学院,,,民办,专科,,False
D239,武汉工程大学邮电与信息工程学院,,,民办,专科,,False
D240,武汉纺织大学外经贸学院,,,民办,专科,,False
D241,武昌工学院,,,民办,专科,,False
D242,武汉工商学院,,,民办,专科,,False
D245,荆州学院,,,民办,专科,,False
D247,湖北商贸学院,,,民办,专科,,False
D249,湖北医药学院药护学院,,,民办,专科,,False
D250,湖北恩施学院,,,民办,专科,,False
D251,湖北经济学院法商学院,,,民办,专科,,False
D253,武汉体育学院体育科技学院,,,民办,专科,,False
D256,湖北师范大学文理学院,,,民办,专科,,False
D257,湖北文理学院理工学院,,,民办,专科,,False
D262,文华学院,,,民办,专科,,False
D264,武汉交通职业学院,,,民办,专科,,False
D265,咸宁职业技术学院,,,民办,专科,,False
D275,浙江工业大学之江学院,,,民办,专科,,False
D283,浙江农林大学暨阳学院,,,民办,专科,,False
D284,温州医科大学仁济学院,,,民办,专科,,False
D287,湖州学院,,,民办,专科,,False
D290,浙江工商大学杭州商学院,,,民办,专科,,False
D291,嘉兴南湖学院,,,民办,专科,,False
D292,中国计量大学现代科技学院,,,民办,专科,,False
D296,黑龙江外国语学院,,,民办,专科,,False
D299,哈尔滨石油学院,,,民办,专科,,False
D300,黑龙江工商学院,,,民办,专科,,False
D302,哈尔滨传媒职业学院,,,民办,专科,,False
D303,哈尔滨剑桥学院,,,民办,专科,,False
D304,黑龙江工程学院昆仑旅游学院,,,民办,专科,,False
D307,哈尔滨华德学院,,,民办,专科,,False
D316,山东胜利职业学院,,,民办,专科,,False
D317,山东经贸职业学院,,,民办,专科,,False
D318,山东工业职业学院,,,民办,专科,,False
D319,山东化工职业学院,,,民办,专科,,False
D320,青岛黄海学院,,,民办,专科,,False
D321,青岛求实职业技术学院,,,民办,专科,,False
D322,山东现代学院,,,民办,专科,,False
D323,济南职业学院,,,民办,专科,,False
D324,山东协和学院,,,民办,专科,,False
D325,宁夏大学新华学院,,,民办,专科,,False
D326,云南大学滇池学院,,,民办,专科,,False
D328,丽江文化旅游学院,,,民办,专科,,False
D330,昆明城市学院,,,民办,专科,,False
D332,昆明医科大学海源学院,,,民办,专科,,False
D333,云南艺术学院文华学院,,,民办,专科,,False
D338,安徽城市管理职业学院,,,民办,专科,,False
D342,阜阳科技职业学院,,,民办,专科,,False
D344,安徽国防科技职业学院,,,民办,专科,,False
D355,烟台工程职业技术学院,,,民办,专科,,False
D356,山东工程职业技术大学,,,民办,专科,,False
D359,烟台理工学院,,,民办,专科,,False
D378,青岛城市学院,,,民办,专科,,False
D383,山东财经大学燕山学院,,,民办,专科,,False
D386,山东石油化工学院,,,民办,专科,,False
D387,山东外国语职业技术大学,,,民办,专科,,False
D388,潍坊工商职业学院,,,民办,专科,,False
D389,德州职业技术学院,,,民办,专科,,False
D390,枣庄科技职业学院,,,民办,专科,,False
D391,河北科技学院,,,民办,专科,,False
D392,保定电力职业技术学院,,,民办,专科,,False
D395,廊坊职业技术学院,,,民办,专科,,False
D397,石家庄邮电职业技术学院,,,民办,专科,,False
D402,河北外国语学院,,,民办,专科,,False
D403,石家庄科技信息职业学院,,,民办,专科,,False
D408,华北理工大学轻工学院,,,民办,专科,,False
D411,河北师范大学汇华学院,,,民办,专科,,False
D414,河北经贸大学经济管理学院,,,民办,专科,,False
D415,河北医科大学临床学院,,,民办,专科,,False
D418,江西服装学院,,,民办,专科,,False
D419,江西科技职业学院,,,民办,专科,,False
D420,南昌职业大学,,,民办,专科,,False
D421,南昌工学院,,,民办,专科,,False
D422,江西外语外贸职业学院,,,民办,专科,,False
D423,江西工业贸易职业技术学院,,,民办,专科,,False
D424,宜春职业技术学院,,,民办,专科,,False
D425,江西应用工程职业学院,,,民办,专科,,False
D426,江西生物科技职业学院,,,民办,专科,,False
D427,江西建设职业技术学院,,,民办,专科,,False
D428,抚州职业技术学院,,,民办,专科,,False
D429,南昌大学科学技术学院,,,民办,专科,,False
D431,南昌交通学院,,,民办,专科,,False
D432,赣东学院,,,民办,专科,,False
D433,南昌航空大学科技学院,,,民办,专科,,False
D434,赣南科技学院,,,民办,专科,,False
D435,景德镇艺术职业大学,,,民办,专科,,False
D436,江西农业大学南昌商学院,,,民办,专科,,False
D437,南昌医学院,,,民办,专科,,False
D438,江西师范大学科学技术学院,,,民办,专科,,False
D439,赣南师范大学科技学院,,,民办,专科,,False
D440,南昌应用技术师范学院,,,民办,专科,,False
D441,江西财经大学现代经济管理学院,,,民办,专科,,False
D448,黑龙江商业职业学院,,,民办,专科,,False
D468,阳光学院,,,民办,专科,,False
D469,厦门大学嘉庚学院,,,民办,专科,,False
D471,集美大学诚毅学院,,,民办,专科,,False
D497,郑州财经学院,,,民办,专科,,False
D499,河南检察职业学院,,,民办,专科,,False
D500,商丘工学院,,,民办,专科,,False
D501,河南开封科技传媒学院,,,民办,专科,,False
D503,信阳学院,,,民办,专科,,False
D505,新乡医学院三全学院,,,民办,专科,,False
D507,郑州工商学院,,,民办,专科,,False
D511,兰州工商学院,,,民办,专科,,False
D514,兰州博文科技学院,,,民办,专科,,False
D515,兰州信息科技学院,,,民办,专科,,False
D519,甘肃交通职业技术学院,,,民办,专科,,False
D523,北海职业学院,,,民办,专科,,False
D524,北海艺术设计学院,,,民办,专科,,False
D526,桂林山水职业学院,,,民办,专科,,False
D528,山西职业技术学院,,,民办,专科,,False
D530,山西金融职业学院,,,民办,专科,,False
D534,山西工学院,,,民办,专科,,False
D535,晋中信息学院,,,民办,专科,,False
D538,山西晋中理工学院,,,民办,专科,,False
D541,山西信息职业技术学院,,,民办,专科,,False
D548,重庆人文科技学院,,,民办,专科,,False
D558,新疆理工学院,,,民办,专科,,False
D560,新疆第二医学院,,,民办,专科,,False
D561,新疆科技学院,,,民办,专科,,False
D562,新疆建设职业技术学院,,,民办,专科,,False
D566,陕西铁路工程职业技术学院,,,民办,专科,,False
D568,陕西航空职业技术学院,,,民办,专科,,False
D569,西安交通工程学院,,,民办,专科,,False
D570,陕西电子信息职业技术学院,,,民办,专科,,False
D571,无锡太湖学院,,,民办,专科,,False
D575,海南软件职业技术学院,,,民办,专科,,False
D576,海南政法职业学院,,,民办,专科,,False
D577,海南外国语职业学院,,,民办,专科,,False
D578,河北工程大学科信学院,,,民办,专科,,False
D579,中国矿业大学徐海学院,,,民办,专科,,False
D588,重庆外语外事学院,,,民办,专科,,False
D589,重庆对外经贸学院,,,民办,专科,,False
D590,重庆财经学院,,,民办,专科,,False
D593,石家庄铁道大学四方学院,,,民办,专科,,False
D594,河北地质大学华信学院,,,民办,专科,,False
D596,华北理工大学冀唐学院,,,民办,专科,,False
D597,山西科技学院,,,民办,专科,,False
D599,大连艺术学院,,,民办,专科,,False
D600,长春光华学院,,,民办,专科,,False
D601,长春工业大学人文信息学院,,,民办,专科,,False
D602,长春电子科技学院,,,民办,专科,,False
D603,长春财经学院,,,民办,专科,,False
D604,吉林建筑科技学院,,,民办,专科,,False
D605,长春建筑学院,,,民办,专科,,False
D606,长春科技学院,,,民办,专科,,False
D607,吉林动画学院,,,民办,专科,,False
D611,蚌埠工商学院,,,民办,专科,,False
D612,合肥理工学院,,,民办,专科,,False
D613,安徽信息工程学院,,,民办,专科,,False
D614,马鞍山学院,,,民办,专科,,False
D615,合肥城市学院,,,民办,专科,,False
D618,安徽医科大学临床医学院,,,民办,专科,,False
D619,阜阳理工学院,,,民办,专科,,False
D620,淮北理工学院,,,民办,专科,,False
D623,长春大学旅游学院,,,民办,专科,,False
D624,泰山科技学院,,,民办,专科,,False
D625,昆明文理学院,,,民办,专科,,False
D626,昆明理工大学津桥学院,,,民办,专科,,False
D627,重庆移通学院,,,民办,专科,,False
D628,新疆政法学院,,,民办,专科,,False
D631,大连东软信息学院,,,民办,专科,,False
D632,上海视觉艺术学院,,,民办,专科,,False
D634,武汉学院,,,民办,专科,,False
D635,长沙理工大学城南学院,,,民办,专科,,False
D636,上海外国语大学贤达经济人文学院,,,民办,专科,,False
D637,温州商学院,,,民办,专科,,False
D641,桂林学院,,,民办,专科,,False
D643,广西中医药大学赛恩斯新医药学院,,,民办,专科,,False
D644,桂林信息科技学院,,,民办,专科,,False
D645,南宁理工学院,,,民办,专科,,False
D649,贵州黔南科技学院,,,民办,专科,,False
D650,贵阳信息科技学院,,,民办,专科,,False
D653,遵义医科大学医学与科技学院,,,民办,专科,,False
D654,南京理工大学紫金学院,,,民办,专科,,False
D655,南京航空航天大学金城学院,,,民办,专科,,False
D656,广州华立学院,,,民办,专科,,False
D658,天津外国语大学滨海外事学院,,,民办,专科,,False
D659,天津传媒学院,,,民办,专科,,False
D660,天津商业大学宝德学院,,,民办,专科,,False
D661,天津医科大学临床医学院,,,民办,专科,,False
D662,长春人文学院,,,民办,专科,,False
D664,武汉工程科技学院,,,民办,专科,,False
D665,电子科技大学成都学院,,,民办,专科,,False
D666,武汉华夏理工学院,,,民办,专科,,False
D667,广州商学院,,,民办,专科,,False
D668,成都理工大学工程技术学院,,,民办,专科,,False
D669,四川传媒学院,,,民办,专科,,False
D670,成都银杏酒店管理学院,,,民办,专科,,False
D671,成都文理学院,,,民办,专科,,False
D672,四川工商学院,,,民办,专科,,False
D673,四川外国语大学成都学院,,,民办,专科,,False
D675,北京理工大学珠海学院,,,民办,专科,,False
D677,西安交通大学城市学院,,,民办,专科,,False
D678,西北大学现代学院,,,民办,专科,,False
D679,西安建筑科技大学华清学院,,,民办,专科,,False
D681,陕西科技大学镐京学院,,,民办,专科,,False
D682,西安工商学院,,,民办,专科,,False
D684,珠海科技学院,,,民办,专科,,False
D686,武汉传媒学院,,,民办,专科,,False
D687,南京传媒学院,,,民办,专科,,False
D690,河北司法警官职业学院,,,民办,专科,,False
D691,山西工商学院,,,民办,专科,,False
D698,山西管理职业学院,,,民办,专科,,False
D700,天津工业职业学院,,,民办,专科,,False
D701,天津石油职业技术学院,,,民办,专科,,False
D702,天津城市职业学院,,,民办,专科,,False
D703,北京科技职业学院,,,民办,专科,,False
D705,成都医学院,,,民办,专科,,False
D706,吉林医药学院,,,民办,专科,,False
D714,广州工商学院,,,民办,专科,,False
D715,广州涉外经济职业技术学院,,,民办,专科,,False
D718,惠州经济职业技术学院,,,民办,专科,,False
D720,广东理工学院,,,民办,专科,,False
D721,广东工商职业技术大学,,,民办,专科,,False
D727,新疆天山职业技术大学,,,民办,专科,,False
D728,北京培黎职业学院,,,民办,专科,,False
D729,黑龙江旅游职业技术学院,,,民办,专科,,False
D730,黑龙江三江美术职业学院,,,民办,专科,,False
D731,黑龙江生态工程职业学院,,,民办,专科,,False
D732,黑龙江能源职业学院,,,民办,专科,,False
D735,重庆水利电力职业技术学院,,,民办,专科,,False
D736,陕西邮电职业技术学院,,,民办,专科,,False
D737,西安海棠职业学院,,,民办,专科,,False
D738,西安汽车职业大学,,,民办,专科,,False
D743,白城医学高等专科学校,,,民办,专科,,False
D744,黑河学院,,,民办,专科,,False
D747,上海电影艺术职业学院,,,民办,专科,,False
D748,无锡城市职业技术学院,,,民办,专科,,False
D749,无锡工艺职业技术学院,,,民办,专科,,False
D750,金山职业技术学院,,,民办,专科,,False
D751,苏州健雄职业技术学院,,,民办,专科,,False
D752,盐城工业职业技术学院,,,民办,专科,,False
D753,江苏财经职业技术学院,,,民办,专科,,False
D754,扬州工业职业技术学院,,,民办,专科,,False
D758,云南林业职业技术学院,,,民办,专科,,False
D759,云南城市建设职业学院,,,民办,专科,,False
D761,云南工程职业学院,,,民办,专科,,False
D762,福州外语外贸学院,,,民办,专科,,False
D763,福建江夏学院,,,民办,专科,,False
D766,泉州信息工程学院,,,民办,专科,,False
D767,厦门演艺职业学院,,,民办,专科,,False
D768,厦门华天涉外职业技术学院,,,民办,专科,,False
D772,湄洲湾职业技术学院,,,民办,专科,,False
D773,福州理工学院,,,民办,专科,,False
D776,江西软件职业技术大学,,,民办,专科,,False
D777,淄博师范高等专科学校,,,民办,专科,,False
D778,山东中医药高等专科学校,,,民办,专科,,False
D779,沧州医学高等专科学校,,,民办,专科,,False
D780,漯河医学高等专科学校,,,民办,专科,,False
D781,南阳医学高等专科学校,,,民办,专科,,False
D782,商丘医学高等专科学校,,,民办,专科,,False
D784,信阳职业技术学院,,,民办,专科,,False
D786,郑州工业安全职业学院,,,民办,专科,,False
D787,永城职业学院,,,民办,专科,,False
D788,河南经贸职业学院,,,民办,专科,,False
D790,河南农业职业学院,,,民办,专科,,False
D791,郑州旅游职业学院,,,民办,专科,,False
D793,江汉艺术职业学院,,,民办,专科,,False
D797,湖北黄冈应急管理职业技术学院,,,民办,专科,,False
D799,黄冈科技职业学院,,,民办,专科,,False
D800,湖北国土资源职业学院,,,民办,专科,,False
D801,湖北生态工程职业技术学院,,,民办,专科,,False
D806,长沙师范学院,,,民办,专科,,False
D810,肇庆医学高等专科学校,,,民办,专科,,False
D811,琼台师范学院,,,民办,专科,,False
D816,四川工业科技学院,,,民办,专科,,False
D817,黔西南民族职业技术学院,,,民办,专科,,False
D818,贵州轻工职业技术学院,,,民办,专科,,False
D819,陕西警官职业学院,,,民办,专科,,False
D820,银川能源学院,,,民办,专科,,False
D821,忻州职业技术学院,,,民办,专科,,False
D822,河北女子职业技术学院,,,民办,专科,,False
D824,内蒙古交通职业技术学院,,,民办,专科,,False
D830,广西外国语学院,,,民办,专科,,False
D831,广西电力职业技术学院,,,民办,专科,,False
D842,南京理工大学泰州科技学院,,,民办,专科,,False
D843,南京师范大学泰州学院,,,民办,专科,,False
D844,东莞城市学院,,,民办,专科,,False
D845,安徽财贸职业学院,,,民办,专科,,False
D846,安徽国际商务职业学院,,,民办,专科,,False
D849,安徽审计职业学院,,,民办,专科,,False
D850,安徽新闻出版职业技术学院,,,民办,专科,,False
D855,济南工程职业技术学院,,,民办,专科,,False
D856,山东电子职业技术学院,,,民办,专科,,False
D857,山东华宇工学院,,,民办,专科,,False
D858,山东旅游职业学院,,,民办,专科,,False
D859,山东铝业职业学院,,,民办,专科,,False
D861,泰山职业技术学院,,,民办,专科,,False
D862,山西同文职业技术学院,,,民办,专科,,False
D863,天津铁道职业技术学院,,,民办,专科,,False
D867,江西制造职业技术学院,,,民办,专科,,False
D870,上饶职业技术学院,,,民办,专科,,False
D871,江西航空职业技术学院,,,民办,专科,,False
D873,赣西科技职业学院,,,民办,专科,,False
D874,山东外事职业大学,,,民办,专科,,False
D875,海南经贸职业技术学院,,,民办,专科,,False
D876,海南工商职业学院,,,民办,专科,,False
D891,保定理工学院,,,民办,专科,,False
D892,三亚学院,,,民办,专科,,False
D893,上海师范大学天华学院,,,民办,专科,,False
D894,西安明德理工学院,,,民办,专科,,False
D895,燕京理工学院,,,民办,专科,,False
D897,天津理工大学中环信息学院,,,民办,专科,,False
D898,北京科技大学天津学院,,,民办,专科,,False
D899,北京中医药大学东方学院,,,民办,专科,,False
D901,北京邮电大学世纪学院,,,民办,专科,,False
D902,广州新华学院,,,民办,专科,,False
D903,成都锦城学院,,,民办,专科,,False
D904,北京工业大学耿丹学院,,,民办,专科,,False
D905,南京工业大学浦江学院,,,民办,专科,,False
D906,南京师范大学中北学院,,,民办,专科,,False
D909,云南工商学院,,,民办,专科,,False
D910,北京交通职业技术学院,,,民办,专科,,False
D916,长春信息技术职业学院,,,民办,专科,,False
D917,松原职业技术学院,,,民办,专科,,False
D918,七台河职业学院,,,民办,专科,,False
D920,广西城市职业大学,,,民办,专科,,False
D923,湖南理工职业技术学院,,,民办,专科,,False
D924,湖南交通工程学院,,,民办,专科,,False
D926,新疆交通职业技术学院,,,民办,专科,,False
D928,广州华立科技职业学院,,,民办,专科,,False
D931,三亚航空旅游职业学院,,,民办,专科,,False
D935,黑龙江民族职业学院,,,民办,专科,,False
D936,河南工业贸易职业学院,,,民办,专科,,False
D937,湖南汽车工程职业学院,,,民办,专科,,False
D938,长沙电力职业技术学院,,,民办,专科,,False
D939,湖南水利水电职业技术学院,,,民办,专科,,False
D940,湖南现代物流职业技术学院,,,民办,专科,,False
D941,湖南高速铁路职业技术学院,,,民办,专科,,False
D942,湖南铁路科技职业技术学院,,,民办,专科,,False
D943,广州铁路职业技术学院,,,民办,专科,,False
D945,西安铁路职业技术学院,,,民办,专科,,False
D947,西安职业技术学院,,,民办,专科,,False
D948,商洛职业技术学院,,,民办,专科,,False
D949,汉中职业技术学院,,,民办,专科,,False
D951,渭南职业技术学院,,,民办,专科,,False
D952,安康职业技术学院,,,民办,专科,,False
D953,铜川职业技术学院,,,民办,专科,,False
D955,甘肃畜牧工程职业技术学院,,,民办,专科,,False
D956,新疆石河子职业技术学院,,,民办,专科,,False
D957,辽宁传媒学院,,,民办,专科,,False
D958,大连软件职业学院,,,民办,专科,,False
D961,大连枫叶职业技术学院,,,民办,专科,,False
D962,苏州百年职业学院,,,民办,专科,,False
D963,昆山登云科技职业学院,,,民办,专科,,False
D964,南京视觉艺术职业学院,,,民办,专科,,False
D966,山东药品食品职业学院,,,民办,专科,,False
D967,重庆工商职业学院,,,民办,专科,,False
D973,厦门城市职业学院,,,民办,专科,,False
D979,厦门兴才职业技术学院,,,民办,专科,,False
D980,南京医科大学康达学院,,,民办,专科,,False
D982,无锡学院,,,民办,专科,,False
D985,苏州科技大学天平学院,,,民办,专科,,False
D986,江苏大学京江学院,,,民办,专科,,False
D987,扬州大学广陵学院,,,民办,专科,,False
D988,江苏师范大学科文学院,,,民办,专科,,False
D989,南京邮电大学通达学院,,,民办,专科,,False
D990,南京财经大学红山学院,,,民办,专科,,False
D991,江苏科技大学苏州理工学院,,,民办,专科,,False
D992,常州大学怀德学院,,,民办,专科,,False
D993,南通大学杏林学院,,,民办,专科,,False
D994,南京审计大学金审学院,,,民办,专科,,False
D995,青岛工学院,,,民办,专科,,False
D997,青岛农业大学海都学院,,,民办,专科,,False
D998,齐鲁理工学院,,,民办,专科,,False
D999,山东财经大学东方学院,,,民办,专科,,False
E000,潍坊理工学院,,,未知,未知,,
E001,聊城大学东昌学院,,,未知,未知,,
E002,烟台科技学院,,,未知,未知,,
E004,四川文化传媒职业学院,,,未知,未知,,
E005,四川华新现代职业学院,,,未知,未知,,
E009,重庆医药高等专科学校,,,未知,未知,,
E010,四川中医药高等专科学校,,,未知,未知,,
E011,遵义医药高等专科学校,,,未知,未知,,
E013,楚雄医药高等专科学校,,,未知,未知,,
E014,保山中医药高等专科学校,,,未知,未知,,
E015,丽江师范高等专科学校,,,未知,未知,,
E017,大庆医学高等专科学校,,,未知,未知,,
E018,石家庄医学高等专科学校,,,未知,未知,,
E020,天津城市建设管理职业技术学院,,,未知,未知,,
E021,天津生物工程职业技术学院,,,未知,未知,,
E022,天津海运职业学院,,,未知,未知,,
E025,湖南安全技术职业学院,,,未知,未知,,
E026,广西英华国际职业学院,,,未知,未知,,
E029,陕西工商职业学院,,,未知,未知,,
E030,西安信息职业大学,,,未知,未知,,
E031,陕西旅游烹饪职业学院,,,未知,未知,,
E032,云南新兴职业学院,,,未知,未知,,
E037,西南财经大学天府学院,,,未知,未知,,
E038,天津仁爱学院,,,未知,未知,,
E040,郑州商学院,,,未知,未知,,
E042,西安科技大学高新学院,,,未知,未知,,
E043,四川文化艺术学院,,,未知,未知,,
E045,绵阳城市学院,,,未知,未知,,
E046,福建农林大学金山学院,,,未知,未知,,
E049,内蒙古北方职业技术学院,,,未知,未知,,
E052,吉林铁道职业技术学院,,,未知,未知,,
E053,黑龙江交通职业技术学院,,,未知,未知,,
E055,哈尔滨应用职业技术学院,,,未知,未知,,
E056,南京机电职业技术学院,,,未知,未知,,
E059,厦门软件职业技术学院,,,未知,未知,,
E061,三峡电力职业学院,,,未知,未知,,
E062,郑州电力职业技术学院,,,未知,未知,,
E065,广州科技贸易职业学院,,,未知,未知,,
E070,四川科技职业学院,,,未知,未知,,
E073,北京经济管理职业学院,,,未知,未知,,
E076,辽宁装备制造职业技术学院,,,未知,未知,,
E078,山东商务职业学院,,,未知,未知,,
E079,山东轻工职业学院,,,未知,未知,,
E080,山东城市建设职业学院,,,未知,未知,,
E081,烟台汽车工程职业学院,,,未知,未知,,
E082,山东司法警官职业学院,,,未知,未知,,
E085,西藏职业技术学院,,,未知,未知,,
E086,四川文化产业职业学院,,,未知,未知,,
E087,天津财经大学珠江学院,,,未知,未知,,
E090,浙江横店影视职业学院,,,未知,未知,,
E092,滇西科技师范学院,,,未知,未知,,
E093,运城幼儿师范高等专科学校,,,未知,未知,,
E095,黑龙江幼儿师范高等专科学校,,,未知,未知,,
E097,益阳医学高等专科学校,,,未知,未知,,
E098,合肥师范学院,,,未知,未知,,
E099,湖北第二师范学院,,,未知,未知,,
E100,山东政法学院,,,未知,未知,,
E101,太原工业学院,,,未知,未知,,
E103,冀中职业学院,,,未知,未知,,
E105,山西老区职业技术学院,,,未知,未知,,
E106,辽宁地质工程职业学院,,,未知,未知,,
E107,白城职业技术学院,,,未知,未知,,
E108,哈尔滨科学技术职业学院,,,未知,未知,,
E111,厦门南洋职业学院,,,未知,未知,,
E112,厦门东海职业技术学院,,,未知,未知,,
E113,漳州科技职业学院,,,未知,未知,,
E115,漳州理工职业学院,,,未知,未知,,
E118,菏泽家政职业学院,,,未知,未知,,
E119,湖北科技职业学院,,,未知,未知,,
E122,湖南电子科技职业学院,,,未知,未知,,
E123,广州珠江职业技术学院,,,未知,未知,,
E126,广东文理职业学院,,,未知,未知,,
E127,广西工程职业学院,,,未知,未知,,
E128,重庆财经职业学院,,,未知,未知,,
E129,贵阳职业技术学院,,,未知,未知,,
E137,蚌埠经济技术职业学院,,,未知,未知,,
E138,新疆职业大学,,,未知,未知,,
E139,北京社会管理职业学院,,,未知,未知,,
E140,北京艺术传媒职业学院,,,未知,未知,,
E158,石家庄人民医学高等专科学校,,,未知,未知,,
E163,苏州高博软件技术职业学院,,,未知,未知,,
E166,江西新能源科技职业学院,,,未知,未知,,
E167,江西枫林涉外经贸职业学院,,,未知,未知,,
E168,江西泰豪动漫职业学院,,,未知,未知,,
E171,梧州职业学院,,,未知,未知,,
E172,海南科技职业大学,,,未知,未知,,
E175,四川城市职业学院,,,未知,未知,,
E176,四川现代职业学院,,,未知,未知,,
E178,佳木斯职业学院,,,未知,未知,,
E180,南京旅游职业学院,,,未知,未知,,
E182,湖南国防工业职业技术学院,,,未知,未知,,
E186,朔州职业技术学院,,,未知,未知,,
E187,包头铁道职业技术学院,,,未知,未知,,
E188,辽宁铁道职业技术学院,,,未知,未知,,
E190,长白山职业技术学院,,,未知,未知,,
E193,山东传媒职业学院,,,未知,未知,,
E195,临沂职业学院,,,未知,未知,,
E196,枣庄职业学院,,,未知,未知,,
E197,湖北工程职业学院,,,未知,未知,,
E199,内蒙古大学创业学院,,,未知,未知,,
E200,银川科技学院,,,未知,未知,,
E201,北京第二外国语学院中瑞酒店管理学院,,,未知,未知,,
E202,沧州交通学院,,,未知,未知,,
E203,皖江工学院,,,未知,未知,,
E207,上海财经大学浙江学院,,,未知,未知,,
E209,大连航运职业技术学院,,,未知,未知,,
E211,广西经济职业学院,,,未知,未知,,
E212,云南经贸外事职业学院,,,未知,未知,,
E213,石家庄科技职业学院,,,未知,未知,,
E220,广西幼儿师范高等专科学校,,,未知,未知,,
E223,贵州师范学院,,,未知,未知,,
E225,河北东方学院,,,未知,未知,,
E226,运城职业技术大学,,,未知,未知,,
E228,大连汽车职业技术学院,,,未知,未知,,
E229,安徽矿业职业技术学院,,,未知,未知,,
E231,泉州海洋职业学院,,,未知,未知,,
E232,泉州轻工职业学院,,,未知,未知,,
E233,漯河食品职业学院,,,未知,未知,,
E235,郑州城市职业学院,,,未知,未知,,
E236,三亚理工职业学院,,,未知,未知,,
E237,重庆电讯职业学院,,,未知,未知,,
E238,重庆能源职业学院,,,未知,未知,,
E239,云南三鑫职业技术学院,,,未知,未知,,
E241,江西冶金职业技术学院,,,未知,未知,,
E242,山东理工职业学院,,,未知,未知,,
E243,安阳职业技术学院,,,未知,未知,,
E245,新乡职业技术学院,,,未知,未知,,
E247,山西铁道职业技术学院,,,未知,未知,,
E248,鄂尔多斯职业学院,,,未知,未知,,
E251,驻马店职业技术学院,,,未知,未知,,
E252,贵州职业技术学院,,,未知,未知,,
E255,江苏卫生健康职业学院,,,未知,未知,,
E256,苏州信息职业技术学院,,,未知,未知,,
E257,厦门安防科技职业学院,,,未知,未知,,
E258,三峡旅游职业技术学院,,,未知,未知,,
E259,沧州幼儿师范高等专科学校,,,未知,未知,,
E260,宣化科技职业学院,,,未知,未知,,
E261,山东文化产业职业学院,,,未知,未知,,
E262,西南交通大学希望学院,,,未知,未知,,
E267,重庆交通职业学院,,,未知,未知,,
E271,阳泉师范高等专科学校,,,未知,未知,,
E272,黑龙江护理高等专科学校,,,未知,未知,,
E275,浙江外国语学院,,,未知,未知,,
E276,齐鲁师范学院,,,未知,未知,,
E277,山东青年政治学院,,,未知,未知,,
