school_code,school_name,province,city,school_nature,education_level,school_type,is_public
B053,徐州工程学院,,,民办,本科,,False
B054,苏州职业大学,,,民办,本科,,False
B055,常州工学院,,,民办,本科,,False
B057,浙江科技学院,,,民办,本科,,False
B058,宁波工程学院,,,民办,本科,,False
B059,合肥学院,,,民办,本科,,False
B061,芜湖职业技术学院,,,民办,本科,,False
B062,厦门理工学院,,,民办,本科,,False
B065,青岛大学,,,民办,本科,,False
B066,烟台大学,,,民办,本科,,False
B067,潍坊学院,,,民办,本科,,False
B068,郑州工程技术学院,,,民办,本科,,False
B069,开封大学,,,民办,本科,,False
B070,洛阳理工学院,,,民办,本科,,False
B071,新乡学院,,,民办,本科,,False
B072,江汉大学,,,民办,本科,,False
B074,荆州理工职业学院,,,民办,本科,,False
B075,三峡大学,,,民办,本科,,False
B077,长沙学院,,,民办,本科,,False
B078,广州大学,,,民办,本科,,False
B079,成都大学,,,民办,本科,,False
B080,西安文理学院,,,民办,本科,,False
B090,北京京北职业技术学院,,,民办,本科,,False
B100,海南热带海洋学院,,,民办,本科,,False
B104,华北科技学院,,,民办,本科,,False
B105,中国人民警察大学,,,民办,本科,,False
B106,广州航海学院,,,民办,本科,,False
B113,深圳职业技术大学,,,民办,本科,,False
B114,广东南华工商职业学院,,,民办,本科,,False
B116,成都工业学院,,,民办,本科,,False
B117,扬州大学,,,民办,本科,,False
B122,三江学院,,,民办,本科,,False
B149,中华女子学院,,,民办,本科,,False
B230,齐齐哈尔医学院,,,民办,本科,,False
B232,北京信息科技大学,,,民办,本科,,False
B238,石家庄职业技术学院,,,民办,本科,,False
B242,太原学院,,,民办,本科,,False
B248,辽宁农业职业技术学院,,,民办,本科,,False
B250,阜新高等专科学校,,,民办,本科,,False
B258,大连大学,,,民办,本科,,False
B261,吉林工商学院,,,民办,本科,,False
B276,南京工程学院,,,民办,本科,,False
B287,南京审计大学,,,民办,本科,,False
B288,沙洲职业工学院,,,民办,本科,,False
B305,蚌埠学院,,,民办,本科,,False
B306,池州学院,,,民办,本科,,False
B308,淮南联合大学,,,民办,本科,,False
B311,三明学院,,,民办,本科,,False
B312,龙岩学院,,,民办,本科,,False
B313,福建商学院,,,民办,本科,,False
B318,江西科技师范大学,,,民办,本科,,False
B319,南昌工程学院,,,民办,本科,,False
B326,信阳农林学院,,,民办,本科,,False
B329,河南工学院,,,民办,本科,,False
B330,安阳工学院,,,民办,本科,,False
B332,湖北警官学院,,,民办,本科,,False
B334,湖北工业职业技术学院,,,民办,本科,,False
B335,鄂州职业大学,,,民办,本科,,False
B336,荆楚理工学院,,,民办,本科,,False
B342,湖南工程学院,,,民办,本科,,False
B349,五邑大学,,,民办,本科,,False
B350,广西体育高等专科学校,,,民办,本科,,False
B354,梧州学院,,,民办,本科,,False
B355,南宁职业技术大学,,,民办,本科,,False
B360,攀枝花学院,,,民办,本科,,False
B390,玉溪师范学院,,,民办,本科,,False
B391,楚雄师范学院,,,民办,本科,,False
B392,云南警官学院,,,民办,本科,,False
B393,昆明学院,,,民办,本科,,False
B395,榆林学院,,,民办,本科,,False
B396,商洛学院,,,民办,本科,,False
B397,安康学院,,,民办,本科,,False
B400,西安培华学院,,,民办,本科,,False
B406,甘肃政法大学,,,民办,本科,,False
B407,北方民族大学,,,民办,本科,,False
B413,中国矿业大学(北京),,,民办,本科,,False
B414,中国石油大学(北京),,,民办,本科,,False
B415,中国地质大学(北京),,,民办,本科,,False
B417,北京联合大学,,,民办,本科,,False
B418,北京城市学院,,,民办,本科,,False
B420,河北金融学院,,,民办,本科,,False
B427,集宁师范学院,,,民办,本科,,False
B430,辽宁科技学院,,,民办,本科,,False
B436,长春汽车职业技术大学,,,民办,本科,,False
B437,长春工程学院,,,民办,本科,,False
B439,吉林农业科技学院,,,民办,本科,,False
B440,长春金融高等专科学校,,,民办,本科,,False
B441,吉林警察学院,,,民办,本科,,False
B445,黑龙江工业学院,,,民办,本科,,False
B446,黑龙江东方学院,,,民办,本科,,False
B449,黑龙江职业学院,,,民办,本科,,False
B458,上海电机学院,,,民办,本科,,False
B460,南京晓庄学院,,,民办,本科,,False
B462,扬州市职业大学,,,民办,本科,,False
B463,江苏理工学院,,,民办,本科,,False
B482,浙江财经大学,,,民办,本科,,False
B488,衢州学院,,,民办,本科,,False
B498,莆田学院,,,民办,本科,,False
B500,辽宁省交通高等专科学校,,,民办,本科,,False
B505,九江职业大学,,,民办,本科,,False
B508,新余学院,,,民办,本科,,False
B510,山东交通学院,,,民办,本科,,False
B517,河南工程学院,,,民办,本科,,False
B522,焦作大学,,,民办,本科,,False
B527,湖南城市学院,,,民办,本科,,False
B528,湖南工学院,,,民办,本科,,False
B532,湖南财政经济学院,,,民办,本科,,False
B535,湖南工业大学,,,民办,本科,,False
B538,湖南女子学院,,,民办,本科,,False
B540,广东金融学院,,,民办,本科,,False
B546,广西科技师范学院,,,民办,本科,,False
B547,广西警察学院,,,民办,本科,,False
B548,广西财经学院,,,民办,本科,,False
B549,南宁学院,,,民办,本科,,False
B551,重庆科技学院,,,民办,本科,,False
B552,四川旅游学院,,,民办,本科,,False
B553,成都纺织高等专科学校,,,民办,本科,,False
B556,文山学院,,,民办,本科,,False
B557,昆明冶金高等专科学校,,,民办,本科,,False
B560,西安财经大学,,,民办,本科,,False
B561,甘肃民族师范学院,,,民办,本科,,False
B562,兰州文理学院,,,民办,本科,,False
B565,乌鲁木齐职业大学,,,民办,本科,,False
B600,湖北经济学院,,,民办,本科,,False
B607,北部湾大学,,,民办,本科,,False
B608,广西水利电力职业技术学院,,,民办,本科,,False
B629,北华航天工业学院,,,民办,本科,,False
B630,山西省财政税务专科学校,,,民办,本科,,False
B632,沈阳工程学院,,,民办,本科,,False
B635,哈尔滨信息工程学院,,,民办,本科,,False
B641,江苏海洋大学,,,民办,本科,,False
B646,宁波大学,,,民办,本科,,False
B647,浙江传媒学院,,,民办,本科,,False
B652,河南财政金融学院,,,民办,本科,,False
B653,南阳理工学院,,,民办,本科,,False
B654,武汉商学院,,,民办,本科,,False
B656,广东石油化工学院,,,民办,本科,,False
B658,海南师范大学,,,民办,本科,,False
B660,重庆理工大学,,,民办,本科,,False
B663,黔南民族医学高等专科学校,,,民办,本科,,False
B664,西安邮电大学,,,民办,本科,,False
B688,山东工商学院,,,民办,本科,,False
B709,呼和浩特民族学院,,,民办,本科,,False
B726,长春大学,,,民办,本科,,False
B731,贵州商学院,,,民办,本科,,False
B733,上海出版印刷高等专科学校,,,民办,本科,,False
B736,西安航空学院,,,民办,本科,,False
B765,河南城建学院,,,民办,本科,,False
B775,防灾科技学院,,,民办,本科,,False
B779,辽东学院,,,民办,本科,,False
B784,仰恩大学,,,民办,本科,,False
B785,九江职业技术学院,,,民办,本科,,False
B787,濮阳职业技术学院,,,民办,本科,,False
B796,武汉城市职业学院,,,民办,本科,,False
B798,武汉东湖学院,,,民办,本科,,False
B799,重庆工商大学,,,民办,本科,,False
B800,汉口学院,,,民办,本科,,False
B802,黑龙江工程学院,,,民办,本科,,False
B805,甘肃医学院,,,民办,本科,,False
B806,陇南师范学院,,,民办,本科,,False
B807,兰州工业学院,,,民办,本科,,False
B810,海南医学院,,,民办,本科,,False
B818,新疆维吾尔医学专科学校,,,民办,本科,,False
B819,东莞理工学院,,,民办,本科,,False
B823,长春医学高等专科学校,,,民办,本科,,False
B824,桂林师范高等专科学校,,,民办,本科,,False
B825,桂林航天工业学院,,,民办,本科,,False
B826,西安电力高等专科学校,,,民办,本科,,False
B827,山东电力高等专科学校,,,民办,本科,,False
B828,郑州电力高等专科学校,,,民办,本科,,False
B831,首钢工学院,,,民办,本科,,False
B832,河北经贸大学,,,民办,本科,,False
B833,上海杉达学院,,,民办,本科,,False
B834,黄河科技学院,,,民办,本科,,False
B835,上海政法学院,,,民办,本科,,False
B837,桂林旅游学院,,,民办,本科,,False
B838,贺州学院,,,民办,本科,,False
B840,西安医学院,,,民办,本科,,False
B841,民办四川天一学院,,,民办,本科,,False
B843,九江学院,,,民办,本科,,False
B845,广东工业大学,,,民办,本科,,False
B846,广东外语外贸大学,,,民办,本科,,False
B847,佛山科学技术学院,,,民办,本科,,False
B908,天津医学高等专科学校,,,民办,本科,,False
B916,重庆电力高等专科学校,,,民办,本科,,False
B939,连云港师范高等专科学校,,,民办,本科,,False
B959,鹤岗师范高等专科学校,,,民办,本科,,False
B961,安徽医学高等专科学校,,,民办,本科,,False
B963,亳州学院,,,民办,本科,,False
B964,邢台医学高等专科学校,,,民办,本科,,False
B965,湖北中医药高等专科学校,,,民办,本科,,False
B967,焦作师范高等专科学校,,,民办,本科,,False
B968,安徽中医药高等专科学校,,,民办,本科,,False
B969,郑州师范学院,,,民办,本科,,False
B999,海南职业技术学院,,,民办,本科,,False
C026,大连民族大学,,,民办,独立学院（本科）,,False
C034,湖南第一师范学院,,,民办,独立学院（本科）,,False
C036,浙江交通职业技术学院,,,民办,独立学院（本科）,,False
C040,广州民航职业技术学院,,,民办,独立学院（本科）,,False
C044,上海第二工业大学,,,民办,独立学院（本科）,,False
C047,江苏经贸职业技术学院,,,民办,独立学院（本科）,,False
C048,南京特殊教育师范学院,,,民办,独立学院（本科）,,False
C049,吉林交通职业技术学院,,,民办,独立学院（本科）,,False
C050,上海商学院,,,民办,独立学院（本科）,,False
C051,湖北职业技术学院,,,民办,独立学院（本科）,,False
C052,武汉船舶职业技术学院,,,民办,独立学院（本科）,,False
C053,黑龙江建筑职业技术学院,,,民办,独立学院（本科）,,False
C054,九州职业技术学院,,,民办,独立学院（本科）,,False
C055,长沙航空职业技术学院,,,民办,独立学院（本科）,,False
C056,南通理工学院,,,民办,独立学院（本科）,,False
C057,包头职业技术学院,,,民办,独立学院（本科）,,False
C058,黄河水利职业技术学院,,,民办,独立学院（本科）,,False
C059,广东培正学院,,,民办,独立学院（本科）,,False
C062,日照职业技术学院,,,民办,独立学院（本科）,,False
C063,盘锦职业技术学院,,,民办,独立学院（本科）,,False
C064,成都航空职业技术学院,,,民办,独立学院（本科）,,False
C070,曲阜远东职业技术学院,,,民办,独立学院（本科）,,False
C072,安徽商贸职业技术学院,,,民办,独立学院（本科）,,False
C074,阜阳职业技术学院,,,民办,独立学院（本科）,,False
C078,硅湖职业技术学院,,,民办,独立学院（本科）,,False
C105,天津中德应用技术大学,,,民办,独立学院（本科）,,False
C107,贵州警察学院,,,民办,独立学院（本科）,,False
C121,南方医科大学,,,民办,独立学院（本科）,,False
C214,湖南医药学院,,,民办,独立学院（本科）,,False
C215,重庆工业职业技术学院,,,民办,独立学院（本科）,,False
C216,安徽新华学院,,,民办,独立学院（本科）,,False
C217,铜陵职业技术学院,,,民办,独立学院（本科）,,False
C219,安徽警官职业学院,,,民办,独立学院（本科）,,False
C222,贵州交通职业技术学院,,,民办,独立学院（本科）,,False
C300,湖南大众传媒职业技术学院,,,民办,独立学院（本科）,,False
C301,永州职业技术学院,,,民办,独立学院（本科）,,False
C302,湖南铁道职业技术学院,,,民办,独立学院（本科）,,False
C303,湖南涉外经济学院,,,民办,独立学院（本科）,,False
C304,湖南科技职业学院,,,民办,独立学院（本科）,,False
C306,长春东方职业学院,,,民办,独立学院（本科）,,False
C308,海口经济学院,,,民办,独立学院（本科）,,False
C309,武昌首义学院,,,民办,独立学院（本科）,,False
C310,武昌理工学院,,,民办,独立学院（本科）,,False
C317,常州信息职业技术学院,,,民办,独立学院（本科）,,False
C324,青岛职业技术学院,,,民办,独立学院（本科）,,False
C326,威海职业学院,,,民办,独立学院（本科）,,False
C328,山东职业学院,,,民办,独立学院（本科）,,False
C329,山东劳动职业技术学院,,,民办,独立学院（本科）,,False
C330,莱芜职业技术学院,,,民办,独立学院（本科）,,False
C331,山东女子学院,,,民办,独立学院（本科）,,False
C332,烟台南山学院,,,民办,独立学院（本科）,,False
C335,济宁职业技术学院,,,民办,独立学院（本科）,,False
C336,贵州电子信息职业技术学院,,,民办,独立学院（本科）,,False
C347,恩施职业技术学院,,,民办,独立学院（本科）,,False
C349,云南国土资源职业学院,,,民办,独立学院（本科）,,False
C352,河北软件职业技术学院,,,民办,独立学院（本科）,,False
C354,襄阳职业技术学院,,,民办,独立学院（本科）,,False
C356,广西交通职业技术学院,,,民办,独立学院（本科）,,False
C362,武汉生物工程学院,,,民办,独立学院（本科）,,False
C364,广西工业职业技术学院,,,民办,独立学院（本科）,,False
C379,广西国际商务职业技术学院,,,民办,独立学院（本科）,,False
C389,河北建材职业技术学院,,,民办,独立学院（本科）,,False
C391,潍坊职业学院,,,民办,独立学院（本科）,,False
C392,柳州铁道职业技术学院,,,民办,独立学院（本科）,,False
C396,烟台职业学院,,,民办,独立学院（本科）,,False
C397,湖南交通职业技术学院,,,民办,独立学院（本科）,,False
C408,河北政法职业学院,,,民办,独立学院（本科）,,False
C410,合肥通用职业技术学院,,,民办,独立学院（本科）,,False
C415,沧州职业技术学院,,,民办,独立学院（本科）,,False
C418,河北能源职业技术学院,,,民办,独立学院（本科）,,False
C424,石家庄铁路职业技术学院,,,民办,独立学院（本科）,,False
C425,湖南工程职业技术学院,,,民办,独立学院（本科）,,False
C440,东营职业学院,,,民办,独立学院（本科）,,False
C441,聊城职业技术学院,,,民办,独立学院（本科）,,False
C443,兴安职业技术大学,,,民办,独立学院（本科）,,False
C448,北京农业职业学院,,,民办,独立学院（本科）,,False
C451,北京政法职业学院,,,民办,独立学院（本科）,,False
C453,中国劳动关系学院,,,民办,独立学院（本科）,,False
C481,拉萨师范学院,,,民办,独立学院（本科）,,False
C482,克拉玛依职业技术学院,,,民办,独立学院（本科）,,False
C484,天津滨海职业学院,,,民办,独立学院（本科）,,False
C493,上海行健职业学院,,,民办,独立学院（本科）,,False
C495,上海城建职业学院,,,民办,独立学院（本科）,,False
C497,上海交通职业技术学院,,,民办,独立学院（本科）,,False
C499,上海电子信息职业技术学院,,,民办,独立学院（本科）,,False
C510,陕西能源职业技术学院,,,民办,独立学院（本科）,,False
C511,甘肃建筑职业技术学院,,,民办,独立学院（本科）,,False
C514,新疆轻工职业技术学院,,,民办,独立学院（本科）,,False
C539,酒泉职业技术大学,,,民办,独立学院（本科）,,False
C544,宁夏理工学院,,,民办,独立学院（本科）,,False
C555,云南农业职业技术学院,,,民办,独立学院（本科）,,False
C560,云南经济管理学院,,,民办,独立学院（本科）,,False
C561,北京财贸职业学院,,,民办,独立学院（本科）,,False
C562,青海卫生职业技术学院,,,民办,独立学院（本科）,,False
C564,北京北大方正软件职业技术学院,,,民办,独立学院（本科）,,False
C565,北京经贸职业学院,,,民办,独立学院（本科）,,False
C566,北京经济技术职业学院,,,民办,独立学院（本科）,,False
C568,北京汇佳职业学院,,,民办,独立学院（本科）,,False
C570,新疆能源职业技术学院,,,民办,独立学院（本科）,,False
C574,广东东软学院,,,民办,独立学院（本科）,,False
C575,广州康大职业技术学院,,,民办,独立学院（本科）,,False
C581,河南工业和信息化职业学院,,,民办,独立学院（本科）,,False
C583,上海震旦职业学院,,,民办,独立学院（本科）,,False
C584,上海民远职业技术学院,,,民办,独立学院（本科）,,False
C586,上海思博职业技术学院,,,民办,独立学院（本科）,,False
C587,上海立达学院,,,民办,独立学院（本科）,,False
C588,上海工艺美术职业学院,,,民办,独立学院（本科）,,False
C593,辽宁生态工程职业学院,,,民办,独立学院（本科）,,False
C594,沈阳职业技术学院,,,民办,独立学院（本科）,,False
C596,保险职业学院,,,民办,独立学院（本科）,,False
C599,湘潭大学兴湘学院,,,民办,独立学院（本科）,,False
C600,邵阳职业技术学院,,,民办,独立学院（本科）,,False
C601,湖南司法警官职业学院,,,民办,独立学院（本科）,,False
C605,重庆三峡职业学院,,,民办,独立学院（本科）,,False
C609,重庆电子工程职业学院,,,民办,独立学院（本科）,,False
C617,广州城市理工学院,,,民办,独立学院（本科）,,False
C618,广州软件学院,,,民办,独立学院（本科）,,False
C619,广州南方学院,,,民办,独立学院（本科）,,False
C627,福建水利电力职业技术学院,,,民办,独立学院（本科）,,False
C631,厦门医学院,,,民办,独立学院（本科）,,False
C636,成都东软学院,,,民办,独立学院（本科）,,False
C637,四川化工职业技术学院,,,民办,独立学院（本科）,,False
C638,四川水利职业技术学院,,,民办,独立学院（本科）,,False
C640,内江职业技术学院,,,民办,独立学院（本科）,,False
C641,四川航天职业技术学院,,,民办,独立学院（本科）,,False
C649,湖南科技大学潇湘学院,,,民办,独立学院（本科）,,False
C650,南华大学船山学院,,,民办,独立学院（本科）,,False
C656,中南林业科技大学涉外学院,,,民办,独立学院（本科）,,False
C658,湖南理工学院南湖学院,,,民办,独立学院（本科）,,False
C662,张家界学院,,,民办,独立学院（本科）,,False
C670,呼和浩特职业学院,,,民办,独立学院（本科）,,False
C677,锡林郭勒职业学院,,,民办,独立学院（本科）,,False
C679,江苏海事职业技术学院,,,民办,独立学院（本科）,,False
C681,无锡科技职业学院,,,民办,独立学院（本科）,,False
C682,江苏医药职业学院,,,民办,独立学院（本科）,,False
C684,南通科技职业学院,,,民办,独立学院（本科）,,False
C685,苏州经贸职业技术学院,,,民办,独立学院（本科）,,False
C686,苏州工业职业技术学院,,,民办,独立学院（本科）,,False
C687,苏州托普信息职业技术学院,,,民办,独立学院（本科）,,False
C689,东南大学成贤学院,,,民办,独立学院（本科）,,False
C702,无锡商业职业技术学院,,,民办,独立学院（本科）,,False
C703,江苏航运职业技术学院,,,民办,独立学院（本科）,,False
C709,厦门华厦学院,,,民办,独立学院（本科）,,False
C711,泉州纺织服装职业学院,,,民办,独立学院（本科）,,False
C712,西安欧亚学院,,,民办,独立学院（本科）,,False
C713,西安外事学院,,,民办,独立学院（本科）,,False
C714,西安翻译学院,,,民办,独立学院（本科）,,False
C715,西京学院,,,民办,独立学院（本科）,,False
C717,三亚城市职业学院,,,民办,独立学院（本科）,,False
C718,大庆职业学院,,,民办,独立学院（本科）,,False
C719,天津渤海职业技术学院,,,民办,独立学院（本科）,,False
C720,天津电子信息职业技术学院,,,民办,独立学院（本科）,,False
C721,天津机电职业技术学院,,,民办,独立学院（本科）,,False
C722,天津现代职业技术学院,,,民办,独立学院（本科）,,False
C723,天津公安警官职业学院,,,民办,独立学院（本科）,,False
C724,黑龙江林业职业技术学院,,,民办,独立学院（本科）,,False
C725,黑龙江农业职业技术学院,,,民办,独立学院（本科）,,False
C726,黑龙江农业工程职业学院,,,民办,独立学院（本科）,,False
C727,黑龙江农垦职业学院,,,民办,独立学院（本科）,,False
C728,黑龙江司法警官职业学院,,,民办,独立学院（本科）,,False
C729,齐齐哈尔工程学院,,,民办,独立学院（本科）,,False
C732,天津轻工职业技术学院,,,民办,独立学院（本科）,,False
C733,北京科技经营管理学院,,,民办,独立学院（本科）,,False
C734,新疆警察学院,,,民办,独立学院（本科）,,False
C737,荆州职业技术学院,,,民办,独立学院（本科）,,False
C740,仙桃职业学院,,,民办,独立学院（本科）,,False
C744,湖北轻工职业技术学院,,,民办,独立学院（本科）,,False
C745,商丘职业技术学院,,,民办,独立学院（本科）,,False
C746,郑州科技学院,,,民办,独立学院（本科）,,False
C747,郑州工业应用技术学院,,,民办,独立学院（本科）,,False
C748,平顶山工业职业技术学院,,,民办,独立学院（本科）,,False
C750,周口职业技术学院,,,民办,独立学院（本科）,,False
C752,湖北交通职业技术学院,,,民办,独立学院（本科）,,False
C753,绵阳职业技术学院,,,民办,独立学院（本科）,,False
C754,重庆海联职业技术学院,,,民办,独立学院（本科）,,False
C755,重庆信息技术职业学院,,,民办,独立学院（本科）,,False
C756,重庆传媒职业学院,,,民办,独立学院（本科）,,False
C758,重庆城市管理职业学院,,,民办,独立学院（本科）,,False
C759,重庆工程职业技术学院,,,民办,独立学院（本科）,,False
C761,四川交通职业技术学院,,,民办,独立学院（本科）,,False
C762,四川工商职业技术学院,,,民办,独立学院（本科）,,False
C763,四川工程职业技术学院,,,民办,独立学院（本科）,,False
C764,四川建筑职业技术学院,,,民办,独立学院（本科）,,False
C766,江西工程学院,,,民办,独立学院（本科）,,False
C768,济源职业技术学院,,,民办,独立学院（本科）,,False
C777,山西工程职业学院,,,民办,独立学院（本科）,,False
C779,山西应用科技学院,,,民办,独立学院（本科）,,False
C781,河南司法警官职业学院,,,民办,独立学院（本科）,,False
C783,石家庄城市经济职业学院,,,民办,独立学院（本科）,,False
C784,河北传媒学院,,,民办,独立学院（本科）,,False
C788,天津商务职业学院,,,民办,独立学院（本科）,,False
C793,鹤壁职业技术学院,,,民办,独立学院（本科）,,False
C794,河南工业职业技术学院,,,民办,独立学院（本科）,,False
C795,南昌理工学院,,,民办,独立学院（本科）,,False
C796,河北工程技术学院,,,民办,独立学院（本科）,,False
C798,上海济光职业技术学院,,,民办,独立学院（本科）,,False
C799,上海建桥学院,,,民办,独立学院（本科）,,False
C800,上海工商外国语职业学院,,,民办,独立学院（本科）,,False
C801,上海科学技术职业学院,,,民办,独立学院（本科）,,False
C802,吉利学院,,,民办,独立学院（本科）,,False
C803,天津国土资源和房屋职业学院,,,民办,独立学院（本科）,,False
C804,南京交通职业技术学院,,,民办,独立学院（本科）,,False
C805,江苏电子信息职业学院,,,民办,独立学院（本科）,,False
C806,江苏农牧科技职业学院,,,民办,独立学院（本科）,,False
C807,常州纺织服装职业技术学院,,,民办,独立学院（本科）,,False
C809,苏州工业园区职业技术学院,,,民办,独立学院（本科）,,False
C810,安徽文达信息工程学院,,,民办,独立学院（本科）,,False
C813,六安职业技术学院,,,民办,独立学院（本科）,,False
C816,安徽交通职业技术学院,,,民办,独立学院（本科）,,False
C818,滨州职业学院,,,民办,独立学院（本科）,,False
C819,山东科技职业学院,,,民办,独立学院（本科）,,False
C820,重庆建筑科技职业学院,,,民办,独立学院（本科）,,False
C822,黔东南民族职业技术学院,,,民办,独立学院（本科）,,False
C827,陕西国防工业职业技术学院,,,民办,独立学院（本科）,,False
C828,西安航空职业技术学院,,,民办,独立学院（本科）,,False
C829,陕西财经职业技术学院,,,民办,独立学院（本科）,,False
C830,陕西交通职业技术学院,,,民办,独立学院（本科）,,False
C832,兰州外语职业学院,,,民办,独立学院（本科）,,False
C833,兰州职业技术学院,,,民办,独立学院（本科）,,False
C835,甘肃林业职业技术学院,,,民办,独立学院（本科）,,False
C836,甘肃工业职业技术学院,,,民办,独立学院（本科）,,False
C841,山东服装职业学院,,,民办,独立学院（本科）,,False
C842,德州科技职业学院,,,民办,独立学院（本科）,,False
C843,潍坊科技学院,,,民办,独立学院（本科）,,False
C844,山东力明科技职业学院,,,民办,独立学院（本科）,,False
C845,湖南邮电职业技术学院,,,民办,独立学院（本科）,,False
C849,张家界航空工业职业技术学院,,,民办,独立学院（本科）,,False
C850,贵州城市职业学院,,,民办,独立学院（本科）,,False
C852,青海警官职业学院,,,民办,独立学院（本科）,,False
C862,浙江建设职业技术学院,,,民办,独立学院（本科）,,False
C864,浙江经贸职业技术学院,,,民办,独立学院（本科）,,False
C866,浙江经济职业技术学院,,,民办,独立学院（本科）,,False
C867,浙江旅游职业学院,,,民办,独立学院（本科）,,False
C870,浙江金融职业学院,,,民办,独立学院（本科）,,False
C875,湖州职业技术学院,,,民办,独立学院（本科）,,False
C882,天津艺术职业学院,,,民办,独立学院（本科）,,False
C883,天津交通职业学院,,,民办,独立学院（本科）,,False
C887,河北旅游职业学院,,,民办,独立学院（本科）,,False
C888,山西机电职业技术学院,,,民办,独立学院（本科）,,False
C892,山西水利职业技术学院,,,民办,独立学院（本科）,,False
C893,阳泉职业技术学院,,,民办,独立学院（本科）,,False
C895,辽宁金融职业学院,,,民办,独立学院（本科）,,False
C896,辽宁轨道交通职业学院,,,民办,独立学院（本科）,,False
C897,辽宁广告职业学院,,,民办,独立学院（本科）,,False
C898,辽宁机电职业技术学院,,,民办,独立学院（本科）,,False
C899,辽宁经济职业技术学院,,,民办,独立学院（本科）,,False
C901,吉林司法警官职业学院,,,民办,独立学院（本科）,,False
C902,吉林电子信息职业技术学院,,,民办,独立学院（本科）,,False
C903,吉林工业职业技术学院,,,民办,独立学院（本科）,,False
C904,吉林工程职业学院,,,民办,独立学院（本科）,,False
C906,哈尔滨电力职业技术学院,,,民办,独立学院（本科）,,False
C907,哈尔滨铁道职业技术学院,,,民办,独立学院（本科）,,False
C908,大兴安岭职业学院,,,民办,独立学院（本科）,,False
C910,黑龙江农业经济职业学院,,,民办,独立学院（本科）,,False
C911,哈尔滨职业技术学院,,,民办,独立学院（本科）,,False
C912,上海农林职业技术学院,,,民办,独立学院（本科）,,False
C913,上海邦德职业技术学院,,,民办,独立学院（本科）,,False
C915,上海中侨职业技术大学,,,民办,独立学院（本科）,,False
C919,炎黄职业技术学院,,,民办,独立学院（本科）,,False
C920,南京科技职业学院,,,民办,独立学院（本科）,,False
C921,正德职业技术学院,,,民办,独立学院（本科）,,False
C922,钟山职业技术学院,,,民办,独立学院（本科）,,False
C923,无锡南洋职业技术学院,,,民办,独立学院（本科）,,False
C927,泉州华光职业学院,,,民办,独立学院（本科）,,False
C928,泉州职业技术大学,,,民办,独立学院（本科）,,False
C929,江西司法警官职业学院,,,民办,独立学院（本科）,,False
C931,渤海船舶职业学院,,,民办,独立学院（本科）,,False
C932,江西旅游商贸职业学院,,,民办,独立学院（本科）,,False
C933,江西电力职业技术学院,,,民办,独立学院（本科）,,False
C934,江西环境工程职业学院,,,民办,独立学院（本科）,,False
C936,江西艺术职业学院,,,民办,独立学院（本科）,,False
C938,江西应用科技学院,,,民办,独立学院（本科）,,False
C939,江西信息应用职业技术学院,,,民办,独立学院（本科）,,False
C940,江西交通职业技术学院,,,民办,独立学院（本科）,,False
C941,江西财经职业学院,,,民办,独立学院（本科）,,False
C942,江西应用技术职业学院,,,民办,独立学院（本科）,,False
C943,江西现代职业技术学院,,,民办,独立学院（本科）,,False
C944,江西工业工程职业技术学院,,,民办,独立学院（本科）,,False
C945,山东圣翰财贸职业学院,,,民办,独立学院（本科）,,False
C946,山东水利职业学院,,,民办,独立学院（本科）,,False
C947,山东畜牧兽医职业学院,,,民办,独立学院（本科）,,False
C948,郑州澍青医学高等专科学校,,,民办,独立学院（本科）,,False
C952,武汉航海职业技术学院,,,民办,独立学院（本科）,,False
C957,深圳信息职业技术大学,,,民办,独立学院（本科）,,False
C961,广东亚视演艺职业学院,,,民办,独立学院（本科）,,False
C962,广东省外语艺术职业学院,,,民办,独立学院（本科）,,False
C963,四川托普信息技术职业学院,,,民办,独立学院（本科）,,False
C964,四川国际标榜职业学院,,,民办,独立学院（本科）,,False
C967,泸州职业技术学院,,,民办,独立学院（本科）,,False
C969,成都艺术职业大学,,,民办,独立学院（本科）,,False
C970,四川职业技术学院,,,民办,独立学院（本科）,,False
C973,青海职业技术大学,,,民办,独立学院（本科）,,False
C975,伊犁职业技术学院,,,民办,独立学院（本科）,,False
C976,江西机电职业技术学院,,,民办,独立学院（本科）,,False
C977,武汉铁路职业技术学院,,,民办,独立学院（本科）,,False
C978,武汉软件工程职业学院,,,民办,独立学院（本科）,,False
C979,湖北三峡职业技术学院,,,民办,独立学院（本科）,,False
C980,随州职业技术学院,,,民办,独立学院（本科）,,False
C982,湖北水利水电职业技术学院,,,民办,独立学院（本科）,,False
C983,湖北城市建设职业技术学院,,,民办,独立学院（本科）,,False
C984,武汉警官职业学院,,,民办,独立学院（本科）,,False
C985,湖北生物科技职业学院,,,民办,独立学院（本科）,,False
C987,武汉科技职业学院,,,民办,独立学院（本科）,,False
C989,武汉信息传播职业技术学院,,,民办,独立学院（本科）,,False
C990,武昌职业学院,,,民办,独立学院（本科）,,False
C991,武汉商贸职业学院,,,民办,独立学院（本科）,,False
D006,山东英才学院,,,民办,专科,,False
D007,东营科技职业学院,,,民办,专科,,False
D008,山东交通职业学院,,,民办,专科,,False
D009,淄博职业学院,,,民办,专科,,False
D010,山东外贸职业学院,,,民办,专科,,False
D011,青岛酒店管理职业技术学院,,,民办,专科,,False
